test_class_name,cycle_id,tests,failures_0,failures_1,failures_2,failures_3,current_failures,time_0,failures_%,time,time_since,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,A_priority,A_priority_with_time,B_priority,B_priority_with_time,C_priority,C_priority_with_time,D_priority
org/apache/commons/bcel6/generic/FieldAnnotationsTestCase.java,294b5827154e60ccde947a7c850a98104d670041,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,3.0,3.0,3.0,1.0,21.0,0.0,18.0,2.0,1.0,0.0,0.0,6.0,6.0,6.0,0.0,6.0,0.0,1.0,0.0,5.0,167.0,9.0,125.0,36.0,73.0,34.0,55.0,76.0,32.0,44.0,9.0,9.0,9.0,3.0,3.0,0.27,19.0,19.0,19.0,8.0,0,0,0,0,0,0,0
SMOTE,294b5827154e60ccde947a7c850a98104d670041,1.0,1.0,1.0,1.0,1.0,1.0,6.789848947751154,1.0,6.671648289590631,0.8400936564585385,2.0,2.0,2.0,1.0,14.0,0.0,14.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,2.0,0.0,2.0,95.0,13.0,62.0,31.0,34.0,20.0,38.0,49.0,32.0,17.0,3.0,3.0,3.0,1.0,2.0,0.32,9.0,9.0,9.0,4.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
org/apache/commons/bcel6/generic/GeneratingAnnotatedClassesTestCase.java,294b5827154e60ccde947a7c850a98104d670041,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052000000000000005,0.0,1.0,1.0,1.0,1.0,24.0,0.0,19.0,5.0,1.0,0.0,0.0,24.0,24.0,24.0,0.0,24.0,0.0,11.0,0.0,13.0,700.0,28.0,512.0,201.0,365.0,173.0,298.0,337.0,181.0,156.0,5.0,5.0,5.0,1.0,3.0,0.34,35.0,35.0,35.0,24.0,0,0,0,0,0,0,0
SMOTE,294b5827154e60ccde947a7c850a98104d670041,1.0,1.0,1.0,1.0,1.0,1.0,7.456514138973601,1.0,7.399815539034902,0.7086889575221225,2.0,2.0,2.0,1.0,14.0,0.0,14.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,2.0,0.0,2.0,95.0,12.0,63.0,27.0,31.0,20.0,31.0,46.0,28.0,18.0,3.0,3.0,3.0,1.0,4.0,0.32,9.0,9.0,9.0,4.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
org/apache/commons/bcel6/PerformanceTest.java,294b5827154e60ccde947a7c850a98104d670041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917000000000001,0.0,3.0,3.0,3.0,1.0,28.0,2.0,25.0,0.0,2.0,2.0,0.0,4.0,4.0,2.0,0.0,4.0,0.0,2.0,0.0,2.0,148.0,19.0,112.0,44.0,75.0,17.0,76.0,93.0,45.0,48.0,6.0,6.0,6.0,3.0,4.0,0.15,15.0,15.0,15.0,6.0,0,0,0,0,0,0,0
org/apache/commons/bcel6/PLSETestCase.java,294b5827154e60ccde947a7c850a98104d670041,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,1.0,1.0,1.0,1.0,16.0,0.0,11.0,5.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,65.0,4.0,33.0,23.0,16.0,28.0,24.0,27.0,23.0,4.0,1.0,1.0,1.0,1.0,0.0,0.85,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0
org/apache/commons/bcel6/ElementValueGenTestCase.java,294b5827154e60ccde947a7c850a98104d670041,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,1.0,1.0,1.0,1.0,14.0,0.0,11.0,2.0,1.0,0.0,0.0,13.0,13.0,13.0,0.0,13.0,0.0,2.0,0.0,11.0,241.0,16.0,171.0,87.0,109.0,56.0,92.0,108.0,77.0,31.0,3.0,3.0,3.0,1.0,2.0,0.33,15.0,15.0,15.0,13.0,0,0,0,0,0,0,0
SMOTE,294b5827154e60ccde947a7c850a98104d670041,1.0,1.0,1.0,1.0,1.0,1.0,6.693472443941547,1.0,7.568201049563658,4.820009059865491,2.0,2.0,2.0,1.0,14.0,0.0,14.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,2.0,0.0,2.0,95.0,12.0,63.0,27.0,31.0,20.0,31.0,46.0,28.0,18.0,3.0,3.0,3.0,1.0,4.0,0.32,9.0,9.0,9.0,4.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
SMOTE,294b5827154e60ccde947a7c850a98104d670041,1.0,1.0,1.0,1.0,1.0,1.0,7.183112679069687,1.0,6.795648722530572,0.7271491482762849,2.0,2.0,2.0,1.0,14.0,0.0,14.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,2.0,0.0,2.0,95.0,12.0,63.0,27.0,31.0,20.0,31.0,46.0,28.0,18.0,3.0,3.0,3.0,1.0,4.0,0.32,9.0,9.0,9.0,4.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
SMOTE,294b5827154e60ccde947a7c850a98104d670041,1.0,1.0,1.0,1.0,1.0,1.0,6.704454613310851,1.0,6.356617559727218,0.7539248586692391,2.0,2.0,2.0,1.0,14.0,0.0,14.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,2.0,0.0,2.0,95.0,12.0,62.0,28.0,31.0,20.0,32.0,46.0,29.0,17.0,3.0,3.0,3.0,1.0,2.0,0.32,9.0,9.0,9.0,4.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
