test_class_name,cycle_id,tests,failures_0,failures_1,failures_2,failures_3,current_failures,time_0,failures_%,time,time_since,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,A_priority,A_priority_with_time,B_priority,B_priority_with_time,C_priority,C_priority_with_time,D_priority
com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS70Test.java,cbcd17307f2936a58b556f067d663adcad89a905,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011000000000000001,0.0,1.0,1.0,1.0,1.0,12.0,0.0,12.0,0.0,1.0,0.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,380.0,30.0,350.0,74.0,267.0,0.0,273.0,299.0,49.0,250.0,1.0,1.0,1.0,1.0,0.0,0.0,25.0,25.0,25.0,25.0,0,0,0,0,0,0,0
com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoItemImpostoICMS20Test.java,cbcd17307f2936a58b556f067d663adcad89a905,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,1.0,1.0,1.0,1.0,11.0,0.0,11.0,0.0,1.0,0.0,0.0,15.0,15.0,15.0,0.0,15.0,0.0,0.0,0.0,15.0,212.0,20.0,192.0,50.0,137.0,0.0,145.0,161.0,35.0,126.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,15.0,15.0,15.0,0,0,0,0,0,0,0
com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoItemImpostoICMS40Test.java,cbcd17307f2936a58b556f067d663adcad89a905,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,7.0,77.0,12.0,65.0,29.0,35.0,0.0,42.0,50.0,22.0,28.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,7.0,7.0,7.0,0,1,0,1,0,1,1
SMOTE,cbcd17307f2936a58b556f067d663adcad89a905,4.0,1.0,1.0,1.0,1.0,1.0,0.003864608835955037,0.25,0.00340617349213489,0.6011856289944358,1.0,1.0,1.0,1.0,11.0,1.0,10.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,71.0,12.0,59.0,28.0,34.0,1.0,44.0,49.0,24.0,25.0,1.0,1.0,1.0,1.0,0.0,0.02,4.0,4.0,4.0,4.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
SMOTE,cbcd17307f2936a58b556f067d663adcad89a905,7.0,1.0,1.0,1.0,1.0,1.0,0.0042091306684572845,0.14285714300000002,0.0019132412129351292,1.5821722482185854,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,7.0,73.0,11.0,62.0,35.0,33.0,0.0,39.0,47.0,28.0,19.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,7.0,7.0,7.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
com/fincatto/documentofiscal/nfe400/classes/NFNotaMotivoDesoneracaoICMSTest.java,cbcd17307f2936a58b556f067d663adcad89a905,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,13.0,0.0,13.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,38.0,4.0,34.0,8.0,23.0,0.0,26.0,29.0,6.0,23.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0,1,0,1,0,1,1
com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS30Test.java,cbcd17307f2936a58b556f067d663adcad89a905,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,16.0,16.0,16.0,0.0,16.0,0.0,0.0,0.0,16.0,208.0,21.0,187.0,54.0,128.0,0.0,137.0,154.0,38.0,116.0,1.0,1.0,1.0,1.0,0.0,0.0,16.0,16.0,16.0,16.0,0,1,0,1,0,1,1
SMOTE,cbcd17307f2936a58b556f067d663adcad89a905,11.0,0.0,0.0,0.0,0.0,1.0,0.0006535100510803887,0.090909091,0.004108918341846732,0.10993737390201051,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,11.0,11.0,11.0,0.0,11.0,0.0,0.0,0.0,11.0,98.0,16.0,82.0,44.0,36.0,1.0,47.0,60.0,34.0,26.0,2.0,2.0,2.0,1.0,1.0,0.01,12.0,12.0,12.0,11.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS90Test.java,cbcd17307f2936a58b556f067d663adcad89a905,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011000000000000001,0.0,1.0,1.0,1.0,1.0,12.0,0.0,12.0,0.0,1.0,0.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,380.0,30.0,350.0,74.0,267.0,0.0,273.0,299.0,49.0,250.0,1.0,1.0,1.0,1.0,0.0,0.0,25.0,25.0,25.0,25.0,0,0,0,0,0,0,0
com/fincatto/documentofiscal/cte/classes/distribuicao/CTDistribuicaoIntRetornoTest.java,cbcd17307f2936a58b556f067d663adcad89a905,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,1.0,1.0,1.0,1.0,15.0,0.0,14.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,48.0,7.0,41.0,18.0,25.0,2.0,33.0,36.0,16.0,20.0,1.0,1.0,1.0,1.0,0.0,0.05,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0
