rank_index,time,class,failures,ranking,nfpa,failure_metric
3.1643298426047766,0.0,1.0,0,2,0.6666666666666666,0.75
2.458592233129166,0.0,1.0,0,3,0.6666666666666666,0.75
2.1909554762422867,0.001,1.0,0,1,0.6666666666666666,0.75
1.5867146491672126,5.003,2.0,1,8,0.6666666666666666,0.75
1.4511477976701697,15.429,2.0,1,4,0.6666666666666666,0.75
1.3997396001549471,5.537000000000001,2.0,1,6,0.6666666666666666,0.75
1.272475175506638,5.25,2.0,1,7,0.6666666666666666,0.75
0.7497728864473507,13.086,2.0,1,5,0.6666666666666666,0.75
rank_index,time,class,failures,ranking,nfpa,failure_metric
3.1643298426047766,0.001,1.0,0,7,0.7346774193548387,0.7222222222222222
2.458592233129166,0.0,1.0,0,9,0.7346774193548387,0.7222222222222222
2.1909554762422867,0.001,1.0,0,6,0.7346774193548387,0.7222222222222222
2.041604706711808,0.001,1.0,0,5,0.7346774193548387,0.7222222222222222
1.9119671706366144,0.281,0.0,0,3,0.7346774193548387,0.7222222222222222
1.8471849828041669,0.0,1.0,0,8,0.7346774193548387,0.7222222222222222
1.6853037681959313,0.165,1.0,0,4,0.7346774193548387,0.7222222222222222
1.5867146491672126,0.223,3.0,1,15,0.7346774193548387,0.7222222222222222
1.4511477976701697,10.272,2.0,2,10,0.7346774193548387,0.7222222222222222
1.3997396001549471,0.261,2.0,1,12,0.7346774193548387,0.7222222222222222
1.272475175506638,0.246,2.0,1,13,0.7346774193548387,0.7222222222222222
1.2003898896863676,2.892,2.0,1,11,0.7346774193548387,0.7222222222222222
1.1031393496225523,2.826,0.0,0,2,0.7346774193548387,0.7222222222222222
0.9547174341460312,2.942,0.0,0,1,0.7346774193548387,0.7222222222222222
0.7497728864473507,0.245,2.0,1,14,0.7346774193548387,0.7222222222222222
rank_index,time,class,failures,ranking,nfpa,failure_metric
3.1643298426047766,0.001,1.0,0,5,0.7322580645161291,0.7222222222222222
2.458592233129166,0.0,1.0,0,9,0.7322580645161291,0.7222222222222222
2.1909554762422867,0.001,1.0,0,6,0.7322580645161291,0.7222222222222222
2.041604706711808,0.0,1.0,0,7,0.7322580645161291,0.7222222222222222
1.9119671706366144,0.17800000000000002,1.0,0,3,0.7322580645161291,0.7222222222222222
1.8471849828041669,0.0,1.0,0,8,0.7322580645161291,0.7222222222222222
1.6853037681959313,0.16,1.0,0,4,0.7322580645161291,0.7222222222222222
1.5867146491672126,0.145,3.0,1,15,0.7322580645161291,0.7222222222222222
1.4511477976701697,10.271,2.0,2,10,0.7322580645161291,0.7222222222222222
1.3997396001549471,0.261,2.0,1,12,0.7322580645161291,0.7222222222222222
1.272475175506638,0.236,2.0,1,14,0.7322580645161291,0.7222222222222222
1.2003898896863676,3.006,2.0,1,11,0.7322580645161291,0.7222222222222222
1.1031393496225523,3.022,0.0,0,1,0.7322580645161291,0.7222222222222222
0.9547174341460312,2.833,0.0,0,2,0.7322580645161291,0.7222222222222222
0.7497728864473507,0.241,2.0,1,13,0.7322580645161291,0.7222222222222222
rank_index,time,class,failures,ranking,nfpa,failure_metric
3.357474861181016,0.013,1.0,0,13,0.761344537815126,0.6470588235294118
3.299518873028632,13.458,0.0,0,5,0.761344537815126,0.6470588235294118
3.1591767082789417,7.087999999999999,0.0,0,7,0.761344537815126,0.6470588235294118
2.9647569843713004,2.086,0.0,0,9,0.761344537815126,0.6470588235294118
2.513753400150692,16.555999999999994,0.0,0,3,0.761344537815126,0.6470588235294118
2.458592233129166,0.018000000000000002,1.0,0,11,0.761344537815126,0.6470588235294118
2.3580095132913415,0.004,1.0,0,15,0.761344537815126,0.6470588235294118
2.3580095132913415,0.014,1.0,0,12,0.761344537815126,0.6470588235294118
2.1909554762422867,0.018000000000000002,1.0,0,10,0.761344537815126,0.6470588235294118
1.5712618205768192,26.497,0.0,0,1,0.761344537815126,0.6470588235294118
1.4752543902863589,5.858,2.0,1,17,0.761344537815126,0.6470588235294118
1.3997396001549471,16.362000000000002,0.0,0,4,0.761344537815126,0.6470588235294118
1.272475175506638,5.908,0.0,0,8,0.761344537815126,0.6470588235294118
1.1479754045003072,7.124,0.0,0,6,0.761344537815126,0.6470588235294118
1.0020473063867934,0.001,1.0,0,16,0.761344537815126,0.6470588235294118
0.8742726574536818,16.744,0.0,0,2,0.761344537815126,0.6470588235294118
0.4945498623719429,0.01,1.0,0,14,0.761344537815126,0.6470588235294118
rank_index,time,class,failures,ranking,nfpa,failure_metric
3.3604626625878913,0.0,1.0,0,37,0.7842259006815969,0.5897435897435898
3.357474861181016,0.01,1.0,0,25,0.7842259006815969,0.5897435897435898
3.299518873028632,14.457,0.0,0,4,0.7842259006815969,0.5897435897435898
3.1591767082789417,8.047,0.0,0,5,0.7842259006815969,0.5897435897435898
2.9647569843713004,0.003,1.0,0,29,0.7842259006815969,0.5897435897435898
2.9647569843713004,2.067,0.0,0,13,0.7842259006815969,0.5897435897435898
2.8419291912031373,0.001,1.0,0,34,0.7842259006815969,0.5897435897435898
2.6932195702436346,0.135,1.0,0,19,0.7842259006815969,0.5897435897435898
2.6211342844233654,0.166,1.0,0,18,0.7842259006815969,0.5897435897435898
2.513753400150692,16.758,0.0,0,2,0.7842259006815969,0.5897435897435898
2.473534208471684,0.001,1.0,0,33,0.7842259006815969,0.5897435897435898
2.458592233129166,0.019,1.0,0,23,0.7842259006815969,0.5897435897435898
2.3580095132913415,0.002,1.0,0,31,0.7842259006815969,0.5897435897435898
2.3580095132913415,0.009000000000000001,1.0,0,26,0.7842259006815969,0.5897435897435898
2.1909554762422867,0.008,1.0,0,27,0.7842259006815969,0.5897435897435898
2.041604706711808,0.004,1.0,0,28,0.7842259006815969,0.5897435897435898
2.0364669416429453,0.024,1.0,0,21,0.7842259006815969,0.5897435897435898
1.9643816558226757,1.083,0.0,0,14,0.7842259006815969,0.5897435897435898
1.9643816558226757,0.076,1.0,0,20,0.7842259006815969,0.5897435897435898
1.9119671706366144,0.255,0.0,0,16,0.7842259006815969,0.5897435897435898
1.5712618205768192,6.357,0.0,0,7,0.7842259006815969,0.5897435897435898
1.5406932813100225,2.989,0.0,0,11,0.7842259006815969,0.5897435897435898
1.4752543902863589,5.295,2.0,1,39,0.7842259006815969,0.5897435897435898
1.3997396001549471,16.189,0.0,0,3,0.7842259006815969,0.5897435897435898
1.3441082244834213,0.003,1.0,0,30,0.7842259006815969,0.5897435897435898
1.272475175506638,5.934,0.0,0,8,0.7842259006815969,0.5897435897435898
1.2048265211665137,0.001,1.0,0,32,0.7842259006815969,0.5897435897435898
1.2048265211665137,0.0,1.0,0,36,0.7842259006815969,0.5897435897435898
1.2003898896863676,3.117,0.0,0,10,0.7842259006815969,0.5897435897435898
