rank_index,time,class,failures,ranking,nfpa,failure_metric,DDP
999.5115966796876,0.004,1,0,21,0.9446863409127559,0.7115384615384615,0.6938775510204082
992.5281982421876,0.0,1,0,24,0.9446863409127559,0.7115384615384615,0.6938775510204082
989.8912353515624,0.001,1,0,22,0.9446863409127559,0.7115384615384615,0.6938775510204082
989.3374633789062,0.0,1,0,23,0.9446863409127559,0.7115384615384615,0.6938775510204082
985.2999877929688,0.009000000000000001,1,0,20,0.9446863409127559,0.7115384615384615,0.6938775510204082
981.7510375976562,0.024,1,0,17,0.9446863409127559,0.7115384615384615,0.6938775510204082
974.495361328125,0.02,1,0,18,0.9446863409127559,0.7115384615384615,0.6938775510204082
972.574462890625,0.018000000000000002,1,0,19,0.9446863409127559,0.7115384615384615,0.6938775510204082
955.8119506835938,0.044000000000000004,1,0,16,0.9446863409127559,0.7115384615384615,0.6938775510204082
950.0567016601562,0.044000000000000004,1,0,15,0.9446863409127559,0.7115384615384615,0.6938775510204082
901.7847290039062,0.055,1,0,14,0.9446863409127559,0.7115384615384615,0.6938775510204082
875.27880859375,0.121,1,0,13,0.9446863409127559,0.7115384615384615,0.6938775510204082
859.8955688476562,0.14800000000000002,1,0,12,0.9446863409127559,0.7115384615384615,0.6938775510204082
826.5200805664062,0.355,1,0,9,0.9446863409127559,0.7115384615384615,0.6938775510204082
790.5032958984375,0.191,1,0,11,0.9446863409127559,0.7115384615384615,0.6938775510204082
707.9857788085938,0.276,1,0,10,0.9446863409127559,0.7115384615384615,0.6938775510204082
491.6891174316406,0.71,0,0,8,0.9446863409127559,0.7115384615384615,0.6938775510204082
451.1243896484375,11.814,2,12,26,0.9446863409127559,0.7115384615384615,0.6938775510204082
379.4031677246094,76.77199999999999,2,1,25,0.9446863409127559,0.7115384615384615,0.6938775510204082
266.86099243164057,1.3019999999999998,0,0,7,0.9446863409127559,0.7115384615384615,0.6938775510204082
198.41421508789062,1.675,0,0,6,0.9446863409127559,0.7115384615384615,0.6938775510204082
183.96131896972656,1.7080000000000002,0,0,5,0.9446863409127559,0.7115384615384615,0.6938775510204082
24.1203727722168,174.639,0,0,1,0.9446863409127559,0.7115384615384615,0.6938775510204082
7.895628452301025,5.428999999999999,0,0,4,0.9446863409127559,0.7115384615384615,0.6938775510204082
1.2304366827011108,5.5520000000000005,0,0,3,0.9446863409127559,0.7115384615384615,0.6938775510204082
1.1662282943725586,41.135,0,0,2,0.9446863409127559,0.7115384615384615,0.6938775510204082
rank_index,time,class,failures,ranking,nfpa,failure_metric,DDP
992.886962890625,0.012,1,0,21,0.9928307123034228,0.08695652173913043,0.043478260869565216
992.7537841796876,59.828,2,1,23,0.9928307123034228,0.08695652173913043,0.043478260869565216
982.3863525390624,0.011000000000000001,1,0,22,0.9928307123034228,0.08695652173913043,0.043478260869565216
979.70703125,0.022000000000000002,1,0,20,0.9928307123034228,0.08695652173913043,0.043478260869565216
954.5433349609376,0.141,1,0,15,0.9928307123034228,0.08695652173913043,0.043478260869565216
952.6644897460938,0.042,1,0,19,0.9928307123034228,0.08695652173913043,0.043478260869565216
927.198486328125,0.1,1,0,18,0.9928307123034228,0.08695652173913043,0.043478260869565216
876.8898315429688,0.12,1,0,17,0.9928307123034228,0.08695652173913043,0.043478260869565216
858.7767944335938,0.134,1,0,16,0.9928307123034228,0.08695652173913043,0.043478260869565216
822.795654296875,0.534,0,0,13,0.9928307123034228,0.08695652173913043,0.043478260869565216
795.64599609375,0.366,1,0,14,0.9928307123034228,0.08695652173913043,0.043478260869565216
727.7864379882812,0.626,0,0,12,0.9928307123034228,0.08695652173913043,0.043478260869565216
490.8578186035156,0.718,0,0,11,0.9928307123034228,0.08695652173913043,0.043478260869565216
351.45263671875,0.775,0,0,10,0.9928307123034228,0.08695652173913043,0.043478260869565216
285.22613525390625,1.27,0,0,9,0.9928307123034228,0.08695652173913043,0.043478260869565216
185.50762939453125,2.325,0,0,7,0.9928307123034228,0.08695652173913043,0.043478260869565216
184.01547241210938,1.64,0,0,8,0.9928307123034228,0.08695652173913043,0.043478260869565216
7.998334884643555,5.172000000000001,0,0,5,0.9928307123034228,0.08695652173913043,0.043478260869565216
4.671109199523926,5.486000000000001,0,0,4,0.9928307123034228,0.08695652173913043,0.043478260869565216
1.3691321611404421,35.952,0,0,2,0.9928307123034228,0.08695652173913043,0.043478260869565216
-1.9230364561080933,12.770999999999999,0,0,3,0.9928307123034228,0.08695652173913043,0.043478260869565216
-4.212996959686278,76.66,0,0,1,0.9928307123034228,0.08695652173913043,0.043478260869565216
-11.108057975769043,5.131,0,0,6,0.9928307123034228,0.08695652173913043,0.043478260869565216
