27	0	0.5148316158728802
27	1	0.5144432108384812
27	2	0.5143438616475701
27	3	0.5147787557733065
27	4	0.5148282550300751
27	5	0.5146381954629575
27	6	0.5142130892688023
27	7	0.5144578070934216
27	8	0.5142155616073345
28	0	0.5148324452968338
28	1	0.5144430601985251
28	2	0.5146338666606144
28	3	0.5144582208099001
28	4	0.514215602523532
28	5	0.5143438724925881
28	6	0.5148287414258546
28	7	0.5147787023162989
28	8	0.5142132116581254
28	9	0.5149958552297521
29	0	0.5148318985252123
29	1	0.5146387637696249
29	2	0.5148289038049317
29	3	0.5144585780742114
29	4	0.5147784017390279
29	5	0.514215255057756
29	6	0.5143434536207839
29	7	0.5144428769499344
29	8	0.5142130549137719
30	0	0.5143452245662298
30	1	0.5144447705211826
30	2	0.5142153623468901
30	3	0.5146423675559154
30	4	0.514829557672177
30	5	0.5142167165252272
30	6	0.5144589357500595
30	7	0.5147687544471845
30	8	0.5147798633031752
31	0	0.5147452815704407
31	1	0.5147821875675457
31	2	0.5142176919189572
31	3	0.5143462190136092
31	4	0.5148311778577338
31	5	0.5144625347713812
31	6	0.5144461367884613
31	7	0.5146490290780705
31	8	0.5142159701565598
31	9	0.5149263210604843
32	0	0.514214601776186
32	1	0.5147790662402015
32	2	0.5149222799313955
32	3	0.5143443262881111
32	4	0.5148290907654353
32	5	0.5142161241026627
32	6	0.5147421738550052
32	7	0.514443612272512
32	8	0.5144583787452882
32	9	0.5146396664855553
33	0	0.5147793676523426
33	1	0.5149226544278288
33	2	0.5144442515884995
33	3	0.5148299798675173
33	4	0.5142163077496995
33	5	0.5147426430468882
33	6	0.5146435377260117
33	7	0.5143450979304162
33	8	0.5144600945701333
33	9	0.514482015570582
33	10	0.5147337860714939
33	11	0.5150019383193815
34	0	0.5144840519176826
34	1	0.514828485563685
34	2	0.5143442094558879
34	3	0.5147411173632147
34	4	0.5146417439074134
34	5	0.5149218567523712
34	6	0.5144577291214664
34	7	0.5147783133324776
34	8	0.5142154322699309
34	9	0.5144428266823727
35	0	0.5142175836920074
35	1	0.5144858426309558
35	2	0.5146432133039907
35	3	0.5143468195356405
35	4	0.5144623174288249
35	5	0.5147459754882548
35	6	0.5144467791834632
35	7	0.5149242112005693
35	8	0.5148320948944434
35	9	0.5147821967582811
35	10	0.5149970985686753
35	11	0.5147126082987374
36	0	0.5143791867340682
36	1	0.5144858475634538
36	2	0.5148312027712512
36	3	0.5147817418978179
36	4	0.5147452665952368
36	5	0.5146408263439657
36	6	0.5144624662673167
36	7	0.5149237313333185
36	8	0.5143460413788485
36	9	0.514446306535908
37	0	0.5146410867419291
37	1	0.514459935746184
37	2	0.5143785314567757
37	3	0.514829147834503
37	4	0.5144829365282793
37	5	0.5149221852124131
37	6	0.5143443253816992
37	7	0.5147792169551423
37	8	0.5147419710064224
37	9	0.5144435145075843
38	0	0.5147200662424087
38	1	0.5146345473454006
38	2	0.5144468003164435
38	3	0.5149238696693154
38	4	0.5143806923524459
38	5	0.5147825736490701
38	6	0.5147450882648225
38	7	0.514463910903919
38	8	0.5143462708253926
38	9	0.5148314775203764
38	10	0.514485151673579
39	0	0.514539316694826
39	1	0.5149233686566376
39	2	0.5147812708942223
39	3	0.5144457681538388
39	4	0.5148310605612021
39	5	0.514379685240755
39	6	0.5147445939342518
39	7	0.5144615451412503
39	8	0.5144860429059718
39	9	0.5143461040881001
40	0	0.5148390577348836
40	1	0.5146330971817388
40	2	0.5149290760311965
40	3	0.5144728293668563
40	4	0.5145646010229946
40	5	0.5143889280936534
40	6	0.514755515083391
40	7	0.5143523726031586
40	8	0.5147917243057233
40	9	0.5144565965086286
41	0	0.5144399655669373
41	1	0.5143467959252065
41	2	0.5148327543826414
41	3	0.5149244502458964
41	4	0.5145725540048286
41	5	0.5143812917068203
41	6	0.5147829174663362
41	7	0.5146267187363675
41	8	0.5144470764333633
41	9	0.5149005216713362
42	0	0.5149148695066654
42	1	0.5147862318242127
42	2	0.5148339716437947
42	3	0.5146353101137096
42	4	0.5143480579213515
42	5	0.5145820606953849
42	6	0.5144491720924491
42	7	0.5143844950826381
42	8	0.5144455458639234
43	0	0.5144117558349925
43	1	0.5148310697864104
43	2	0.514345727293532
43	3	0.5144461318735146
43	4	0.5149136005013862
43	5	0.5143805690338382
43	6	0.5147829781856892
43	7	0.514630193141905
43	8	0.5145773411118387
44	0	0.5143970505985439
44	1	0.5144220147296913
44	2	0.5148358630687915
44	3	0.5149172183959743
44	4	0.5146361584546286
44	5	0.5143842535733354
44	6	0.5145826215579142
44	7	0.5144494239934464
44	8	0.5147879105160327
44	9	0.5143485718443087
45	0	0.5143840183258097
45	1	0.514786183937859
45	2	0.51458253016952
45	3	0.5143970505985439
45	4	0.5143485409881393
45	5	0.5148349618502427
45	6	0.5144218745764688
45	7	0.5149142482522461
45	8	0.5146367568728277
45	9	0.5144502063858003
46	0	0.5144178953791999
46	1	0.514831051008887
46	2	0.5149140332013681
46	3	0.5144456679705915
46	4	0.5145738286240171
46	5	0.5143799075393555
