rank_index,time,class,failures,ranking,nfpa,failure_metric
1.5292090443846866,0.08800000000000001,0,0,3,0.7352941176470587,0
1.5290815242256042,0.003,1,0,7,0.7352941176470587,0
0.9437119156426386,28.969,0,0,1,0.7352941176470587,0
0.9318155287967534,0.012,0,0,5,0.7352941176470587,0
0.9301442625206552,1.307,0,0,2,0.7352941176470587,0
0.9294481380792364,0.006999999999999999,0,0,6,0.7352941176470587,0
0.9290310242607556,0.0,1,0,8,0.7352941176470587,0
0.6390548358253645,0.035,0,0,4,0.7352941176470587,0
rank_index,time,class,failures,ranking,nfpa,failure_metric
0.6285354202864031,27.603,0,0,1,0.6519607843137255,0
0.6141859480275229,0.026000000000000002,0,0,4,0.6519607843137255,0
0.613827149746799,0.946,0,0,2,0.6519607843137255,0
0.6137438239028057,0.063,0,0,3,0.6519607843137255,0
0.6131772479366643,0.0,1,0,8,0.6519607843137255,0
0.6121354828029482,0.002,1,0,7,0.6519607843137255,0
0.6120620643700223,0.002,1,0,6,0.6519607843137255,0
0.6112183704476736,0.004,1,0,5,0.6519607843137255,0
rank_index,time,class,failures,ranking,nfpa,failure_metric
0.6525742511866248,28.706999999999997,0,0,1,0.6373626373626373,0
0.6399803741086825,0.037000000000000005,0,0,3,0.6373626373626373,0
0.6386157383392987,0.961,0,0,2,0.6373626373626373,0
0.6382806950106931,0.005,1,0,4,0.6373626373626373,0
0.6372173584440075,0.0,1,0,6,0.6373626373626373,0
0.636741691883552,0.003,1,0,5,0.6373626373626373,0
rank_index,time,class,failures,ranking,nfpa,failure_metric
1.2930382037389476,0.006,1,0,6,0.75,0
1.291356455691376,0.06,0,0,3,0.75,0
0.672680048344647,28.816,0,0,1,0.75,0
0.6583171071462549,0.027000000000000003,0,0,4,0.75,0
0.6581078828428092,0.0,1,0,8,0.75,0
0.6573699685195091,0.008,0,0,5,0.75,0
0.6572432370430297,1.199,0,0,2,0.75,0
0.6572288037948354,0.004,1,0,7,0.75,0
rank_index,time,class,failures,ranking,nfpa,failure_metric
0.6380725591214037,27.174,0,0,1,0.6029411764705882,0
0.624173122749848,1.089,0,0,2,0.6029411764705882,0
0.6236514680354498,0.063,0,0,3,0.6029411764705882,0
0.6234520827074855,0.03,0,0,4,0.6029411764705882,0
0.6225127161880171,0.003,1,0,7,0.6029411764705882,0
0.6218127871844176,0.006999999999999999,0,0,5,0.6029411764705882,0
0.6210984078453226,0.005,1,0,6,0.6029411764705882,0
0.6198712093123142,0.0,1,0,8,0.6029411764705882,0
rank_index,time,class,failures,ranking,nfpa,failure_metric
0.6237609113379786,27.133000000000003,0,0,1,0.6911764705882353,0
0.6097025196828562,0.934,0,0,2,0.6911764705882353,0
0.6096127198198386,0.0,1,0,8,0.6911764705882353,0
0.6081804195773003,0.062,0,0,3,0.6911764705882353,0
0.6079311576456695,0.0,1,0,7,0.6911764705882353,0
0.6076082926507554,0.023,0,0,4,0.6911764705882353,0
0.6070161280806734,0.006999999999999999,0,0,5,0.6911764705882353,0
0.6069682635859106,0.001,1,0,6,0.6911764705882353,0
rank_index,time,class,failures,ranking,nfpa,failure_metric
0.6247765834660041,27.061999999999998,0,0,1,0.6274509803921567,0
0.6123130713771145,0.8009999999999999,0,0,2,0.6274509803921567,0
0.612142358928707,0.027000000000000003,0,0,4,0.6274509803921567,0
0.6105348116459676,0.057999999999999996,0,0,3,0.6274509803921567,0
0.6103379033524701,0.004,1,0,6,0.6274509803921567,0
0.6099071466385021,0.0,1,0,8,0.6274509803921567,0
0.6096101681957159,0.003,1,0,7,0.6274509803921567,0
0.6093629042084058,0.006,1,0,5,0.6274509803921567,0
rank_index,time,class,failures,ranking,nfpa,failure_metric
