rank_index,time,class,failures,ranking,nfpa,failure_metric
-1.1542875763953488,5.6610000000000005,0,0,2,0.7582417582417583,0
-1.1558296034859783,0.0,1,0,13,0.7582417582417583,0
-1.156872315214707,0.295,0,0,3,0.7582417582417583,0
-1.1571127242450765,0.001,1,0,9,0.7582417582417583,0
-1.1571848247261132,0.008,0,0,5,0.7582417582417583,0
-1.1575166815797835,0.002,1,0,6,0.7582417582417583,0
-1.1582068832668353,0.11199999999999999,0,0,4,0.7582417582417583,0
-1.1587984754778142,0.001,1,0,10,0.7582417582417583,0
-1.1596569691568586,0.0,1,0,12,0.7582417582417583,0
-1.1609249006382505,0.001,1,0,7,0.7582417582417583,0
-1.1614404794331925,0.001,1,0,8,0.7582417582417583,0
-1.1619210157752022,0.001,1,0,11,0.7582417582417583,0
-1.162953963537066,50.244,0,0,1,0.7582417582417583,0
rank_index,time,class,failures,ranking,nfpa,failure_metric
-1.1310019949801202,0.0,1,0,13,0.7985347985347986,0
-1.13206118168958,0.013000000000000001,0,0,5,0.7985347985347986,0
-1.1343176511690245,0.003,1,0,7,0.7985347985347986,0
-1.1343492957578152,0.001,1,0,11,0.7985347985347986,0
-1.13497076608786,4.751,0,0,2,0.7985347985347986,0
-1.1362620711470728,0.14400000000000002,0,0,4,0.7985347985347986,0
-1.1368128328854012,0.0,1,0,12,0.7985347985347986,0
-1.137234923253429,0.308,0,0,3,0.7985347985347986,0
-1.1376233370642,47.253,0,0,1,0.7985347985347986,0
-1.1377643456623012,0.002,1,0,8,0.7985347985347986,0
-1.1387762350470043,0.001,1,0,9,0.7985347985347986,0
-1.1399300439789766,0.006,1,0,6,0.7985347985347986,0
-1.14142541176733,0.001,1,0,10,0.7985347985347986,0
rank_index,time,class,failures,ranking,nfpa,failure_metric
-1.2376963241240313,0.18600000000000003,0,0,4,0.7533577533577532,0
-1.502614051600936,0.001,1,0,11,0.7533577533577532,0
-1.503826021429961,5.921,0,0,2,0.7533577533577532,0
-1.504975382787325,0.001,1,0,10,0.7533577533577532,0
-1.506860626784662,0.024,0,0,5,0.7533577533577532,0
-1.5070287978922112,0.013000000000000001,0,0,6,0.7533577533577532,0
-1.5076375257228016,0.0,1,0,13,0.7533577533577532,0
-1.507970397671624,0.281,0,0,3,0.7533577533577532,0
-1.508590603196989,0.001,1,0,8,0.7533577533577532,0
-1.5088332954056147,0.002,1,0,7,0.7533577533577532,0
-1.5101958051937268,0.001,1,0,9,0.7533577533577532,0
-1.512207491827269,49.458999999999996,0,0,1,0.7533577533577532,0
-1.5150401785487728,0.001,1,0,12,0.7533577533577532,0
rank_index,time,class,failures,ranking,nfpa,failure_metric
-1.0847766082311885,0.001,1,0,12,0.7692307692307694,0
-1.0855288584895737,0.001,1,0,13,0.7692307692307694,0
-1.0893608729724755,4.5680000000000005,0,0,2,0.7692307692307694,0
-1.090090637236058,0.003,1,0,6,0.7692307692307694,0
-1.0909042009133314,46.281000000000006,0,0,1,0.7692307692307694,0
-1.091218901339594,0.145,0,0,4,0.7692307692307694,0
-1.0916958340897212,0.001,1,0,9,0.7692307692307694,0
-1.0921442066450229,0.017,0,0,5,0.7692307692307694,0
-1.092406920682952,0.002,1,0,7,0.7692307692307694,0
-1.0927742025237008,0.35,0,0,3,0.7692307692307694,0
-1.0938172639413604,0.001,1,0,8,0.7692307692307694,0
-1.095137080892227,0.001,1,0,10,0.7692307692307694,0
-1.0961100659820993,0.001,1,0,11,0.7692307692307694,0
rank_index,time,class,failures,ranking,nfpa,failure_metric
-1.0977123410171763,0.0,1,0,13,0.8290598290598291,0
-1.1003580994006454,0.001,1,0,10,0.8290598290598291,0
-1.1012924141434022,4.6080000000000005,0,0,2,0.8290598290598291,0
-1.1013542770868587,0.004,1,0,5,0.8290598290598291,0
-1.1021115538216235,0.285,0,0,3,0.8290598290598291,0
-1.1025491879738658,0.0,1,0,12,0.8290598290598291,0
-1.1036096571622678,0.001,1,0,8,0.8290598290598291,0
-1.1036365025090913,0.002,1,0,6,0.8290598290598291,0
-1.1060217664965173,0.001,1,0,11,0.8290598290598291,0
-1.1063233636243242,0.001,1,0,7,0.8290598290598291,0
-1.1067612230908677,47.351000000000006,0,0,1,0.8290598290598291,0
-1.1070211128008922,0.105,0,0,4,0.8290598290598291,0
-1.1081212885554963,0.001,1,0,9,0.8290598290598291,0
rank_index,time,class,failures,ranking,nfpa,failure_metric
-1.214287708403052,0.142,0,0,4,0.8431372549019609,0
-1.4715400080589858,0.001,1,0,8,0.8431372549019609,0
-1.4725046835491469,6.308,0,0,2,0.8431372549019609,0
-1.474784361171006,0.001,1,0,7,0.8431372549019609,0
-1.4764880094381183,0.021,0,0,5,0.8431372549019609,0
-1.4779237994058283,0.35100000000000003,0,0,3,0.8431372549019609,0
-1.4784940168446787,47.614,0,0,1,0.8431372549019609,0
-1.4843207677178467,0.004,1,0,6,0.8431372549019609,0
rank_index,time,class,failures,ranking,nfpa,failure_metric
-1.1219401978036512,0.0,1,0,13,0.8034188034188033,0
-1.1220939100575642,0.0,1,0,12,0.8034188034188033,0
-1.1252684236459831,0.32299999999999995,0,0,3,0.8034188034188033,0
-1.1254748192537891,5.845,0,0,2,0.8034188034188033,0
-1.1264021580005839,0.012,0,0,6,0.8034188034188033,0
-1.1300520024746432,0.002,1,0,9,0.8034188034188033,0
-1.1306175839237187,0.142,0,0,4,0.8034188034188033,0
-1.1326203721408443,47.489,0,0,1,0.8034188034188033,0
-2.611418008878671,0.0,1,0,11,0.8034188034188033,0
-2.611449242702042,0.001,1,0,10,0.8034188034188033,0
-2.611552602353879,0.023,0,0,5,0.8034188034188033,0
-2.6123742305741504,0.004,1,0,7,0.8034188034188033,0
-2.6156622048445684,0.002,1,0,8,0.8034188034188033,0
rank_index,time,class,failures,ranking,nfpa,failure_metric
-1.1393827365062241,0.0,1,0,13,0.7289377289377291,0
-1.140722413861364,0.004,1,0,5,0.7289377289377291,0
-1.1409510485129415,5.87,0,0,2,0.7289377289377291,0
-1.1424022482852858,0.42200000000000004,0,0,3,0.7289377289377291,0
-1.1424620501926128,0.003,1,0,7,0.7289377289377291,0
-1.1425081948705902,0.004,1,0,6,0.7289377289377291,0
-1.1435683768657556,0.122,0,0,4,0.7289377289377291,0
-1.1435710779122072,0.0,1,0,12,0.7289377289377291,0
-1.1442889084885808,48.703,0,0,1,0.7289377289377291,0
-1.1448642287362745,0.001,1,0,11,0.7289377289377291,0
-1.1456042509530044,0.001,1,0,10,0.7289377289377291,0
-1.1476626669010164,0.001,1,0,9,0.7289377289377291,0
-1.149114753205184,0.003,1,0,8,0.7289377289377291,0
rank_index,time,class,failures,ranking,nfpa,failure_metric
-1.1749192925373226,0.001,1,0,11,0.901098901098901,0
-1.176604118315166,0.0,1,0,13,0.901098901098901,0
-1.1768038385332864,0.006999999999999999,0,0,5,0.901098901098901,0
-1.176912253937526,0.004,1,0,6,0.901098901098901,0
-1.1774382440880629,0.0,1,0,12,0.901098901098901,0
-1.1789131992664743,0.004,1,0,7,0.901098901098901,0
-1.1793339034606778,0.002,1,0,8,0.901098901098901,0
-1.1796216543869835,0.001,1,0,10,0.901098901098901,0
-1.1798576019367346,5.45,0,0,2,0.901098901098901,0
-1.1824225259579904,0.113,0,0,4,0.901098901098901,0
-1.184332330170984,47.957,0,0,1,0.901098901098901,0
-1.1849328108647927,0.298,0,0,3,0.901098901098901,0
-1.1850695789192254,0.002,1,0,9,0.901098901098901,0
rank_index,time,class,failures,ranking,nfpa,failure_metric
-1.140438893387557,0.001,1,0,11,0.7472527472527472,0
-1.143225191513246,0.0,1,0,13,0.7472527472527472,0
-1.1468741201524169,0.002,1,0,6,0.7472527472527472,0
-1.1475505744305017,5.557,0,0,2,0.7472527472527472,0
-1.1485694730263734,45.358999999999995,0,0,1,0.7472527472527472,0
-1.1485925085464859,0.289,0,0,3,0.7472527472527472,0
-1.1486005807583235,0.004,1,0,5,0.7472527472527472,0
-1.1494541950781627,0.113,0,0,4,0.7472527472527472,0
-1.1497759167982782,0.001,1,0,10,0.7472527472527472,0
-1.1505866398239997,0.001,1,0,9,0.7472527472527472,0
-1.1507951764928646,0.001,1,0,7,0.7472527472527472,0
-1.1538512899399356,0.001,1,0,8,0.7472527472527472,0
-1.1544471443038111,0.0,1,0,12,0.7472527472527472,0
rank_index,time,class,failures,ranking,nfpa,failure_metric
-1.2266971722754063,6.063,0,0,2,0.7655677655677655,0
-1.5922722198293813,0.001,1,0,10,0.7655677655677655,0
-1.5922838377519641,0.011000000000000001,0,0,6,0.7655677655677655,0
-1.592331906338585,0.012,0,0,5,0.7655677655677655,0
-1.5950384103670447,0.0,1,0,12,0.7655677655677655,0
-1.5957444489658668,0.366,0,0,3,0.7655677655677655,0
-1.5970493276054252,0.14300000000000002,0,0,4,0.7655677655677655,0
-1.5973073940149278,0.0,1,0,13,0.7655677655677655,0
-1.5985857461822377,0.001,1,0,11,0.7655677655677655,0
-1.6001772404078871,0.001,1,0,8,0.7655677655677655,0
-1.6009911238510035,0.002,1,0,7,0.7655677655677655,0
-1.6027839551960772,0.001,1,0,9,0.7655677655677655,0
-1.6033454583505817,53.355,0,0,1,0.7655677655677655,0
rank_index,time,class,failures,ranking,nfpa,failure_metric
-1.110624817734574,5.565,0,0,2,0.6825396825396827,0
-1.111798065880658,0.015,0,0,6,0.6825396825396827,0
-1.1123028842231408,0.381,0,0,3,0.6825396825396827,0
-1.1125645504320758,0.027000000000000003,0,0,5,0.6825396825396827,0
-1.1126323670200358,0.001,1,0,9,0.6825396825396827,0
-1.1130909666546098,0.0,1,0,13,0.6825396825396827,0
-1.1142713566617182,47.06,0,0,1,0.6825396825396827,0
-1.114560555173186,0.002,1,0,8,0.6825396825396827,0
-1.116258638896664,0.0,1,0,11,0.6825396825396827,0
-1.1180709924324441,0.001,1,0,10,0.6825396825396827,0
-1.1183493643423432,0.11699999999999999,0,0,4,0.6825396825396827,0
-1.1185057382552888,0.0,1,0,12,0.6825396825396827,0
-1.1190743331493511,0.003,1,0,7,0.6825396825396827,0
rank_index,time,class,failures,ranking,nfpa,failure_metric
-1.1489168715823916,0.001,1,0,9,0.7802197802197802,0
-1.1490860140435841,0.001,1,0,10,0.7802197802197802,0
-1.1507695566369236,5.452999999999999,0,0,2,0.7802197802197802,0
-1.1518607504724847,0.09699999999999999,0,0,4,0.7802197802197802,0
-1.1533041197681924,0.374,0,0,3,0.7802197802197802,0
-1.1547541850380405,0.0,1,0,13,0.7802197802197802,0
-1.1551834540794759,0.001,1,0,12,0.7802197802197802,0
-1.1560036338120614,0.002,1,0,8,0.7802197802197802,0
-1.1562469320239488,0.017,0,0,5,0.7802197802197802,0
-1.1565066317982473,0.005,1,0,6,0.7802197802197802,0
