Id,Name,Duration,LastRun,LastResults,Verdict,Cycle,E1,E2,E3,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,LastRunFeature,DurationFeature
1,1,0.006,2018-08-29,"[0, 0, 0]",0.0,1,0.0,0.0,0.0,0.0,0.0,0.00014890262593391122,1.0,8.923472301541976e-06
SMOTE,SMOTE,0.1303332648396694,SMOTE,SMOTE,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0002738375464610541,0.0013937840071201052,0.00019383754646105412
SMOTE,SMOTE,0.007199694183742668,SMOTE,SMOTE,1.0,1,0.0,0.0,0.0,0.0,0.0,9.070771193803344e-05,0.0013830009099326016,1.070771193803343e-05
2,2,0.743,2018-08-29,"[0, 0, 0]",0.0,1,0.0,0.0,0.0,0.0,0.0,0.001244849041141855,1.0,0.0011050233200076151
3,3,0.062,2018-08-29,"[0, 0, 0]",0.0,1,0.0,0.0,0.0,0.0,0.0,0.00023217670904333442,1.0,9.220921378260044e-05
4,4,0.09300000000000001,2018-08-29,"[0, 0, 0]",0.0,1,0.0,0.0,0.0,0.0,0.0,0.0002782748621931936,1.0,0.00013831382067390062
SMOTE,SMOTE,0.0992527879162127,SMOTE,SMOTE,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0002276132506368574,0.000715307582260372,0.00014761325063685735
SMOTE,SMOTE,31.406630137721102,SMOTE,SMOTE,1.0,1,0.0,0.0,0.0,0.0,0.0,0.04678936568645462,0.0019739635816212395,0.04670936568645463
5,5,0.313,2018-08-29,"[0, 0, 0]",0.0,1,0.0,0.0,0.0,0.0,0.0,0.0006054230458373559,1.0,0.0004655078050637731
SMOTE,SMOTE,0.004620958576260272,SMOTE,SMOTE,1.0,1,0.0,0.0,0.0,0.0,0.0,8.687249931030524e-05,0.0017142395593395003,6.872499310305231e-06
6,6,7.148,2018-08-29,"[0, 0, 0]",0.0,1,0.0,0.0,0.0,0.0,0.0,0.010769322296782126,1.0,0.010630830001903676
7,7,512.757,2018-08-29,"[0, 0, 0]",0.0,1,0.0,0.0,0.0,0.0,0.0,0.7626287131337877,1.0,0.7625954811536265
