rank_index,time,class,failures,ranking,nfpa,DDP
7.463969230651855,0.9259999999999999,2,2,69,0.7708377927137291,0.014598540145985401
1.7197065353393557,0.261,0,0,35,0.7708377927137291,0.014598540145985401
1.2333894968032837,0.271,2,1,70,0.7708377927137291,0.014598540145985401
1.0035799741744995,0.384,0,0,20,0.7708377927137291,0.014598540145985401
0.9655961394309998,1.672,0,0,5,0.7708377927137291,0.014598540145985401
0.9655961394309998,0.331,0,0,25,0.7708377927137291,0.014598540145985401
0.9655961394309998,0.287,0,0,32,0.7708377927137291,0.014598540145985401
0.6874036192893982,0.8590000000000001,0,0,9,0.7708377927137291,0.014598540145985401
0.6874036192893982,0.638,0,0,13,0.7708377927137291,0.014598540145985401
0.6874036192893982,0.34299999999999997,0,0,24,0.7708377927137291,0.014598540145985401
0.6126528382301331,0.38799999999999996,0,0,18,0.7708377927137291,0.014598540145985401
-0.2588789463043213,1.275,0,0,6,0.7708377927137291,0.014598540145985401
-0.2987691164016724,0.321,0,0,26,0.7708377927137291,0.014598540145985401
-0.4868124723434448,8.46,0,0,2,0.7708377927137291,0.014598540145985401
-0.73589688539505,0.052000000000000005,0,0,67,0.7708377927137291,0.014598540145985401
-0.73589688539505,0.055999999999999994,0,0,66,0.7708377927137291,0.014598540145985401
-0.73589688539505,0.042,0,0,68,0.7708377927137291,0.014598540145985401
-0.73589688539505,0.07400000000000001,0,0,57,0.7708377927137291,0.014598540145985401
-0.73589688539505,0.07400000000000001,0,0,58,0.7708377927137291,0.014598540145985401
-0.73589688539505,0.064,0,0,61,0.7708377927137291,0.014598540145985401
-0.73589688539505,0.061,0,0,63,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.306,0,0,29,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.268,0,0,33,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.28800000000000003,0,0,31,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.305,0,0,30,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.353,0,0,22,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.306,0,0,28,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.311,0,0,27,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.35200000000000004,0,0,23,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.225,0,0,37,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.386,0,0,19,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.396,0,0,17,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.23199999999999998,0,0,36,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.267,0,0,34,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.213,0,0,38,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.154,0,0,47,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.21,0,0,39,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.10400000000000001,0,0,53,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.11699999999999999,0,0,52,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.125,0,0,51,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.127,0,0,50,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.147,0,0,49,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.153,0,0,48,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.077,0,0,55,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.155,0,0,46,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.171,0,0,43,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.182,0,0,42,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.183,0,0,41,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.16699999999999998,0,0,45,0.7708377927137291,0.014598540145985401
-0.824748158454895,0.209,0,0,40,0.7708377927137291,0.014598540145985401
-0.8678548336029053,0.16699999999999998,0,0,44,0.7708377927137291,0.014598540145985401
-0.998811900615692,0.064,0,0,62,0.7708377927137291,0.014598540145985401
-0.998811900615692,0.067,0,0,60,0.7708377927137291,0.014598540145985401
-0.998811900615692,0.077,0,0,56,0.7708377927137291,0.014598540145985401
-1.403976321220398,1.0170000000000001,0,0,7,0.7708377927137291,0.014598540145985401
-1.4505083560943604,0.667,0,0,12,0.7708377927137291,0.014598540145985401
-1.4868017435073853,0.865,0,0,8,0.7708377927137291,0.014598540145985401
-1.5392091274261477,0.737,0,0,10,0.7708377927137291,0.014598540145985401
-1.5392091274261477,0.4,0,0,16,0.7708377927137291,0.014598540145985401
-1.6717344522476196,0.377,0,0,21,0.7708377927137291,0.014598540145985401
-1.857096791267395,0.055999999999999994,0,0,65,0.7708377927137291,0.014598540145985401
-1.9600533246994016,1.985,0,0,4,0.7708377927137291,0.014598540145985401
-2.001486301422119,0.6759999999999999,0,0,11,0.7708377927137291,0.014598540145985401
-2.3091514110565186,0.491,0,0,14,0.7708377927137291,0.014598540145985401
-2.3819122314453125,0.073,0,0,59,0.7708377927137291,0.014598540145985401
-2.492349624633789,0.478,0,0,15,0.7708377927137291,0.014598540145985401
-2.5386276245117188,2.345,0,0,3,0.7708377927137291,0.014598540145985401
-2.5386276245117188,8.871,0,0,1,0.7708377927137291,0.014598540145985401
-2.5681159496307373,0.057,0,0,64,0.7708377927137291,0.014598540145985401
-2.5681159496307373,0.086,0,0,54,0.7708377927137291,0.014598540145985401
rank_index,time,class,failures,ranking,nfpa,DDP
1.7197065353393557,0.85,0,0,29,0.7475833725758811,0.014285714285714285
1.2333894968032837,0.506,2,1,70,0.7475833725758811,0.014285714285714285
1.0501824617385864,2.241,0,0,9,0.7475833725758811,0.014285714285714285
1.0035799741744995,1.37,0,0,17,0.7475833725758811,0.014285714285714285
0.9199925661087036,3.076,0,0,6,0.7475833725758811,0.014285714285714285
0.9199925661087036,0.9620000000000001,0,0,25,0.7475833725758811,0.014285714285714285
0.9199925661087036,1.229,0,0,21,0.7475833725758811,0.014285714285714285
0.6874036192893982,1.5090000000000001,0,0,14,0.7475833725758811,0.014285714285714285
0.6874036192893982,0.929,0,0,26,0.7475833725758811,0.014285714285714285
0.6874036192893982,1.5019999999999998,0,0,15,0.7475833725758811,0.014285714285714285
0.5670492649078369,2.374,0,0,8,0.7475833725758811,0.014285714285714285
-0.2588789463043213,2.5860000000000003,0,0,7,0.7475833725758811,0.014285714285714285
-0.2987691164016724,0.6920000000000001,0,0,38,0.7475833725758811,0.014285714285714285
-0.4868124723434448,21.163,0,0,2,0.7475833725758811,0.014285714285714285
-0.73589688539505,0.247,0,0,59,0.7475833725758811,0.014285714285714285
-0.73589688539505,0.24100000000000002,0,0,60,0.7475833725758811,0.014285714285714285
-0.73589688539505,0.16399999999999998,0,0,65,0.7475833725758811,0.014285714285714285
-0.73589688539505,0.214,0,0,61,0.7475833725758811,0.014285714285714285
