cycle_id,num_testsuite,NORMALIZED_RPA,total_failures_in_cycle,exec_time,optimal_failures_25%,failures_in_25%_ordered,optimal_exec_time_25%,exec_time_25%,optimal_failures_50%,failures_in_50%_ordered,optimal_exec_time_50%,exec_time_50%,optimal_failures_75%,failures_in_75%_ordered,optimal_exec_time_75%,exec_time_75%
b025633cac3f391c98038cccdb59f4b80b6e0075,11.0,0.9940711462450592,0.0,4.813,0.0,0.0,0.003,0.004,0.0,0.0,0.039,0.039,0.0,0.0,0.15899999999999995,0.159
6d3f297375515b3460483bffdd8dd4423df59b42,11.0,0.9861660079051384,0.0,5.751,0.0,0.0,0.001,0.003,0.0,0.0,0.02,0.02,0.0,0.0,0.14700000000000002,0.14700000000000002
2589099d0f9a9f7e74c82320a8e6ceef9bf39181,6.0,0.989010989010989,0.0,0.364,0.0,0.0,0.001,0.004,0.0,0.0,0.011000000000000001,0.011000000000000001,0.0,0.0,0.044000000000000004,0.044000000000000004
252e0d7ba80a16641d57569ba6005c07f6a358f4,11.0,0.9881422924901188,0.0,4.675,0.0,0.0,0.001,0.004,0.0,0.0,0.033,0.033,0.0,0.0,0.155,0.155
7cb739cf0fe043cd2cd055727d27d3152d71e8f9,8.0,0.9852941176470588,0.0,4.0790000000000015,0.0,0.0,0.002,0.003,0.0,0.0,0.03,0.03,0.0,0.0,0.108,0.108
293384d82b805d46aef17afd275f3b5d7821b29b,8.0,1.0,0.0,4.135,0.0,0.0,0.0,0.0,0.0,0.0,0.028000000000000004,0.028000000000000004,0.0,0.0,0.124,0.124
212e62aad166ee731d4c114319b17de7c55189fb,11.0,0.9861660079051384,0.0,4.878,0.0,0.0,0.0,0.005,0.0,0.0,0.034,0.034,0.0,0.0,0.14700000000000002,0.14700000000000002
236bd58c5227b48a9010ad620cf348dc8f866206,6.0,0.989010989010989,0.0,0.32,0.0,0.0,0.0,0.008,0.0,0.0,0.02,0.02,0.0,0.0,0.049,0.049
2b1f1a2c2de194d127deb1ce0ce1047f22316d55,12.0,0.9953846153846154,0.0,4.728999999999999,0.0,0.0,0.009000000000000001,0.009000000000000001,0.0,0.0,0.043,0.043,0.0,0.0,0.183,0.183
70c645a7ff7400d0207a9453eb7e1def0782107d,12.0,0.9938461538461538,0.0,5.459,0.0,0.0,0.006,0.006,0.0,0.0,0.035,0.035,0.0,0.0,0.14300000000000002,0.14300000000000002
415225019d255bb14985510cf862358194c356f8,12.0,0.9907692307692308,0.0,5.244,0.0,0.0,0.004,0.004,0.0,0.0,0.038000000000000006,0.038000000000000006,0.0,0.0,0.14400000000000002,0.14400000000000002
e46cd90f9ab64ee942368357cd06fe9629f2dd9a,8.0,0.9852941176470588,0.0,5.0150000000000015,0.0,0.0,0.001,0.001,0.0,0.0,0.032,0.032,0.0,0.0,0.132,0.132
93b8a088a0ebbd2bdb80d05c6f87381976906763,37.0,0.8838122332859174,0.0,4.77,0.0,0.0,0.001,0.121,0.0,0.0,0.018000000000000002,0.15400000000000005,0.0,0.0,0.115,0.654
37a7cc2a90707d009c4dc94e7433f924701f34ff,7.0,0.9928571428571428,0.0,0.364,0.0,0.0,0.001,0.002,0.0,0.0,0.006999999999999999,0.006999999999999999,0.0,0.0,0.035,0.035
2cf2f6da1ae49d0d2a39f6ef65a2ed2015e63355,7.0,0.9928571428571428,0.0,0.341,0.0,0.0,0.002,0.003,0.0,0.0,0.013,0.013,0.0,0.0,0.054000000000000006,0.054000000000000006
c60d835cb10098a153ea76553946e2ff3f7362c8,7.0,0.9785714285714284,0.0,3.946,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.001,0.0,0.0,0.006,0.006
903e40e661f73f5419e01f7fe780ce6c949f9a51,21.0,0.8779824826336455,0.0,130.80700000000002,0.0,0.0,0.004,0.004,0.0,0.0,0.014000000000000002,0.18600000000000003,0.0,0.0,0.083,130.67399999999998
06a4648e2432d0e17cca48dbac47a38e49fac3b6,9.0,0.9684210526315792,0.0,3.6520000000000006,0.0,0.0,0.0,0.006,0.0,0.0,0.004,0.006999999999999999,0.0,0.0,0.024,0.024
a34ccac32b2e4a0c7f8abc94b4881a3aa91b6c01,9.0,0.9824561403508772,0.0,4.459,0.0,0.0,0.002,0.006,0.0,0.0,0.009000000000000001,0.009000000000000001,0.0,0.0,0.034,0.034
13d673ac6ab766e10b239af04f89c82b92062e65,12.0,0.94,0.0,4.093,0.0,0.0,0.001,0.011000000000000001,0.0,0.0,0.011000000000000001,0.018000000000000002,0.0,0.0,0.038,0.038
cec7345489f251978962670d77f6d4e5d2032499,7.0,0.9928571428571428,0.0,4.489999999999998,0.0,0.0,0.001,0.001,0.0,0.0,0.003,0.003,0.0,0.0,0.009000000000000001,0.009000000000000001
b0495d88e37e30ca932bf17c85b08cd95fe5f164,9.0,0.9649122807017544,0.0,4.797,0.0,0.0,0.001,0.006,0.0,0.0,0.005,0.006999999999999999,0.0,0.0,0.025,0.025
358f7032e39ffaf2be9a47307d84deb00670f36a,12.0,0.92,0.0,3.58,0.0,0.0,0.002,0.020000000000000004,0.0,0.0,0.006,0.02400000000000001,0.0,0.0,0.036000000000000004,0.036000000000000004
d0e9ad75e800988604f3b0d927fde90e0eed4e17,12.0,0.9307692307692308,0.0,3.9410000000000003,0.0,0.0,0.002,0.022000000000000002,0.0,0.0,0.006,0.028999999999999998,0.0,0.0,0.047,0.047
4499606ba73f4667d736b2816506485770d9f382,13.0,0.9279609279609278,0.0,3.4610000000000003,0.0,0.0,0.0,0.006,0.0,0.0,0.003,0.034,0.0,0.0,0.023,0.045
758bb8804bbca4a8961819fa57e49958b7e3033b,15.0,0.9080645161290324,0.0,4.059,0.0,0.0,0.0,0.002,0.0,0.0,0.002,0.039000000000000014,0.0,0.0,0.03,0.055000000000000014
c9aa25e6be325697f7c83cef7a859a6e908b710a,15.0,0.9290322580645162,0.0,3.959000000000001,0.0,0.0,0.002,0.003,0.0,0.0,0.006,0.019000000000000003,0.0,0.0,0.019,0.028999999999999998
3810da427a86e487887389a86368579bbf681e26,12.0,0.9184615384615384,0.0,3.4800000000000004,0.0,0.0,0.001,0.002,0.0,0.0,0.004,0.005,0.0,0.0,0.006999999999999999,0.006999999999999999
358afce545423cfd5bdb510eee3567e61f71a468,12.0,0.9184615384615384,0.0,3.514,0.0,0.0,0.0,0.001,0.0,0.0,0.003,0.006,0.0,0.0,0.006999999999999999,0.008
54abd281c8e95637b8a57a75859ddfd77ceff302,29.0,0.8625365283459968,0.0,133.82800000000006,0.0,0.0,0.001,0.012,0.0,0.0,0.008,128.203,0.0,0.0,0.037000000000000005,128.281
bb204fd10e181f2643cb9a79b4ad1b6232fdff8d,13.0,0.9572649572649574,0.0,4.098,0.0,0.0,0.001,0.001,0.0,0.0,0.005,0.015,0.0,0.0,0.013,0.021000000000000005
ccd4bc1140c172af963be557097892dde6617a05,12.0,0.9446153846153844,0.0,5.198,0.0,0.0,0.001,0.002,0.0,0.0,0.004,0.014000000000000002,0.0,0.0,0.013,0.021
cc79d10eb50cf7d447cd0bee10c2ef7a8b4b46c7,16.0,0.9478609625668448,0.0,4.19,0.0,0.0,0.001,0.002,0.0,0.0,0.008,0.022000000000000002,0.0,0.0,0.031,0.038
bc77f715e8274a58b8d206c929d2945a084a83d7,12.0,0.9015384615384616,0.0,3.753,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.004,0.0,0.0,0.006999999999999999,0.006999999999999999
4430442363b1f545e114878760a0e323678abc90,18.0,0.9402560455192036,0.0,4.678,0.0,0.0,0.0,0.001,0.0,0.0,0.01,0.172,0.0,0.0,0.051,0.197
0a5c7943324fd146acc6f8e0994787de0d85e387,12.0,0.9676923076923076,0.0,3.9560000000000004,0.0,0.0,0.002,0.002,0.0,0.0,0.006999999999999999,0.015000000000000003,0.0,0.0,0.021,0.029
a9a52a0d4da84c02ede8c79ff96dbbb836b8a0ee,20.0,0.8815331010452963,0.0,4.256,0.0,0.0,0.003,0.016999999999999998,0.0,0.0,0.019,0.056000000000000015,0.0,0.0,0.06200000000000001,0.131
95f2c20cd92a64332c6dbd86add1a788d5ca48a8,20.0,0.8452961672473869,0.0,4.881,0.0,0.0,0.0,0.012,0.0,0.0,0.006,0.035,0.0,0.0,0.035,0.108
87d33b6ffa202cbc153ebc85a861c1639e722123,20.0,0.8717770034843206,0.0,5.2650000000000015,0.0,0.0,0.002,0.01,0.0,0.0,0.008,0.027000000000000003,0.0,0.0,0.027000000000000003,0.104
eb15fef34cc453da7415972fd05628edfd071fb9,20.0,0.8623693379790941,0.0,3.766,0.0,0.0,0.001,0.012,0.0,0.0,0.006,0.032,0.0,0.0,0.027000000000000003,0.103
c7ae9328719fc9262add48df1abdc9a1489d3a72,20.0,0.8623693379790941,0.0,5.197,0.0,0.0,0.004,0.018000000000000002,0.0,0.0,0.014,0.056000000000000015,0.0,0.0,0.054999999999999986,0.136
28293bd4f28719c673f323326f79698729d751e9,20.0,0.8881533101045297,0.0,3.889,0.0,0.0,0.004,0.011000000000000001,0.0,0.0,0.015,0.042,0.0,0.0,0.045,0.11500000000000002
f50889a6dd66e25f9cd60b6cd62bb3c480891be2,24.0,0.8920408163265307,0.0,4.271,0.0,0.0,0.005,0.015,0.0,0.0,0.012000000000000002,0.07400000000000001,0.0,0.0,0.044,0.09
719a0efe03a332e834e2a2a2d7a7c2d80f607363,8.0,0.9803921568627452,0.0,3.909,0.0,0.0,0.0,0.003,0.0,0.0,0.033,0.033,0.0,0.0,0.133,0.133
c2b45033853c69e4f3c9cc5114c41d8bfb7f21ed,8.0,0.9803921568627452,0.0,4.646,0.0,0.0,0.001,0.003,0.0,0.0,0.031,0.031,0.0,0.0,0.13,0.13
4258c75cfa16b6762c22f0f5f5973c01172d2f55,8.0,0.9950980392156864,0.0,3.77,0.0,0.0,0.002,0.002,0.0,0.0,0.034,0.034,0.0,0.0,0.09699999999999999,0.09699999999999999
da668c8a5918f7df42b514e6a8b70c5ecd7f6685,8.0,0.9852941176470588,0.0,3.523,0.0,0.0,0.001,0.004,0.0,0.0,0.034,0.034,0.0,0.0,0.13599999999999998,0.13599999999999998
d9e675e06070f578941dddda08593914804e6294,8.0,0.9803921568627452,0.0,4.200000000000001,0.0,0.0,0.002,0.003,0.0,0.0,0.046,0.046,0.0,0.0,0.156,0.156
c20f3a4512141200eefbbf54cbed70e349e479e2,8.0,0.9950980392156864,0.0,8.788,0.0,0.0,0.006,0.006,0.0,0.0,0.07200000000000001,0.07200000000000001,0.0,0.0,0.182,0.182
10d40b7883dea21dfa2bef197ccecf3175468921,8.0,1.0,0.0,0.452,0.0,0.0,0.038,0.038,0.0,0.0,0.091,0.091,0.0,0.0,0.16899999999999998,0.16899999999999998
a4701a98a25a081537651cd17749c63d244b71b1,8.0,0.9950980392156864,0.0,4.353,0.0,0.0,0.002,0.002,0.0,0.0,0.04,0.04,0.0,0.0,0.14400000000000002,0.14400000000000002
78718b534d7d3c8c2c22c7ba440931c137dcd94a,8.0,1.0,0.0,3.5039999999999996,0.0,0.0,0.002,0.002,0.0,0.0,0.037000000000000005,0.037000000000000005,0.0,0.0,0.14,0.14
