step;env;model;NAPFD/APFD;NRPA;DDP;training_time(seconds);prediction_time(microseconds)
1;java-faker;DeepOrder;0.6720588235294118;0.6417183212380382;0.28637544501106504;3;32976
2;java-faker;DeepOrder;0.8936170212765958;0.7573188289873618;0.0006467891538434216;3;28243
3;java-faker;DeepOrder;0.8825863678804855;0.7449318159657896;0.01876503833025572;3;29841
4;java-faker;DeepOrder;0.8947368421052632;0.7645873518875724;0.0006346646095585412;3;27822
5;java-faker;DeepOrder;0.8647086031452359;0.7835190813914216;0.017609977697253518;3;21386
6;java-faker;DeepOrder;0.8631863186318631;0.7691098289776817;0.03613063187531272;3;26624
7;java-faker;DeepOrder;0.9130434782608695;0.7237718802936196;0.0005011212935020359;3;21552
8;java-faker;DeepOrder;0.8243707093821511;0.7433173783138309;0.09395185189379783;3;21451
9;java-faker;DeepOrder;0.8277777777777778;0.6276044420941302;0.14227642276422764;3;21709
10;java-faker;DeepOrder;0.8969072164948453;0.751703377623849;0.0006216059291642487;3;22176
11;java-faker;DeepOrder;0.9152542372881356;0.7190291692733737;0.00048310475321398954;3;21335
12;java-faker;DeepOrder;0.9254658385093167;0.7122694488423392;0.0002489633869596069;3;25967
13;java-faker;DeepOrder;0.8936170212765958;0.756728701185588;0.0006432353672838423;3;21741
14;java-faker;DeepOrder;0.8936170212765958;0.7567002612915265;0.0006467891538434216;3;27252
15;java-faker;DeepOrder;0.873844573776104;0.7215551181102362;0.04385815677808628;3;26461
16;java-faker;DeepOrder;0.9133858267716535;0.7295463756368689;0.0003971219895062377;3;22916
17;java-faker;DeepOrder;0.8936170212765958;0.758484864643879;0.0006503429404030007;3;21696
18;java-faker;DeepOrder;0.9145299145299145;0.7258509251296844;0.000463678516228749;3;24721
19;java-faker;DeepOrder;0.8936170212765958;0.7578307470804667;0.0006503429404030007;3;21478
20;java-faker;DeepOrder;0.8947368421052632;0.7575158445852852;0.0006241453066376814;3;22806
21;java-faker;DeepOrder;0.9311904761904762;0.7070662670662673;0.0005207396301849082;3;22647
22;java-faker;DeepOrder;0.8936170212765958;0.7589647878561653;0.000625466434485946;3;21434
23;java-faker;DeepOrder;0.8644883485309017;0.7556088803569205;0.031241075308871918;3;24913
24;java-faker;DeepOrder;0.8936170212765958;0.760137933486198;0.000625466434485946;3;30485
25;java-faker;DeepOrder;0.8924731182795699;0.7587086497417963;0.0006556432148132151;3;22141
26;java-faker;DeepOrder;0.8947368421052632;0.7545432626067787;0.0006311581752515879;3;21499
27;java-faker;DeepOrder;0.9126984126984127;0.7250067061775382;0.0004103949058077487;3;21955
28;java-faker;DeepOrder;0.9166666666666666;0.727718528171188;0.00042610273810463273;3;23388
29;java-faker;DeepOrder;0.8936170212765958;0.7576778826498871;0.0006503429404030007;3;22228
30;java-faker;DeepOrder;0.8958333333333334;0.7548842209283695;0.0006124779404131644;3;45113
31;java-faker;DeepOrder;0.8936170212765958;0.7568957855631986;0.0006432353672838423;3;31796
32;java-faker;DeepOrder;0.8936170212765958;0.758374660054391;0.0006467891538434216;3;20635
33;java-faker;DeepOrder;0.8969072164948453;0.7516451148262634;0.0006045288431981979;3;26545
34;java-faker;DeepOrder;0.8847517730496455;0.7656410529870774;0.0051406220897746305;3;22459
35;java-faker;DeepOrder;0.8882978723404256;0.7667537638422295;0.0005680759918048041;3;20837
36;java-faker;DeepOrder;0.8936170212765958;0.7581613608489305;0.0006467891538434216;3;23466
37;java-faker;DeepOrder;0.8936170212765958;0.7572406192786929;0.00065389672696258;3;21359
38;java-faker;DeepOrder;0.8936170212765958;0.7650118203309693;0.0006148050748072083;3;20646
39;java-faker;DeepOrder;0.8571428571428571;0.8499999999999999;0.09090909090909091;3;19963
40;java-faker;DeepOrder;0.8910891089108911;0.7616417683495387;0.000557617578894173;3;19744
41;java-faker;DeepOrder;0.8958333333333334;0.7536857005501846;0.0006124779404131644;3;19564
42;java-faker;DeepOrder;0.917910447761194;0.731609609942851;0.00037231193417805897;3;22003
43;java-faker;DeepOrder;0.9140625;0.7219072369016382;0.00041007713532359793;3;27183
44;java-faker;DeepOrder;0.9140625;0.7281538435435707;0.00038224384559575205;3;25033
45;java-faker;DeepOrder;0.9140625;0.7226127725997646;0.00041007713532359793;3;20889
46;java-faker;DeepOrder;0.9147286821705426;0.7235341653946308;0.0003915405189290529;3;22846
47;java-faker;DeepOrder;0.9140625;0.725300594968781;0.0004045104773780288;3;20631
48;java-faker;DeepOrder;0.9140625;0.7239446656411187;0.0004045104773780288;3;19309
49;java-faker;DeepOrder;0.9140625;0.7218421975386843;0.0003896660561898443;3;20066
50;java-faker;DeepOrder;0.8936170212765958;0.7567784710001952;0.00065389672696258;3;27314
51;java-faker;DeepOrder;0.8958333333333334;0.7543233534533416;0.0006228589224540654;3;19757
52;java-faker;DeepOrder;0.8886491868569532;0.7192697297767976;0.028932488209891763;3;23569
53;java-faker;DeepOrder;0.8979591836734694;0.7496680259551902;0.0006170133854816426;3;22059
54;java-faker;DeepOrder;0.9144736842105263;0.7206921045930331;0.001188242651657284;3;27325
55;java-faker;DeepOrder;0.9191176470588235;0.7150901910455363;0.0003726843105081437;3;22806
56;java-faker;DeepOrder;0.9014084507042254;0.745141009225516;0.0012378110000137515;3;21448
57;java-faker;DeepOrder;0.9208633093525179;0.7186077865817944;0.0003732190139957119;3;23655
58;java-faker;DeepOrder;0.873263888888889;0.7527041824688856;0.02277314479091129;3;18624
59;java-faker;DeepOrder;0.8243243243243242;0.8493314366998578;0.0031129679691979965;3;20991
60;java-faker;DeepOrder;0.9071428571428571;0.7342266364142301;0.001313152256548481;3;20929
