step;env;model;NAPFD/APFD;NRPA;DDP;training_time(seconds);prediction_time(microseconds)
1;jsprit;DeepOrder;0.6720588235294118;0.6417183212380382;0.28637544501106504;3;32812
2;jsprit;DeepOrder;0.8936170212765958;0.7579942764713199;0.0005792672092114159;3;20892
3;jsprit;DeepOrder;0.8825863678804855;0.7449318159657896;0.01876503833025572;3;21475
4;jsprit;DeepOrder;0.8947368421052632;0.7645873518875724;0.0006346646095585412;3;25362
5;jsprit;DeepOrder;0.8647086031452359;0.7835190813914216;0.017609977697253518;3;22126
6;jsprit;DeepOrder;0.86003600360036;0.7555106713221308;0.04015593377295505;3;23937
7;jsprit;DeepOrder;0.9130434782608695;0.7241827138378863;0.0005011212935020359;3;22112
8;jsprit;DeepOrder;0.891113653699466;0.7515253864678783;0.010377853532207586;3;23482
9;jsprit;DeepOrder;0.8277777777777778;0.6276044420941302;0.14227642276422764;3;21250
10;jsprit;DeepOrder;0.8969072164948453;0.751703377623849;0.0006216059291642487;3;21466
11;jsprit;DeepOrder;0.9152542372881356;0.7190291692733737;0.00048310475321398954;3;26415
12;jsprit;DeepOrder;0.9254658385093167;0.7126832426334381;0.00024015052370439954;3;26902
13;jsprit;DeepOrder;0.8936170212765958;0.756728701185588;0.0006432353672838423;3;23263
14;jsprit;DeepOrder;0.8936170212765958;0.7567002612915265;0.0006467891538434216;3;33318
15;jsprit;DeepOrder;0.873844573776104;0.7215551181102362;0.04385815677808628;3;23112
16;jsprit;DeepOrder;0.9133858267716535;0.7295463756368689;0.0003971219895062377;3;22078
17;jsprit;DeepOrder;0.8936170212765958;0.758484864643879;0.0006503429404030007;3;25634
18;jsprit;DeepOrder;0.9145299145299145;0.726623947035054;0.000463678516228749;3;22829
19;jsprit;DeepOrder;0.8936170212765958;0.7579871664978046;0.0006503429404030007;3;24432
20;jsprit;DeepOrder;0.8947368421052632;0.7575158445852852;0.0006241453066376814;3;21608
21;jsprit;DeepOrder;0.9314285714285715;0.7070834720834723;0.0002558720639680167;3;22455
22;jsprit;DeepOrder;0.8936170212765958;0.7589647878561653;0.000625466434485946;3;25104
23;jsprit;DeepOrder;0.8644883485309017;0.7558044046285923;0.031241075308871918;3;29869
24;jsprit;DeepOrder;0.8936170212765958;0.760137933486198;0.000625466434485946;3;20726
25;jsprit;DeepOrder;0.8924731182795699;0.7587086497417963;0.0006556432148132151;3;21289
26;jsprit;DeepOrder;0.8947368421052632;0.7545432626067787;0.0006311581752515879;3;21139
27;jsprit;DeepOrder;0.9126984126984127;0.725488365337732;0.0004103949058077487;3;21813
28;jsprit;DeepOrder;0.9166666666666666;0.7250728713007102;0.00042610273810463273;3;21210
29;jsprit;DeepOrder;0.8936170212765958;0.7576778826498871;0.0006503429404030007;3;21005
30;jsprit;DeepOrder;0.8958333333333334;0.7548842209283695;0.0006124779404131644;3;42554
31;jsprit;DeepOrder;0.8936170212765958;0.7568957855631986;0.0006432353672838423;3;22228
32;jsprit;DeepOrder;0.8936170212765958;0.758374660054391;0.0006467891538434216;3;23956
33;jsprit;DeepOrder;0.8969072164948453;0.7516418780041755;0.0006045288431981979;3;27565
34;jsprit;DeepOrder;0.8847517730496455;0.7656410529870774;0.0051406220897746305;3;21913
35;jsprit;DeepOrder;0.8882978723404256;0.7667537638422295;0.0005680759918048041;3;22495
36;jsprit;DeepOrder;0.8835106382978724;0.753091949732487;0.01347595863392462;3;21492
37;jsprit;DeepOrder;0.8936170212765958;0.7572406192786929;0.00065389672696258;3;24261
38;jsprit;DeepOrder;0.8936170212765958;0.7565722817682501;0.0006148050748072083;3;22577
39;jsprit;DeepOrder;0.8571428571428571;0.8499999999999999;0.09090909090909091;3;20072
40;jsprit;DeepOrder;0.8910891089108911;0.7616417683495387;0.000557617578894173;3;18908
41;jsprit;DeepOrder;0.8958333333333334;0.7536857005501846;0.0006124779404131644;3;21217
42;jsprit;DeepOrder;0.917910447761194;0.7331249576158861;0.00037231193417805897;3;22612
43;jsprit;DeepOrder;0.9140625;0.7283673423219619;0.00041007713532359793;3;25657
44;jsprit;DeepOrder;0.9140625;0.7281538435435707;0.00038224384559575205;3;19448
45;jsprit;DeepOrder;0.9140625;0.7226127725997646;0.00041007713532359793;3;20116
46;jsprit;DeepOrder;0.9147286821705426;0.7234830537156122;0.0003915405189290529;3;22301
47;jsprit;DeepOrder;0.9140625;0.725300594968781;0.0004045104773780288;3;20105
48;jsprit;DeepOrder;0.9140625;0.7239446656411187;0.0004045104773780288;3;23777
49;jsprit;DeepOrder;0.9140625;0.7218421975386843;0.0003896660561898443;3;21686
50;jsprit;DeepOrder;0.8936170212765958;0.7567784710001952;0.00065389672696258;3;22363
51;jsprit;DeepOrder;0.8958333333333334;0.7543233534533416;0.0006228589224540654;3;19637
52;jsprit;DeepOrder;0.8886491868569532;0.7192697297767976;0.028932488209891763;3;21709
53;jsprit;DeepOrder;0.8979591836734694;0.7496680259551902;0.0006170133854816426;3;35297
54;jsprit;DeepOrder;0.9144736842105263;0.7206921045930331;0.001188242651657284;3;21289
55;jsprit;DeepOrder;0.9191176470588235;0.7150901910455363;0.0003726843105081437;3;22123
56;jsprit;DeepOrder;0.9014084507042254;0.745141009225516;0.0012378110000137515;3;21850
57;jsprit;DeepOrder;0.9208633093525179;0.7192111748389306;0.0003732190139957119;3;23345
58;jsprit;DeepOrder;0.873263888888889;0.7527041824688856;0.02277314479091129;3;19787
59;jsprit;DeepOrder;0.8243243243243242;0.8493314366998578;0.0031129679691979965;3;21739
60;jsprit;DeepOrder;0.9071428571428571;0.7342266364142301;0.001313152256548481;3;21659
61;jsprit;DeepOrder;0.9185185185185185;0.7236222656344208;0.0003864249943863925;3;21184
62;jsprit;DeepOrder;0.8571428571428571;0.9214285714285716;0.09090909090909091;3;21323
63;jsprit;DeepOrder;0.8958333333333334;0.7609536082474229;0.0005121284473511204;3;18083
64;jsprit;DeepOrder;0.8958333333333334;0.7582494257785374;0.0005501920481677577;3;20588
65;jsprit;DeepOrder;0.9017857142857143;0.7515908133164773;0.00040864402298021604;3;21800
66;jsprit;DeepOrder;0.8969072164948453;0.7556296428166824;0.000502066327401893;3;21629
67;jsprit;DeepOrder;0.883131742399477;0.7227136262591748;0.037061387412683514;3;22069
68;jsprit;DeepOrder;0.9117647058823529;0.73239161773496;0.000319156317213626;3;21639
69;jsprit;DeepOrder;0.916030534351145;0.7444199344033904;0.00029052509252592597;3;23109
70;jsprit;DeepOrder;0.9135338345864662;0.7411544121077474;0.0002451810982551531;3;22223
71;jsprit;DeepOrder;0.8969072164948453;0.7566848468173948;0.0005703746712660963;3;21793
72;jsprit;DeepOrder;0.9101161995898838;0.7287558994753359;0.008870649067128838;3;21285
73;jsprit;DeepOrder;0.9026548672566371;0.7492721120957635;0.00035444668495092824;3;22219
74;jsprit;DeepOrder;0.9026548672566371;0.755355798173458;0.0003674142465954743;3;29041
75;jsprit;DeepOrder;0.916030534351145;0.7449344693561453;0.00029052509252592597;3;24833
76;jsprit;DeepOrder;0.916030534351145;0.7359169144790139;0.0003139836403696341;3;21817
77;jsprit;DeepOrder;0.9125;0.7320908062137791;0.00040064102564102476;3;21632
78;jsprit;DeepOrder;0.900990099009901;0.760778193148205;0.0004772882236436257;3;24564
79;jsprit;DeepOrder;0.8969072164948453;0.7557170370130609;0.0005669592540728861;3;21904
80;jsprit;DeepOrder;0.8969072164948453;0.7562802440563854;0.0005635438368796759;3;21400
81;jsprit;DeepOrder;0.8979591836734694;0.7556576853168583;0.0004383155197410574;3;20336
82;jsprit;DeepOrder;0.8979591836734694;0.7541382958351773;0.0004956337030918111;3;21347
83;jsprit;DeepOrder;0.898989898989899;0.7521699406121518;0.0005293118945371028;3;21669
84;jsprit;DeepOrder;0.898989898989899;0.7603837368661491;0.000472718798894771;3;25971
85;jsprit;DeepOrder;0.8969072164948453;0.7556425901050351;0.0005259742477543641;3;24611
86;jsprit;DeepOrder;0.9185185185185185;0.7393784820201136;0.00028024515358652846;3;21504
87;jsprit;DeepOrder;0.9032779316712835;0.7175202102465197;0.016485010977055053;3;21117
88;jsprit;DeepOrder;0.8969072164948453;0.7560245351114279;0.0004713275726630016;3;24251
89;jsprit;DeepOrder;0.9185185185185185;0.7270976533294745;0.00031853952239959424;3;21994
90;jsprit;DeepOrder;0.8969072164948453;0.7560698506206609;0.0005737900884593064;3;21675
91;jsprit;DeepOrder;0.8969072164948453;0.7556069850620666;0.0005259742477543641;3;21270
92;jsprit;DeepOrder;0.898989898989899;0.7533211512105985;0.0005526149339192395;3;21554
93;jsprit;DeepOrder;0.9078947368421053;0.7605268154247394;0.00035580250523955674;3;21177
94;jsprit;DeepOrder;0.9185185185185185;0.7233002918264472;0.0003028736442487946;3;27527
95;jsprit;DeepOrder;0.8969072164948453;0.7557882470989984;0.0005293896649475743;3;21294
96;jsprit;DeepOrder;0.898989898989899;0.7566407796558552;0.0004760478045207905;3;22388
97;jsprit;DeepOrder;0.9117647058823529;0.7341830456031785;0.0004486690256481407;3;21354
98;jsprit;DeepOrder;0.0;0.5929824561403508;-1.0;3;20156
99;jsprit;DeepOrder;0.875;0.8333333333333335;0.07692307692307693;3;17966
100;jsprit;DeepOrder;0.9378378378378378;0.7004514296054157;0.00022377035011045263;3;19813
101;jsprit;DeepOrder;0.9318181818181819;0.6891300368907636;0.00033575348535978377;3;21740
102;jsprit;DeepOrder;0.0;0.6068060980480642;-1.0;3;21967
103;jsprit;DeepOrder;0.0;0.5853353801142052;-1.0;3;23367
104;jsprit;DeepOrder;0.7857142857142857;0.599600928237404;0.21008403361344538;3;26794
105;jsprit;DeepOrder;0.0;0.5165560077104304;-1.0;3;21373
106;jsprit;DeepOrder;0.0;0.5195136198134699;-1.0;3;21043
107;jsprit;DeepOrder;0.0;0.5143007826111523;-1.0;3;20539
108;jsprit;DeepOrder;0.0;0.5139264270339381;-1.0;3;20545
109;jsprit;DeepOrder;0.0;0.5325562857657128;-1.0;3;21753
