cycle_id,num_testsuite,NORMALIZED_FPA,accuracy,total_failures_in_cycle,exec_time,optimal_failures_25%,failures_in_25%_ordered,optimal_exec_time_25%,exec_time_25%,optimal_failures_50%,failures_in_50%_ordered,optimal_exec_time_50%,exec_time_50%,optimal_failures_75%,failures_in_75%_ordered,optimal_exec_time_75%,exec_time_75%,prediction_time,learning_time,failure_metric
c68b61da474eb30896e8dc95e2c78558dcccb78d,7,0.757142857142857,0.14285714285714285,0,0.391,0,0,0.001,0.053,0,0,0.003,0.078,0,0,0.013000000000000001,0.079,0.0013415813446044922,0.8046586513519287,0.3789547916921334
a88c7d41a15dfabcd708cf63008799666c5c0cae,8,0.6617647058823529,0.625,0,0.603,0,0,0.0,0.538,0,0,0.006,0.545,0,0,0.065,0.5980000000000001,0.0012812614440917969,0.027561664581298828,0.3789547916921334
80d9e0c2f433cc727ebe021bd7f0cc7bbae5136e,8,0.6176470588235293,0.25,0,0.10400000000000001,0,0,0.001,0.065,0,0,0.005,0.07100000000000001,0,0,0.031,0.10300000000000001,0.0011327266693115234,0.6997132301330566,0.3789547916921334
7f2f34aa86840d3ac81bacd424af93d722a89be0,8,0.7401960784313726,0.75,0,0.189,0,0,0.001,0.092,0,0,0.018000000000000002,0.096,0,0,0.060000000000000005,0.161,0.0014252662658691406,0.8068487644195557,0.3789547916921334
004f4bbb9703f704183a738c9d6258d11f18733e,8,0.6911764705882353,0.75,0,0.27599999999999997,0,0,0.001,0.055,0,0,0.012,0.239,0,0,0.049,0.27,0.0011310577392578125,0.21201586723327637,0.3789547916921334
00def960f977d212f9a0d2e2ca1fe75c3eb1121f,8,0.8627450980392157,0.75,0,0.133,0,0,0.0,0.032,0,0,0.006,0.038000000000000006,0,0,0.04100000000000001,0.06000000000000001,0.0014116764068603516,0.28229284286499023,0.3789547916921334
d800a425446b1518b8c86d327919155d7eced7ae,6,0.8791208791208791,0.5,0,0.662,0,0,0.011000000000000001,0.071,0,0,0.08199999999999999,0.20500000000000002,0,0,0.175,0.21600000000000003,0.0011217594146728516,0.6507806777954102,0.3789547916921334
2ea3da57af22d710711d1f13539cc5576d247abc,6,0.846153846153846,0.8333333333333334,0,0.6940000000000001,0,0,0.016,0.113,0,0,0.09000000000000001,0.129,0,0,0.203,0.347,0.0014510154724121094,0.44476318359375,0.3789547916921334
f826c252ea62becb80b97dafcb2b1b2599d46e18,6,0.7912087912087912,0.8333333333333334,0,0.622,0,0,0.017,0.084,0,0,0.09,0.21600000000000003,0,0,0.174,0.395,0.0011210441589355469,0.7165367603302002,0.3789547916921334
3e5f9877b19f5b33bc3b255aa9d40bce54ba73ff,6,0.7692307692307692,0.8333333333333334,0,0.71,0,0,0.017,0.22399999999999998,0,0,0.09,0.241,0,0,0.184,0.33499999999999996,0.0014908313751220703,0.3860025405883789,0.3789547916921334
4af535b9e606a2f34ebe6e7f0250bc8b15ffd63d,6,0.8791208791208791,0.8333333333333334,0,0.5449999999999999,0,0,0.018000000000000002,0.11199999999999999,0,0,0.07500000000000001,0.174,0,0,0.137,0.23099999999999998,0.0012133121490478516,0.8018696308135986,0.3789547916921334
4efa97a43a070749cb7d17495f2fc3dc0c444406,6,0.6153846153846153,0.8333333333333334,0,0.53,0,0,0.017,0.245,0,0,0.064,0.338,0,0,0.11499999999999999,0.41500000000000004,0.0011181831359863281,0.5253911018371582,0.3789547916921334
046f340216b83ab643eb8878981b940c8c01cf59,6,0.8351648351648351,0.8333333333333334,0,0.5690000000000001,0,0,0.018000000000000002,0.08800000000000001,0,0,0.064,0.10600000000000001,0,0,0.14700000000000002,0.189,0.0011420249938964844,0.4109621047973633,0.3789547916921334
0bcfc26b2cb1a9f45381d550b9eae71c7c617be8,8,0.7450980392156863,0.875,0,0.8030000000000002,0,0,0.016,0.154,0,0,0.164,0.4660000000000001,0,0,0.352,0.7270000000000001,0.001241445541381836,0.4392509460449219,0.3789547916921334
1eff4b678fb7f9dfbd089a11d01cea5c002162bb,8,0.7598039215686274,0.875,0,0.743,0,0,0.061,0.22,0,0,0.195,0.42700000000000005,0,0,0.386,0.5880000000000001,0.0014734268188476562,0.9107356071472168,0.3789547916921334
4f961ecd37c6dae9c1b8b6259b4db8f68c2c439f,10,0.7194805194805196,0.9,0,0.957,0,0,0.006999999999999999,0.16,0,0,0.048,0.406,0,0,0.194,0.43000000000000005,0.0012962818145751953,0.7056124210357666,0.3789547916921334
0c33554da748fd9a1dd87135dde36aa433e4f3a5,8,0.6519607843137254,0.875,0,0.5770000000000001,0,0,0.032,0.29300000000000004,0,0,0.115,0.42900000000000005,0,0,0.23900000000000002,0.545,0.0018312931060791016,0.7107722759246826,0.3789547916921334
8620072b5ffa1c584053a0b885e571a18ee843d0,9,0.9228070175438596,1.0,0,0.9490000000000001,0,0,0.016999999999999998,0.065,0,0,0.08499999999999999,0.133,0,0,0.21,0.22700000000000004,0.001810312271118164,1.4452459812164307,0.3789547916921334
6cc9c2716516d0f69b998d7ce021e32c342f5d82,8,0.838235294117647,1.0,0,0.6379999999999999,0,0,0.020000000000000004,0.078,0,0,0.098,0.171,0,0,0.20500000000000002,0.531,0.0018444061279296875,0.9008898735046387,0.3789547916921334
1acc4d99ca3376b5f2edbbdccd47959731e812fe,8,0.7598039215686274,1.0,0,0.7530000000000001,0,0,0.036000000000000004,0.10200000000000001,0,0,0.11,0.539,0,0,0.252,0.637,0.0024976730346679688,0.6175036430358887,0.3789547916921334
fce12ababf998fef556c4bf39324ef5d0520e7b8,9,0.8175438596491228,0.7777777777777778,0,0.53,0,0,0.018000000000000002,0.041,0,0,0.081,0.15600000000000003,0,0,0.17099999999999999,0.406,0.0018036365509033203,0.0430605411529541,0.3789547916921334
5afbc54fe951217fab16d683bb96551740307bad,9,0.6982456140350877,0.6666666666666666,0,0.958,0,0,0.032,0.67,0,0,0.106,0.754,0,0,0.213,0.8330000000000001,0.0017969608306884766,0.03460216522216797,0.3789547916921334
bc28204f7b990653991545552a668eb718bc4d51,8,0.696078431372549,0.75,0,0.7529999999999999,0,0,0.038,0.16499999999999998,0,0,0.143,0.565,0,0,0.282,0.6779999999999999,0.0012860298156738281,1.1789872646331787,0.3789547916921334
75aa2b67fa445047e8ecae7b11892e10206024fb,8,0.7352941176470589,0.75,0,0.609,0,0,0.036000000000000004,0.343,0,0,0.136,0.405,0,0,0.256,0.517,0.0018038749694824219,0.777411699295044,0.3789547916921334
7e4a80664a1e7a501f39eab4bf37dce0f5b01ac7,11,0.8754940711462453,0.7272727272727273,0,0.9570000000000001,0,0,0.013999999999999999,0.045,0,0,0.067,0.182,0,0,0.18,0.321,0.0012896060943603516,0.030011653900146484,0.3789547916921334
43ee8d5be88e2a83903a0d8e06160d814018691a,9,0.8350877192982457,0.7777777777777778,0,0.7270000000000001,0,0,0.029,0.13,0,0,0.137,0.254,0,0,0.275,0.343,0.0012907981872558594,0.028719663619995117,0.3789547916921334
f35b014dfc596818b22ec47973565e11eb268f29,10,0.8805194805194806,0.7,0,0.8979999999999999,0,0,0.009000000000000001,0.009000000000000001,0,0,0.08,0.174,0,0,0.195,0.295,0.001806020736694336,0.5745010375976562,0.3789547916921334
78c92ab0a832718ae4846ab5c41dbd574b8f0775,9,0.7824561403508772,0.7777777777777778,0,0.892,0,0,0.043,0.117,0,0,0.152,0.643,0,0,0.272,0.7250000000000001,0.0018110275268554688,0.5531473159790039,0.3789547916921334
5704f4eae083d5551407e4761a7e32f3a50eea72,9,0.687719298245614,0.8888888888888888,0,1.011,0,0,0.029000000000000005,0.612,0,0,0.11400000000000002,0.736,0,0,0.23800000000000002,0.9149999999999999,0.001810312271118164,0.4175291061401367,0.3789547916921334
0fabf9922b6d2d2d929febfa7aa7948a35978d5c,10,0.8259740259740261,0.8,0,0.881,0,0,0.028,0.127,0,0,0.105,0.5680000000000001,0,0,0.22299999999999998,0.6360000000000001,0.0013043880462646484,0.5542881488800049,0.3789547916921334
