experiment;step;policy;reward_function;sched_time;sched_time_duration;total_build_duration;prioritization_time;detected;missed;tests_ran;tests_not_ran;ttf;ttf_duration;time_reduction;napfd/apfd;cost;rewards;avg_precision;prioritization_order;ddp;nrpa;ntr
1;1;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;28.32800000000001;28.32800000000001;0.06429839134216309;0;0;8;0;-1;28.32800000000001;0.0;1;1;0.0;1;[8, 6, 4, 1, 5, 3, 2, 7];-1;0.7009803921568627;0.0
1;2;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;28.127000000000002;28.127000000000002;0.05763959884643555;0;0;9;0;-1;28.127000000000002;0.0;1;1;0.0;1;[9, 1, 2, 3, 4, 5, 6, 7, 8];-1;0.8526315789473685;0.0
1;3;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;29.922;29.922;0.027493715286254883;0;0;6;0;-1;29.922;0.0;1;1;0.0;1;[1, 2, 3, 4, 5, 6, 7, 8, 9];-1;0.7142857142857144;0.0
1;4;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;29.154;29.154;0.03186154365539551;0;0;8;0;-1;29.154;0.0;1;1;0.0;1;[1, 2, 3, 4, 5, 6, 7, 8, 9];-1;0.7941176470588235;0.0
1;5;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;30.788000000000004;30.788000000000004;0.03558850288391113;0;0;9;0;-1;30.788000000000004;0.0;1;1;0.0;1;[1, 2, 3, 4, 5, 6, 7, 8, 9];-1;0.7473684210526316;0.0
1;6;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;27.79;27.79;0.032175302505493164;0;0;8;0;-1;27.79;0.0;1;1;0.0;1;[1, 2, 3, 4, 5, 6, 7, 8, 9];-1;0.7892156862745098;0.0
1;7;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;27.994;27.994;0.02646946907043457;0;0;6;0;-1;27.994;0.0;1;1;0.0;1;[1, 2, 3, 4, 5, 6, 7, 8, 9];-1;0.857142857142857;0.0
1;8;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;30.421000000000003;30.421000000000003;0.032248497009277344;0;0;8;0;-1;30.421000000000003;0.0;1;1;0.0;1;[1, 2, 3, 4, 5, 6, 7, 8, 9];-1;0.8186274509803921;0.0
1;9;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;28.646000000000004;28.646000000000004;0.03180670738220215;0;0;8;0;-1;28.646;3.552713678800501e-15;1;1;0.0;1;[1, 2, 3, 4, 5, 6, 7, 8, 9];-1;0.7941176470588235;1.2402128320884244e-16
1;10;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;29.712999999999997;29.712999999999997;0.026449918746948242;0;0;5;1;-1;29.713;-3.552713678800501e-15;1;1;0.0;1;[1, 2, 3, 4, 5, 6, 7, 8, 9];-1;0.857142857142857;-1.1956765317539465e-16
