Id,Name,BuildId,Duration,CalcPrio,LastRun,NumRan,NumErrors,Verdict,Cycle,LastResults
1,1,1,0.001,0,2018-08-17 18:52:35,4,0,0,1,[]
2,2,1,0.006999999999999999,0,2018-08-17 18:52:35,4,0,0,1,[]
3,3,1,0.122,0,2018-08-17 18:52:35,3,0,0,1,[]
4,4,1,0.001,0,2018-08-17 18:52:35,9,0,0,1,[]
5,5,1,0.055,0,2018-08-17 18:52:35,38,0,0,1,[]
6,6,1,0.073,0,2018-08-17 18:52:35,10,0,0,1,[]
7,7,2,0.047,0,2018-08-23 10:35:13,2,0,0,2,[]
8,8,2,0.005,0,2018-08-23 10:35:13,7,0,0,2,[]
9,9,2,0.03,0,2018-08-23 10:35:13,39,0,0,2,[]
10,10,2,0.21,0,2018-08-23 10:35:13,49,0,0,2,[]
11,11,2,0.002,0,2018-08-23 10:35:13,8,0,0,2,[]
12,12,2,0.001,0,2018-08-23 10:35:13,3,0,0,2,[]
13,7,3,0.048,0,2018-08-23 10:35:13,2,0,0,3,[0]
14,9,3,0.034,0,2018-08-23 10:35:13,39,0,0,3,[0]
15,8,3,0.001,0,2018-08-23 10:35:13,7,0,0,3,[0]
16,12,3,0.001,0,2018-08-23 10:35:13,3,0,0,3,[0]
17,11,3,0.009000000000000001,0,2018-08-23 10:35:13,8,0,0,3,[0]
18,10,3,0.191,0,2018-08-23 10:35:13,49,0,0,3,[0]
19,7,4,0.054000000000000006,0,2018-08-23 10:58:36,2,0,0,4,"[0, 0]"
20,8,4,0.013000000000000001,0,2018-08-23 10:58:36,7,0,0,4,"[0, 0]"
21,9,4,0.03,0,2018-08-23 10:58:36,39,0,0,4,"[0, 0]"
22,11,4,0.005,0,2018-08-23 10:58:36,8,0,0,4,"[0, 0]"
23,10,4,0.239,0,2018-08-23 10:58:36,49,0,0,4,"[0, 0]"
24,12,4,0.0,0,2018-08-23 10:58:36,3,0,0,4,"[0, 0]"
25,7,5,0.054000000000000006,0,2018-08-23 12:10:42,2,0,0,5,"[0, 0, 0]"
26,9,5,0.035,0,2018-08-23 12:10:42,39,0,0,5,"[0, 0, 0]"
27,8,5,0.001,0,2018-08-23 12:10:42,7,0,0,5,"[0, 0, 0]"
28,11,5,0.001,0,2018-08-23 12:10:42,8,0,0,5,"[0, 0, 0]"
29,10,5,0.19899999999999998,0,2018-08-23 12:10:42,49,0,0,5,"[0, 0, 0]"
30,12,5,0.001,0,2018-08-23 12:10:42,3,0,0,5,"[0, 0, 0]"
31,13,6,0.001,0,2018-08-23 12:47:39,2,0,0,6,[]
32,9,6,0.124,0,2018-08-23 12:33:01,39,0,0,6,"[0, 0, 0, 0]"
33,8,6,0.033,0,2018-08-23 12:33:01,7,0,0,6,"[0, 0, 0, 0]"
34,7,6,0.045,0,2018-08-23 12:33:01,2,0,0,6,"[0, 0, 0, 0]"
35,14,6,0.0,0,2018-08-23 12:47:39,1,0,0,6,[]
36,15,6,0.0,0,2018-08-23 12:47:39,1,0,0,6,[]
37,16,6,0.635,0,2018-08-23 12:47:39,1,0,0,6,[]
38,17,6,0.035,0,2018-08-23 12:47:39,1,0,0,6,[]
39,18,7,0.0,0,2018-08-23 13:04:50,1,0,0,7,[]
40,16,7,0.607,0,2018-08-23 12:47:39,1,0,0,7,[0]
41,19,7,0.006,0,2018-08-23 13:04:50,2,0,0,7,[]
42,20,7,0.001,0,2018-08-23 13:04:50,1,0,0,7,[]
43,21,7,0.001,0,2018-08-23 13:04:50,1,0,0,7,[]
44,22,7,0.005,0,2018-08-23 13:04:50,1,0,0,7,[]
45,14,7,0.001,0,2018-08-23 12:47:39,1,0,0,7,[0]
46,7,7,0.071,0,2018-08-23 12:47:39,2,0,0,7,"[0, 0, 0, 0, 0]"
47,15,7,0.001,0,2018-08-23 12:47:39,1,0,0,7,[0]
48,17,7,0.047,0,2018-08-23 12:47:39,1,0,0,7,[0]
49,13,7,0.012,0,2018-08-23 12:47:39,1,0,0,7,[0]
50,23,7,0.0,0,2018-08-23 13:04:50,3,0,0,7,[]
51,9,7,0.141,0,2018-08-23 12:47:39,39,0,0,7,"[0, 0, 0, 0, 0]"
52,8,7,0.057,0,2018-08-23 12:47:39,7,0,0,7,"[0, 0, 0, 0, 0]"
53,7,8,0.036000000000000004,0,2018-08-23 13:04:50,2,0,0,8,"[0, 0, 0, 0, 0, 0]"
54,9,8,0.025,0,2018-08-23 13:04:50,39,0,0,8,"[0, 0, 0, 0, 0, 0]"
55,8,8,0.001,0,2018-08-23 13:04:50,7,0,0,8,"[0, 0, 0, 0, 0, 0]"
56,10,8,0.18600000000000003,0,2018-08-23 12:33:01,49,0,0,8,"[0, 0, 0, 0]"
57,11,8,0.001,0,2018-08-23 12:33:01,8,0,0,8,"[0, 0, 0, 0]"
58,12,8,0.0,0,2018-08-23 12:33:01,3,0,0,8,"[0, 0, 0, 0]"
59,18,9,0.0,0,2018-08-23 13:04:50,1,0,0,9,[0]
60,21,9,0.0,0,2018-08-23 13:04:50,1,0,0,9,[0]
61,22,9,0.005,0,2018-08-23 13:04:50,1,0,0,9,[0]
62,7,9,0.028999999999999998,0,2018-08-23 13:31:44,2,0,0,9,"[0, 0, 0, 0, 0, 0, 0]"
63,15,9,0.001,0,2018-08-23 13:04:50,1,0,0,9,"[0, 0]"
64,14,9,0.001,0,2018-08-23 13:04:50,1,0,0,9,"[0, 0]"
65,24,9,127.281,0,2018-08-23 13:32:58,2,0,0,9,[]
66,23,9,0.0,0,2018-08-23 13:04:50,3,0,0,9,[0]
67,16,9,0.556,0,2018-08-23 13:04:50,1,0,0,9,"[0, 0]"
68,19,9,0.005,0,2018-08-23 13:04:50,2,0,0,9,[0]
69,20,9,0.0,0,2018-08-23 13:04:50,1,0,0,9,[0]
