Id,Name,BuildId,Duration,CalcPrio,LastRun,NumRan,NumErrors,Verdict,Cycle,LastResults
1,1,1,0.023,0,2014-04-23 16:04:43,36,0,0,1,[]
2,2,1,0.005,0,2014-04-23 16:04:43,6,0,0,1,[]
3,3,1,0.004,0,2014-04-23 16:04:43,6,0,0,1,[]
4,4,1,0.10099999999999999,0,2014-04-23 16:04:43,60,0,0,1,[]
5,5,1,0.0,0,2014-04-23 16:04:43,1,0,0,1,[]
6,6,1,0.397,0,2014-04-23 16:04:43,3,0,0,1,[]
7,7,1,0.001,0,2014-04-23 16:04:43,6,0,0,1,[]
8,6,2,0.28600000000000003,0,2014-04-23 16:04:43,3,0,0,2,[0]
9,3,2,0.013999999999999999,0,2014-04-23 16:04:43,6,0,0,2,[0]
10,4,2,0.053,0,2014-04-23 16:04:43,60,0,0,2,[0]
11,5,2,0.001,0,2014-04-23 16:04:43,1,0,0,2,[0]
12,2,2,0.01,0,2014-04-23 16:04:43,6,0,0,2,[0]
13,1,2,0.025,0,2014-04-23 16:04:43,36,0,0,2,[0]
14,7,2,0.002,0,2014-04-23 16:04:43,6,0,0,2,[0]
15,2,3,0.0,0,2014-04-23 17:24:34,6,0,0,3,"[0, 0]"
16,3,3,0.005,0,2014-04-23 17:24:34,6,0,0,3,"[0, 0]"
17,5,3,0.0,0,2014-04-23 17:24:34,1,0,0,3,"[0, 0]"
18,6,3,0.469,0,2014-04-23 17:24:34,4,0,0,3,"[0, 0]"
19,4,3,0.069,0,2014-04-23 17:24:34,60,0,0,3,"[0, 0]"
20,8,3,0.006,0,2014-04-24 15:02:25,18,0,0,3,[]
21,1,3,0.053,0,2014-04-23 17:24:34,36,0,0,3,"[0, 0]"
22,7,3,0.001,0,2014-04-23 17:24:34,6,0,0,3,"[0, 0]"
23,1,4,0.023,0,2014-04-24 15:02:25,36,0,0,4,"[0, 0, 0]"
24,8,4,0.003,0,2014-04-24 15:02:25,18,0,0,4,[0]
25,3,4,0.003,0,2014-04-24 15:02:25,6,0,0,4,"[0, 0, 0]"
26,6,4,0.031,0,2014-04-24 15:02:25,4,0,0,4,"[0, 0, 0]"
27,4,4,0.042,0,2014-04-24 15:02:25,60,0,0,4,"[0, 0, 0]"
28,5,4,0.0,0,2014-04-24 15:02:25,1,0,0,4,"[0, 0, 0]"
29,2,4,0.001,0,2014-04-24 15:02:25,6,0,0,4,"[0, 0, 0]"
30,7,4,0.001,0,2014-04-24 15:02:25,6,0,0,4,"[0, 0, 0]"
31,1,5,0.027000000000000003,0,2014-04-24 15:11:30,36,0,0,5,"[0, 0, 0, 0]"
32,4,5,0.065,0,2014-04-24 15:11:30,60,0,0,5,"[0, 0, 0, 0]"
33,5,5,0.0,0,2014-04-24 15:11:30,1,0,0,5,"[0, 0, 0, 0]"
34,2,5,0.004,0,2014-04-24 15:11:30,6,0,0,5,"[0, 0, 0, 0]"
35,6,5,0.064,0,2014-04-24 15:11:30,4,0,0,5,"[0, 0, 0, 0]"
36,7,5,0.001,0,2014-04-24 15:11:30,6,0,0,5,"[0, 0, 0, 0]"
37,8,5,0.015,0,2014-04-24 15:11:30,18,0,0,5,"[0, 0]"
38,3,5,0.013000000000000001,0,2014-04-24 15:11:30,6,0,0,5,"[0, 0, 0, 0]"
39,4,6,0.179,0,2014-04-24 15:20:47,60,0,0,6,"[0, 0, 0, 0, 0]"
40,1,6,0.03,0,2014-04-24 15:20:47,36,0,0,6,"[0, 0, 0, 0, 0]"
41,3,6,0.006999999999999999,0,2014-04-24 15:20:47,6,0,0,6,"[0, 0, 0, 0, 0]"
42,8,6,0.006,0,2014-04-24 15:20:47,18,0,0,6,"[0, 0, 0]"
43,5,6,0.0,0,2014-04-24 15:20:47,1,0,0,6,"[0, 0, 0, 0, 0]"
44,2,6,0.005,0,2014-04-24 15:20:47,6,0,0,6,"[0, 0, 0, 0, 0]"
45,6,6,0.048,0,2014-04-24 15:20:47,4,0,0,6,"[0, 0, 0, 0, 0]"
46,7,6,0.001,0,2014-04-24 15:20:47,6,0,0,6,"[0, 0, 0, 0, 0]"
47,1,7,0.022000000000000002,0,2014-04-24 16:48:03,42,0,0,7,"[0, 0, 0, 0, 0, 0]"
48,5,7,0.0,0,2014-04-24 16:48:03,1,0,0,7,"[0, 0, 0, 0, 0, 0]"
49,2,7,0.003,0,2014-04-24 16:48:03,6,0,0,7,"[0, 0, 0, 0, 0, 0]"
50,8,7,0.003,0,2014-04-24 16:48:03,18,0,0,7,"[0, 0, 0, 0]"
51,7,7,0.0,0,2014-04-24 16:48:03,6,0,0,7,"[0, 0, 0, 0, 0, 0]"
52,3,7,0.013000000000000001,0,2014-04-24 16:48:03,6,0,0,7,"[0, 0, 0, 0, 0, 0]"
53,4,7,0.06,0,2014-04-24 16:48:03,24,0,0,7,"[0, 0, 0, 0, 0, 0]"
54,6,7,0.032,0,2014-04-24 16:48:03,4,0,0,7,"[0, 0, 0, 0, 0, 0]"
55,9,8,0.157,0,2014-04-25 14:12:54,3,0,0,8,[]
56,10,8,0.09300000000000001,0,2014-04-25 14:12:54,5,0,0,8,[]
57,11,8,0.134,0,2014-04-25 14:12:54,12,0,0,8,[]
58,6,8,0.071,0,2014-04-24 20:35:02,4,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
59,4,8,0.196,0,2014-04-24 20:35:02,1,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
60,1,8,0.011000000000000001,0,2014-04-24 20:35:02,1,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
61,10,9,0.113,0,2014-04-25 14:12:54,5,0,0,9,[0]
62,1,9,0.016,0,2014-04-25 14:12:54,1,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0]"
63,4,9,0.218,0,2014-04-25 14:12:54,1,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0]"
64,11,9,0.149,0,2014-04-25 14:12:54,12,0,0,9,[0]
65,6,9,0.07400000000000001,0,2014-04-25 14:12:54,4,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0]"
66,9,9,0.124,0,2014-04-25 14:12:54,4,0,0,9,[0]
67,9,10,0.13699999999999998,0,2014-04-25 19:55:38,6,0,0,10,"[0, 0]"
68,4,10,0.179,0,2014-04-25 19:55:38,1,0,0,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
69,11,10,0.132,0,2014-04-25 19:55:38,12,0,0,10,"[0, 0]"
70,6,10,0.073,0,2014-04-25 19:55:38,4,0,0,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
71,1,10,0.017,0,2014-04-25 19:55:38,1,0,0,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
72,10,10,0.084,0,2014-04-25 19:55:38,5,0,0,10,"[0, 0]"
73,1,11,0.017,0,2014-04-25 20:20:53,1,0,0,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
74,6,11,0.073,0,2014-04-25 20:20:53,4,0,0,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
75,12,11,0.22399999999999998,0,2014-06-19 23:28:10,2,0,0,11,[]
76,10,11,0.094,0,2014-04-25 20:20:53,5,0,0,11,"[0, 0, 0]"
77,4,11,0.19,0,2014-04-25 20:20:53,1,0,0,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
78,11,11,0.11199999999999999,0,2014-04-25 20:20:53,12,0,0,11,"[0, 0, 0]"
79,11,12,0.11199999999999999,0,2014-06-19 23:28:10,12,0,0,12,"[0, 0, 0, 0]"
80,12,12,0.062,0,2014-06-19 23:28:10,2,0,0,12,[0]
81,6,12,0.057,0,2014-06-19 23:28:10,4,0,0,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
82,1,12,0.018000000000000002,0,2014-06-19 23:28:10,1,0,0,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
83,4,12,0.18,0,2014-06-19 23:28:10,1,0,0,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
84,10,12,0.11599999999999999,0,2014-06-19 23:28:10,5,0,0,12,"[0, 0, 0, 0]"
