Id,Name,BuildId,Duration,CalcPrio,LastRun,NumRan,NumErrors,Verdict,Cycle,LastResults
1,1,1,0.057,0,2015-01-20 20:14:43,7,0,0,1,[]
2,2,1,0.115,0,2015-01-20 20:14:43,13,0,0,1,[]
3,3,1,0.0,0,2015-01-20 20:14:43,10,0,0,1,[]
4,4,1,0.64,0,2015-01-20 20:14:43,3,0,0,1,[]
5,5,1,0.018000000000000002,0,2015-01-20 20:14:43,5,0,0,1,[]
6,6,1,0.0,0,2015-01-20 20:14:43,2,0,0,1,[]
7,7,1,0.011,0,2015-01-20 20:14:43,2,0,0,1,[]
8,8,1,0.0,0,2015-01-20 20:14:43,1,0,0,1,[]
9,9,1,0.062,0,2015-01-20 20:14:43,1,0,0,1,[]
10,10,1,0.025,0,2015-01-20 20:14:43,4,0,0,1,[]
11,11,1,0.903,0,2015-01-20 20:14:43,5,0,0,1,[]
12,12,1,0.92,0,2015-01-20 20:14:43,15,0,0,1,[]
13,13,1,0.014,0,2015-01-20 20:14:43,3,0,0,1,[]
14,14,1,0.023,0,2015-01-20 20:14:43,12,0,0,1,[]
15,15,1,0.003,0,2015-01-20 20:14:43,2,0,0,1,[]
16,13,2,0.018000000000000002,0,2015-01-20 20:14:43,3,0,0,2,[0]
17,12,2,1.152,0,2015-01-20 20:14:43,15,0,0,2,[0]
18,16,2,0.35100000000000003,0,2015-02-04 08:47:14,60,0,0,2,[]
19,2,2,0.46,0,2015-01-20 20:14:43,13,0,0,2,[0]
20,17,2,0.32299999999999995,0,2015-02-04 08:47:14,40,0,0,2,[]
21,18,2,0.036000000000000004,0,2015-02-04 08:47:14,20,0,0,2,[]
22,19,2,0.003,0,2015-02-04 08:47:14,13,0,0,2,[]
23,20,2,0.5329999999999999,0,2015-02-04 08:47:14,12,0,0,2,[]
24,21,2,0.012,0,2015-02-04 08:47:14,14,0,0,2,[]
25,22,2,0.005,0,2015-02-04 08:47:14,14,0,0,2,[]
26,9,2,0.068,0,2015-01-20 20:14:43,1,0,0,2,[0]
27,23,2,0.339,0,2015-02-04 08:47:14,160,0,0,2,[]
28,24,2,0.11,0,2015-02-04 08:47:14,9,0,0,2,[]
29,25,2,0.003,0,2015-02-04 08:47:14,29,0,0,2,[]
30,26,2,0.001,0,2015-02-04 08:47:14,17,0,0,2,[]
31,27,2,0.66,0,2015-02-04 08:47:14,11,0,0,2,[]
32,28,3,0.001,0,2015-02-12 20:33:08,4,0,0,3,[]
33,29,3,0.0,0,2015-02-12 20:33:08,2,0,0,3,[]
34,30,3,0.002,0,2015-02-12 20:33:08,2,0,0,3,[]
35,31,3,0.056,0,2015-02-12 20:33:08,30,0,0,3,[]
36,11,3,0.489,0,2015-01-20 20:14:43,5,0,0,3,[0]
37,16,3,0.257,0,2015-02-04 08:47:14,60,0,0,3,[0]
38,12,3,0.8590000000000001,0,2015-02-04 08:47:14,15,0,0,3,"[0, 0]"
39,32,3,0.0,0,2015-02-12 20:33:08,3,0,0,3,[]
40,33,3,0.001,0,2015-02-12 20:33:08,35,0,0,3,[]
41,18,3,0.024,0,2015-02-04 08:47:14,20,0,0,3,[0]
42,34,3,0.0,0,2015-02-12 20:33:08,1,0,0,3,[]
43,35,3,0.003,0,2015-02-12 20:33:08,27,0,0,3,[]
44,36,3,0.0,0,2015-02-12 20:33:08,7,0,0,3,[]
45,37,3,0.0,0,2015-02-12 20:33:08,21,0,0,3,[]
46,38,3,0.006,0,2015-02-12 20:33:08,4,0,0,3,[]
47,39,3,0.0,0,2015-02-12 20:33:08,6,0,0,3,[]
48,40,3,0.004,0,2015-02-12 20:33:08,5,0,0,3,[]
49,41,3,0.0,0,2015-02-12 20:33:08,8,0,0,3,[]
50,42,3,0.036000000000000004,0,2015-02-12 20:33:08,50,0,0,3,[]
51,23,3,0.27,0,2015-02-04 08:47:14,160,0,0,3,[0]
52,43,3,0.0,0,2015-02-12 20:33:08,19,0,0,3,[]
53,44,3,0.021,0,2015-02-12 20:33:08,7,0,0,3,[]
54,45,3,0.0,0,2015-02-12 20:33:08,9,0,0,3,[]
55,46,3,0.022,0,2015-02-12 20:33:08,7,0,0,3,[]
56,47,3,0.0,0,2015-02-12 20:33:08,28,0,0,3,[]
57,48,3,0.008,0,2015-02-12 20:33:08,31,0,0,3,[]
58,49,3,0.0,0,2015-02-12 20:33:08,8,0,0,3,[]
59,50,3,0.0,0,2015-02-12 20:33:08,9,0,0,3,[]
60,51,3,0.013,0,2015-02-12 20:33:08,4,0,0,3,[]
61,52,3,0.019,0,2015-02-12 20:33:08,17,0,0,3,[]
62,53,3,0.001,0,2015-02-12 20:33:08,8,0,0,3,[]
63,54,3,0.0,0,2015-02-12 20:33:08,8,0,0,3,[]
64,55,3,0.0,0,2015-02-12 20:33:08,8,0,0,3,[]
65,17,3,0.35100000000000003,0,2015-02-04 08:47:14,40,0,0,3,[0]
66,56,3,0.005,0,2015-02-12 20:33:08,6,0,0,3,[]
67,57,3,0.0,0,2015-02-12 20:33:08,13,0,0,3,[]
68,58,3,0.0,0,2015-02-12 20:33:08,7,0,0,3,[]
69,24,3,0.004,0,2015-02-04 08:47:14,9,0,0,3,[0]
70,27,3,0.6509999999999999,0,2015-02-04 08:47:14,11,0,0,3,[0]
71,59,3,0.003,0,2015-02-12 20:33:08,5,0,0,3,[]
72,60,3,0.002,0,2015-02-12 20:33:08,5,0,0,3,[]
73,13,3,0.008,0,2015-02-04 08:47:14,3,0,0,3,"[0, 0]"
74,2,3,0.414,0,2015-02-04 08:47:14,13,0,0,3,"[0, 0]"
75,9,3,0.062,0,2015-02-04 08:47:14,1,0,0,3,"[0, 0]"
76,1,3,0.045,0,2015-01-20 20:14:43,7,0,0,3,[0]
77,61,3,0.654,0,2015-02-12 20:33:08,22,0,0,3,[]
78,15,3,0.005,0,2015-01-20 20:14:43,2,0,0,3,[0]
79,20,3,0.01,0,2015-02-04 08:47:14,12,0,0,3,[0]
80,8,3,0.0,0,2015-01-20 20:14:43,1,0,0,3,[0]
81,10,3,0.025,0,2015-01-20 20:14:43,4,0,0,3,[0]
82,14,3,0.008,0,2015-01-20 20:14:43,12,0,0,3,[0]
83,62,3,0.003,0,2015-02-12 20:33:08,7,0,0,3,[]
84,5,3,0.034,0,2015-01-20 20:14:43,5,0,0,3,[0]
85,22,3,0.004,0,2015-02-04 08:47:14,14,0,0,3,[0]
86,63,3,0.004,0,2015-02-12 20:33:08,2,0,0,3,[]
87,64,3,0.012,0,2015-02-12 20:33:08,8,0,0,3,[]
88,65,3,0.01,0,2015-02-12 20:33:08,4,0,0,3,[]
89,66,3,0.005,0,2015-02-12 20:33:08,5,0,0,3,[]
90,67,3,0.0,0,2015-02-12 20:33:08,1,0,0,3,[]
91,68,3,0.008,0,2015-02-12 20:33:08,7,0,0,3,[]
92,69,3,0.001,0,2015-02-12 20:33:08,5,0,0,3,[]
93,70,3,0.003,0,2015-02-12 20:33:08,3,0,0,3,[]
94,71,3,0.001,0,2015-02-12 20:33:08,1,0,0,3,[]
95,21,3,0.009000000000000001,0,2015-02-04 08:47:14,14,0,0,3,[0]
96,7,3,0.009000000000000001,0,2015-01-20 20:14:43,2,0,0,3,[0]
97,72,3,0.003,0,2015-02-12 20:33:08,6,0,0,3,[]
98,25,3,0.001,0,2015-02-04 08:47:14,29,0,0,3,[0]
99,19,3,0.001,0,2015-02-04 08:47:14,13,0,0,3,[0]
100,73,3,0.0,0,2015-02-12 20:33:08,2,0,0,3,[]
101,74,3,0.0,0,2015-02-12 20:33:08,3,0,0,3,[]
102,75,3,0.0,0,2015-02-12 20:33:08,8,0,0,3,[]
103,76,3,0.0,0,2015-02-12 20:33:08,8,0,0,3,[]
104,77,3,0.0,0,2015-02-12 20:33:08,3,0,0,3,[]
105,78,3,0.003,0,2015-02-12 20:33:08,7,0,0,3,[]
106,79,3,0.0,0,2015-02-12 20:33:08,1,0,0,3,[]
107,80,3,0.026,0,2015-02-12 20:33:08,20,0,0,3,[]
108,52,4,0.003,0,2015-02-12 20:33:08,17,0,0,4,[0]
109,71,4,0.0,0,2015-02-12 20:33:08,1,0,0,4,[0]
110,15,4,0.0,0,2015-02-12 20:33:08,2,0,0,4,"[0, 0]"
111,23,4,0.262,0,2015-02-12 20:33:08,160,0,0,4,"[0, 0]"
112,31,4,0.04,0,2015-02-12 20:33:08,30,0,0,4,[0]
113,47,4,0.001,0,2015-02-12 20:33:08,28,0,0,4,[0]
