Id,Name,BuildId,Duration,CalcPrio,LastRun,NumRan,NumErrors,Verdict,Cycle,LastResults
1,1,1,0.076,0,2012-06-03 20:40:32,21,0,0,1,[]
2,2,1,0.021,0,2012-06-03 20:40:32,81,0,0,1,[]
3,3,1,0.0,0,2012-06-03 20:40:32,6,0,0,1,[]
4,4,1,0.016,0,2012-06-03 20:40:32,25,0,0,1,[]
5,5,1,0.001,0,2012-06-03 20:40:32,4,0,0,1,[]
6,6,1,0.142,0,2012-06-03 20:40:32,10,0,0,1,[]
7,7,1,0.016,0,2012-06-03 20:40:32,50,0,0,1,[]
8,8,1,0.005,0,2012-06-03 20:40:32,17,0,0,1,[]
9,9,1,0.001,0,2012-06-03 20:40:32,7,0,0,1,[]
10,10,1,0.0,0,2012-06-03 20:40:32,6,0,0,1,[]
11,11,1,0.034,0,2012-06-03 20:40:32,47,0,0,1,[]
12,12,1,0.0,0,2012-06-03 20:40:32,1,0,0,1,[]
13,13,1,0.002,0,2012-06-03 20:40:32,7,0,0,1,[]
14,14,2,0.009000000000000001,0,2012-06-06 12:40:59,2,0,0,2,[]
15,4,2,0.01,0,2012-06-03 20:40:32,25,0,0,2,[0]
16,12,2,0.0,0,2012-06-03 20:40:32,1,0,0,2,[0]
17,3,2,0.0,0,2012-06-03 20:40:32,6,0,0,2,[0]
18,15,2,0.001,0,2012-06-06 12:40:59,3,0,0,2,[]
19,5,2,0.001,0,2012-06-03 20:40:32,4,0,0,2,[0]
20,10,2,0.001,0,2012-06-03 20:40:32,6,0,0,2,[0]
21,16,2,0.046,0,2012-06-06 12:40:59,16,0,0,2,[]
22,8,2,0.004,0,2012-06-03 20:40:32,17,0,0,2,[0]
23,7,2,0.012,0,2012-06-03 20:40:32,50,0,0,2,[0]
24,9,2,0.003,0,2012-06-03 20:40:32,7,0,0,2,[0]
25,13,2,0.001,0,2012-06-03 20:40:32,7,0,0,2,[0]
26,11,2,0.083,0,2012-06-03 20:40:32,47,0,0,2,[0]
27,6,2,0.15,0,2012-06-03 20:40:32,10,0,0,2,[0]
28,2,2,0.026000000000000002,0,2012-06-03 20:40:32,81,0,0,2,[0]
29,12,3,0.001,0,2012-06-06 12:40:59,1,0,0,3,"[0, 0]"
30,8,3,0.002,0,2012-06-06 12:40:59,17,0,0,3,"[0, 0]"
31,1,3,0.07400000000000001,0,2012-06-03 20:40:32,21,0,0,3,[0]
32,11,3,0.033,0,2012-06-06 12:40:59,47,0,0,3,"[0, 0]"
33,2,3,0.018000000000000002,0,2012-06-06 12:40:59,81,0,0,3,"[0, 0]"
34,3,3,0.0,0,2012-06-06 12:40:59,6,0,0,3,"[0, 0]"
35,4,3,0.01,0,2012-06-06 12:40:59,25,0,0,3,"[0, 0]"
36,10,3,0.0,0,2012-06-06 12:40:59,6,0,0,3,"[0, 0]"
37,5,3,0.0,0,2012-06-06 12:40:59,4,0,0,3,"[0, 0]"
38,13,3,0.001,0,2012-06-06 12:40:59,7,0,0,3,"[0, 0]"
39,6,3,0.11,0,2012-06-06 12:40:59,10,0,0,3,"[0, 0]"
40,7,3,0.018000000000000002,0,2012-06-06 12:40:59,50,0,0,3,"[0, 0]"
41,9,3,0.001,0,2012-06-06 12:40:59,7,0,0,3,"[0, 0]"
42,2,4,0.02,0,2012-06-10 22:16:39,81,0,0,4,"[0, 0, 0]"
43,17,4,0.0,0,2012-07-17 07:03:32,8,0,0,4,[]
44,18,4,0.0,0,2012-07-17 07:03:32,4,0,0,4,[]
45,14,4,0.0,0,2012-06-06 12:40:59,2,0,0,4,[0]
46,19,4,0.0,0,2012-07-17 07:03:32,6,0,0,4,[]
47,6,4,0.11599999999999999,0,2012-06-10 22:16:39,10,0,0,4,"[0, 0, 0]"
48,11,4,0.033,0,2012-06-10 22:16:39,47,0,0,4,"[0, 0, 0]"
49,5,4,0.001,0,2012-06-10 22:16:39,4,0,0,4,"[0, 0, 0]"
50,1,4,0.076,0,2012-06-10 22:16:39,21,0,0,4,"[0, 0]"
51,13,4,0.002,0,2012-06-10 22:16:39,7,0,0,4,"[0, 0, 0]"
52,4,4,0.011000000000000001,0,2012-06-10 22:16:39,25,0,0,4,"[0, 0, 0]"
53,8,4,0.006,0,2012-06-10 22:16:39,17,0,0,4,"[0, 0, 0]"
54,3,4,0.0,0,2012-06-10 22:16:39,6,0,0,4,"[0, 0, 0]"
55,7,4,0.019,0,2012-06-10 22:16:39,50,0,0,4,"[0, 0, 0]"
56,9,4,0.002,0,2012-06-10 22:16:39,7,0,0,4,"[0, 0, 0]"
57,15,4,0.001,0,2012-06-06 12:40:59,3,0,0,4,[0]
58,10,4,0.0,0,2012-06-10 22:16:39,6,0,0,4,"[0, 0, 0]"
59,12,4,0.0,0,2012-06-10 22:16:39,1,0,0,4,"[0, 0, 0]"
60,20,5,0.005,0,2012-07-17 21:16:54,15,0,0,5,[]
61,8,5,0.004,0,2012-07-17 07:03:32,17,0,0,5,"[0, 0, 0, 0]"
62,17,5,0.0,0,2012-07-17 07:03:32,8,0,0,5,[0]
63,9,5,0.003,0,2012-07-17 07:03:32,7,0,0,5,"[0, 0, 0, 0]"
64,13,5,0.003,0,2012-07-17 07:03:32,7,0,0,5,"[0, 0, 0, 0]"
65,2,5,0.02,0,2012-07-17 07:03:32,81,0,0,5,"[0, 0, 0, 0]"
66,11,5,0.031,0,2012-07-17 07:03:32,47,0,0,5,"[0, 0, 0, 0]"
67,4,5,0.012,0,2012-07-17 07:03:32,25,0,0,5,"[0, 0, 0, 0]"
68,12,5,0.0,0,2012-07-17 07:03:32,1,0,0,5,"[0, 0, 0, 0]"
69,5,5,0.0,0,2012-07-17 07:03:32,4,0,0,5,"[0, 0, 0, 0]"
70,7,5,0.02,0,2012-07-17 07:03:32,50,0,0,5,"[0, 0, 0, 0]"
71,10,5,0.0,0,2012-07-17 07:03:32,6,0,0,5,"[0, 0, 0, 0]"
72,6,5,0.11599999999999999,0,2012-07-17 07:03:32,10,0,0,5,"[0, 0, 0, 0]"
73,3,5,0.0,0,2012-07-17 07:03:32,6,0,0,5,"[0, 0, 0, 0]"
74,1,5,0.07400000000000001,0,2012-07-17 07:03:32,21,0,0,5,"[0, 0, 0]"
75,15,6,0.002,0,2012-07-17 07:03:32,3,0,0,6,"[0, 0]"
76,9,6,0.002,0,2012-07-17 21:16:54,7,0,0,6,"[0, 0, 0, 0, 0]"
77,17,6,0.002,0,2012-07-17 21:16:54,8,0,0,6,"[0, 0]"
78,5,6,0.0,0,2012-07-17 21:16:54,4,0,0,6,"[0, 0, 0, 0, 0]"
79,11,6,0.063,0,2012-07-17 21:16:54,47,0,0,6,"[0, 0, 0, 0, 0]"
80,6,6,0.171,0,2012-07-17 21:16:54,10,0,0,6,"[0, 0, 0, 0, 0]"
81,1,6,0.10800000000000001,0,2012-07-17 21:16:54,21,0,0,6,"[0, 0, 0, 0]"
82,8,6,0.008,0,2012-07-17 21:16:54,17,0,0,6,"[0, 0, 0, 0, 0]"
83,3,6,0.0,0,2012-07-17 21:16:54,6,0,0,6,"[0, 0, 0, 0, 0]"
84,4,6,0.016,0,2012-07-17 21:16:54,25,0,0,6,"[0, 0, 0, 0, 0]"
85,13,6,0.002,0,2012-07-17 21:16:54,7,0,0,6,"[0, 0, 0, 0, 0]"
86,7,6,0.027999999999999997,0,2012-07-17 21:16:54,50,0,0,6,"[0, 0, 0, 0, 0]"
87,10,6,0.0,0,2012-07-17 21:16:54,6,0,0,6,"[0, 0, 0, 0, 0]"
88,12,6,0.0,0,2012-07-17 21:16:54,1,0,0,6,"[0, 0, 0, 0, 0]"
89,2,6,0.03,0,2012-07-17 21:16:54,81,0,0,6,"[0, 0, 0, 0, 0]"
90,20,6,0.006,0,2012-07-17 21:16:54,15,0,0,6,[0]
91,21,7,0.0,0,2012-09-21 18:45:39,9,0,0,7,[]
92,8,7,0.003,0,2012-07-18 22:33:01,17,0,0,7,"[0, 0, 0, 0, 0, 0]"
93,5,7,0.0,0,2012-07-18 22:33:01,4,0,0,7,"[0, 0, 0, 0, 0, 0]"
94,7,7,0.013999999999999999,0,2012-07-18 22:33:01,50,0,0,7,"[0, 0, 0, 0, 0, 0]"
95,2,7,0.02,0,2012-07-18 22:33:01,81,0,0,7,"[0, 0, 0, 0, 0, 0]"
96,9,7,0.001,0,2012-07-18 22:33:01,7,0,0,7,"[0, 0, 0, 0, 0, 0]"
97,3,7,0.0,0,2012-07-18 22:33:01,6,0,0,7,"[0, 0, 0, 0, 0, 0]"
98,10,7,0.0,0,2012-07-18 22:33:01,6,0,0,7,"[0, 0, 0, 0, 0, 0]"
99,11,7,0.033,0,2012-07-18 22:33:01,47,0,0,7,"[0, 0, 0, 0, 0, 0]"
100,13,7,0.0,0,2012-07-18 22:33:01,7,0,0,7,"[0, 0, 0, 0, 0, 0]"
101,15,7,0.001,0,2012-07-18 22:33:01,3,0,0,7,"[0, 0, 0]"
102,12,7,0.0,0,2012-07-18 22:33:01,1,0,0,7,"[0, 0, 0, 0, 0, 0]"
103,17,7,0.0,0,2012-07-18 22:33:01,8,0,0,7,"[0, 0, 0]"
104,6,7,0.115,0,2012-07-18 22:33:01,10,0,0,7,"[0, 0, 0, 0, 0, 0]"
105,4,7,0.01,0,2012-07-18 22:33:01,25,0,0,7,"[0, 0, 0, 0, 0, 0]"
106,1,7,0.07200000000000001,0,2012-07-18 22:33:01,21,0,0,7,"[0, 0, 0, 0, 0]"
107,21,8,0.002,0,2012-09-21 18:45:39,9,0,0,8,[0]
108,8,8,0.009000000000000001,0,2012-09-21 18:45:39,17,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
109,13,8,0.001,0,2012-09-21 18:45:39,7,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
110,11,8,0.057,0,2012-09-21 18:45:39,47,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
111,12,8,0.0,0,2012-09-21 18:45:39,1,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
112,17,8,0.001,0,2012-09-21 18:45:39,8,0,0,8,"[0, 0, 0, 0]"
113,9,8,0.002,0,2012-09-21 18:45:39,7,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
114,7,8,0.019,0,2012-09-21 18:45:39,50,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
115,5,8,0.001,0,2012-09-21 18:45:39,4,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
116,10,8,0.0,0,2012-09-21 18:45:39,6,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
117,2,8,0.02,0,2012-09-21 18:45:39,81,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
118,6,8,0.151,0,2012-09-21 18:45:39,10,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
119,4,8,0.018000000000000002,0,2012-09-21 18:45:39,25,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
120,15,8,0.002,0,2012-09-21 18:45:39,3,0,0,8,"[0, 0, 0, 0]"
121,3,8,0.0,0,2012-09-21 18:45:39,6,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
122,1,8,0.10400000000000001,0,2012-09-21 18:45:39,21,0,0,8,"[0, 0, 0, 0, 0, 0]"
123,15,9,0.001,0,2012-09-21 18:52:35,3,0,0,9,"[0, 0, 0, 0, 0]"
124,20,9,0.005,0,2012-07-18 22:33:01,15,0,0,9,"[0, 0]"
125,5,9,0.001,0,2012-09-21 18:52:35,4,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0]"
126,9,9,0.003,0,2012-09-21 18:52:35,7,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0]"
127,1,9,0.071,0,2012-09-21 18:52:35,21,0,0,9,"[0, 0, 0, 0, 0, 0, 0]"
128,10,9,0.0,0,2012-09-21 18:52:35,6,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0]"
129,2,9,0.018000000000000002,0,2012-09-21 18:52:35,81,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0]"
130,11,9,0.027000000000000003,0,2012-09-21 18:52:35,47,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0]"
131,8,9,0.006,0,2012-09-21 18:52:35,17,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0]"
132,7,9,0.015,0,2012-09-21 18:52:35,50,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0]"
133,3,9,0.0,0,2012-09-21 18:52:35,6,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0]"
134,13,9,0.001,0,2012-09-21 18:52:35,7,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0]"
135,17,9,0.0,0,2012-09-21 18:52:35,8,0,0,9,"[0, 0, 0, 0, 0]"
136,6,9,0.10400000000000001,0,2012-09-21 18:52:35,10,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0]"
137,4,9,0.01,0,2012-09-21 18:52:35,25,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0]"
138,12,9,0.0,0,2012-09-21 18:52:35,1,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0]"
