Id,Name,BuildId,Duration,CalcPrio,LastRun,NumRan,NumErrors,Verdict,Cycle,LastResults
1,1,1,2.737,0,2016-03-17 14:19:19,30,0,0,1,[]
2,2,1,5.5779999999999985,0,2016-03-17 14:19:19,55,0,0,1,[]
3,3,1,3.0380000000000003,0,2016-03-17 14:19:19,33,0,0,1,[]
4,4,1,0.238,0,2016-03-17 14:19:19,1,0,0,1,[]
5,5,1,2.9610000000000003,0,2016-03-17 14:19:19,29,0,0,1,[]
6,6,1,0.004,0,2016-03-17 14:19:19,5,0,0,1,[]
7,7,1,0.004,0,2016-03-17 14:19:19,5,0,0,1,[]
8,8,1,0.204,0,2016-03-17 14:19:19,3,0,0,1,[]
9,9,1,5.382999999999999,0,2016-03-17 14:19:19,56,0,0,1,[]
10,10,1,0.0,0,2016-03-17 14:19:19,1,0,0,1,[]
11,11,1,5.6229999999999976,0,2016-03-17 14:19:19,56,0,0,1,[]
12,12,1,0.023,0,2016-03-17 14:19:19,4,0,0,1,[]
13,13,1,16.186,0,2016-03-17 14:19:19,61,0,0,1,[]
14,14,1,0.039,0,2016-03-17 14:19:19,3,0,0,1,[]
15,15,1,13.652,0,2016-03-17 14:19:19,64,0,0,1,[]
16,14,2,0.033,0,2016-03-17 14:19:19,3,0,0,2,[0]
17,13,2,16.061,0,2016-03-17 14:19:19,61,0,0,2,[0]
18,12,2,0.02,0,2016-03-17 14:19:19,4,0,0,2,[0]
19,11,2,5.782,0,2016-03-17 14:19:19,56,0,0,2,[0]
20,9,2,5.462999999999999,0,2016-03-17 14:19:19,56,0,0,2,[0]
21,15,2,13.584,0,2016-03-17 14:19:19,64,0,0,2,[0]
22,2,2,5.5,0,2016-03-17 14:19:19,55,0,0,2,[0]
23,10,2,0.001,0,2016-03-17 14:19:19,1,0,0,2,[0]
24,9,3,5.485,0,2016-03-17 14:30:55,56,0,0,3,"[0, 0]"
25,2,3,5.692,0,2016-03-17 14:30:55,55,0,0,3,"[0, 0]"
26,13,3,16.045,0,2016-03-17 14:30:55,61,0,0,3,"[0, 0]"
27,14,3,0.042,0,2016-03-17 14:30:55,3,0,0,3,"[0, 0]"
28,12,3,0.023,0,2016-03-17 14:30:55,4,0,0,3,"[0, 0]"
29,10,3,0.004,0,2016-03-17 14:30:55,1,0,0,3,"[0, 0]"
30,15,3,13.598,0,2016-03-17 14:30:55,64,0,0,3,"[0, 0]"
31,11,3,5.815,0,2016-03-17 14:30:55,56,0,0,3,"[0, 0]"
32,6,4,0.006,0,2016-03-17 14:19:19,5,0,0,4,[0]
33,15,4,13.897,0,2016-03-17 14:35:06,64,0,0,4,"[0, 0, 0]"
34,16,4,0.0,0,2016-04-20 06:20:28,4,0,0,4,[]
35,17,4,0.009000000000000001,0,2016-04-20 06:20:28,3,0,0,4,[]
36,18,4,0.01,0,2016-04-20 06:20:28,3,0,0,4,[]
37,19,4,6.9570000000000025,0,2016-04-20 06:20:28,7,0,0,4,[]
38,20,4,0.0,0,2016-04-20 06:20:28,1,0,0,4,[]
39,21,4,6.506,0,2016-04-20 06:20:28,34,0,0,4,[]
40,22,4,4.5539999999999985,0,2016-04-20 06:20:28,35,0,0,4,[]
41,12,5,0.043,0,2016-03-17 14:35:06,4,0,0,5,"[0, 0, 0]"
42,19,5,6.574,0,2016-04-20 06:20:28,7,0,0,5,[0]
43,20,5,0.0,0,2016-04-20 06:20:28,1,0,0,5,[0]
44,22,5,4.4289999999999985,0,2016-04-20 06:20:28,35,0,0,5,[0]
45,17,5,0.006999999999999999,0,2016-04-20 06:20:28,3,0,0,5,[0]
46,18,5,0.005,0,2016-04-20 06:20:28,3,0,0,5,[0]
47,21,5,8.07,0,2016-04-20 06:20:28,34,0,0,5,[0]
48,14,5,0.013,0,2016-03-17 14:35:06,3,0,0,5,"[0, 0, 0]"
49,23,5,0.001,0,2016-06-07 00:43:52,1,0,0,5,[]
50,4,6,0.227,0,2016-03-17 14:19:19,1,0,0,6,[0]
51,1,6,2.728,0,2016-03-17 14:19:19,30,0,0,6,[0]
52,24,6,0.0,0,2016-07-21 03:55:02,3,0,0,6,[]
53,25,6,0.002,0,2016-07-21 03:55:02,2,0,0,6,[]
54,15,6,13.603,0,2016-04-20 06:20:28,64,0,0,6,"[0, 0, 0, 0]"
55,26,6,0.004,0,2016-07-21 03:55:02,4,0,0,6,[]
56,2,6,5.606,0,2016-03-17 14:35:06,55,0,0,6,"[0, 0, 0]"
57,7,6,0.002,0,2016-03-17 14:19:19,5,0,0,6,[0]
58,6,6,0.002,0,2016-04-20 06:20:28,5,0,0,6,"[0, 0]"
59,16,6,0.001,0,2016-04-20 06:20:28,6,0,0,6,[0]
60,27,6,0.0,0,2016-07-21 03:55:02,3,0,0,6,[]
61,3,6,3.04,0,2016-03-17 14:19:19,33,0,0,6,[0]
62,28,6,2.872,0,2016-07-21 03:55:02,37,0,0,6,[]
63,5,6,2.879,0,2016-03-17 14:19:19,29,0,0,6,[0]
64,8,6,0.206,0,2016-03-17 14:19:19,3,0,0,6,[0]
65,9,6,5.754,0,2016-03-17 14:35:06,56,0,0,6,"[0, 0, 0]"
66,10,6,0.0,0,2016-03-17 14:35:06,1,0,0,6,"[0, 0, 0]"
67,21,6,6.6720000000000015,0,2016-06-07 00:43:52,34,0,0,6,"[0, 0]"
68,13,6,16.06,0,2016-03-17 14:35:06,61,0,0,6,"[0, 0, 0]"
69,12,6,0.022,0,2016-06-07 00:43:52,4,0,0,6,"[0, 0, 0, 0]"
70,12,7,0.018000000000000002,0,2016-07-21 03:55:02,4,0,0,7,"[0, 0, 0, 0, 0]"
