Id,Name,BuildId,Duration,CalcPrio,LastRun,NumRan,NumErrors,Verdict,Cycle,LastResults
1,1,1,0.01,0,2015-08-20 21:36:33,3,0,0,1,[]
2,2,1,0.052000000000000005,0,2015-08-20 21:36:33,9,0,0,1,[]
3,3,1,5.917000000000001,0,2015-08-20 21:36:33,1,0,0,1,[]
4,4,1,0.001,0,2015-08-20 21:36:33,2,0,0,1,[]
5,5,1,0.001,0,2015-08-20 21:36:33,11,0,0,1,[]
6,6,1,0.0,0,2015-08-20 21:36:33,2,0,0,1,[]
7,7,1,0.008,0,2015-08-20 21:36:33,37,0,0,1,[]
8,8,1,0.001,0,2015-08-20 21:36:33,2,0,0,1,[]
9,9,1,0.006999999999999999,0,2015-08-20 21:36:33,1,0,0,1,[]
10,10,1,0.0,0,2015-08-20 21:36:33,1,0,0,1,[]
11,11,1,0.0,0,2015-08-20 21:36:33,1,0,0,1,[]
12,12,1,0.003,0,2015-08-20 21:36:33,3,0,0,1,[]
13,13,1,0.0,0,2015-08-20 21:36:33,4,0,0,1,[]
14,14,1,0.001,0,2015-08-20 21:36:33,1,0,0,1,[]
15,15,1,0.0,0,2015-08-20 21:36:33,1,0,0,1,[]
16,16,1,0.015,0,2015-08-20 21:36:33,1,0,0,1,[]
17,17,1,0.0,0,2015-08-20 21:36:33,1,0,0,1,[]
18,18,1,0.055,0,2015-08-20 21:36:33,2,0,0,1,[]
19,6,2,0.0,0,2015-08-20 21:36:33,2,0,0,2,[0]
20,12,2,0.0,0,2015-08-20 21:36:33,3,0,0,2,[0]
21,9,2,0.0,0,2015-08-20 21:36:33,1,0,0,2,[0]
22,8,2,0.0,0,2015-08-20 21:36:33,2,0,0,2,[0]
23,2,2,0.048,0,2015-08-20 21:36:33,9,0,0,2,[0]
24,10,2,0.0,0,2015-08-20 21:36:33,1,0,0,2,[0]
25,4,2,0.0,0,2015-08-20 21:36:33,2,0,0,2,[0]
26,3,2,6.354,0,2015-08-20 21:36:33,1,0,0,2,[0]
27,7,2,0.008,0,2015-08-20 21:36:33,37,0,0,2,[0]
28,17,2,0.0,0,2015-08-20 21:36:33,1,0,0,2,[0]
29,13,2,0.0,0,2015-08-20 21:36:33,4,0,0,2,[0]
30,1,2,0.013999999999999999,0,2015-08-20 21:36:33,3,0,0,2,[0]
31,14,2,0.0,0,2015-08-20 21:36:33,1,0,0,2,[0]
32,11,2,0.0,0,2015-08-20 21:36:33,1,0,0,2,[0]
33,15,2,0.0,0,2015-08-20 21:36:33,1,0,0,2,[0]
34,19,2,0.003,0,2015-08-20 21:47:14,1,0,0,2,[]
35,5,2,0.001,0,2015-08-20 21:36:33,11,0,0,2,[0]
36,8,3,0.001,0,2015-08-20 21:47:14,2,0,0,3,"[0, 0]"
37,2,3,0.040999999999999995,0,2015-08-20 21:47:14,9,0,0,3,"[0, 0]"
38,6,3,0.0,0,2015-08-20 21:47:14,2,0,0,3,"[0, 0]"
39,5,3,0.0,0,2015-08-20 21:47:14,11,0,0,3,"[0, 0]"
40,4,3,0.0,0,2015-08-20 21:47:14,2,0,0,3,"[0, 0]"
41,1,3,0.013000000000000001,0,2015-08-20 21:47:14,3,0,0,3,"[0, 0]"
42,3,3,6.936,0,2015-08-20 21:47:14,1,0,0,3,"[0, 0]"
43,9,3,0.0,0,2015-08-20 21:47:14,1,0,0,3,"[0, 0]"
44,15,3,0.0,0,2015-08-20 21:47:14,1,0,0,3,"[0, 0]"
45,5,4,0.001,0,2015-08-20 22:56:09,11,0,0,4,"[0, 0, 0]"
46,9,4,0.0,0,2015-08-20 22:56:09,1,0,0,4,"[0, 0, 0]"
47,17,4,0.0,0,2015-08-20 21:47:14,1,0,0,4,"[0, 0]"
48,6,4,0.0,0,2015-08-20 22:56:09,2,0,0,4,"[0, 0, 0]"
49,2,4,0.076,0,2015-08-20 22:56:09,9,0,0,4,"[0, 0, 0]"
50,8,4,0.0,0,2015-08-20 22:56:09,2,0,0,4,"[0, 0, 0]"
51,19,4,0.006999999999999999,0,2015-08-20 21:47:14,1,0,0,4,[0]
52,15,4,0.0,0,2015-08-20 22:56:09,1,0,0,4,"[0, 0, 0]"
53,16,4,0.015,0,2015-08-20 21:36:33,1,0,0,4,[0]
54,2,5,0.043,0,2015-08-20 23:04:58,9,0,0,5,"[0, 0, 0, 0]"
55,1,5,0.021,0,2015-08-20 22:56:09,3,0,0,5,"[0, 0, 0]"
56,6,5,0.001,0,2015-08-20 23:04:58,2,0,0,5,"[0, 0, 0, 0]"
