Id,Name,BuildId,Duration,CalcPrio,LastRun,NumRan,NumErrors,Verdict,Cycle,LastResults
1,1,1,1.794,0,2018-07-12 10:44:33,88,0,0,1,[]
2,2,1,0.16,0,2018-07-12 10:44:33,58,0,0,1,[]
3,3,1,0.555,0,2018-07-12 10:44:33,3,0,0,1,[]
4,4,1,0.529,0,2018-07-12 10:44:33,6,0,0,1,[]
5,5,1,0.038,0,2018-07-12 10:44:33,8,0,0,1,[]
6,6,1,0.04,0,2018-07-12 10:44:33,7,0,0,1,[]
7,7,1,0.213,0,2018-07-12 10:44:33,22,0,0,1,[]
8,8,1,0.006,0,2018-07-12 10:44:33,1,0,0,1,[]
9,9,1,0.0,0,2018-07-12 10:44:33,4,0,0,1,[]
10,10,1,1.244,0,2018-07-12 10:44:33,126,0,0,1,[]
11,11,1,0.014,0,2018-07-12 10:44:33,11,0,0,1,[]
12,12,1,0.0,0,2018-07-12 10:44:33,4,0,0,1,[]
13,13,1,0.027000000000000003,0,2018-07-12 10:44:33,6,0,0,1,[]
14,14,1,0.0,0,2018-07-12 10:44:33,2,0,0,1,[]
15,15,1,0.029,0,2018-07-12 10:44:33,3,0,0,1,[]
16,16,2,0.131,0,2018-07-24 15:24:34,82,0,0,2,[]
17,17,2,0.049,0,2018-07-24 15:24:34,46,0,0,2,[]
18,18,2,0.073,0,2018-07-24 15:24:34,24,0,0,2,[]
19,19,2,1.043,0,2018-07-24 15:24:34,11,0,0,2,[]
20,20,2,0.061,0,2018-07-24 15:24:34,42,0,0,2,[]
21,21,2,0.048,0,2018-07-24 15:24:34,50,0,0,2,[]
22,22,2,0.021,0,2018-07-24 15:24:34,32,0,0,2,[]
23,23,2,0.006,0,2018-07-24 15:24:34,20,0,0,2,[]
24,24,2,0.077,0,2018-07-24 15:24:34,76,0,0,2,[]
25,25,2,0.916,0,2018-07-24 15:24:34,28,0,0,2,[]
26,26,2,0.013,0,2018-07-24 15:24:34,10,0,0,2,[]
27,27,2,0.037000000000000005,0,2018-07-24 15:24:34,70,0,0,2,[]
28,28,2,0.001,0,2018-07-24 15:24:34,12,0,0,2,[]
29,29,3,0.763,0,2018-07-24 15:26:04,26,0,0,3,[]
30,30,3,0.0,0,2018-07-24 15:26:04,1,0,0,3,[]
31,31,3,0.0,0,2018-07-24 15:26:04,12,0,0,3,[]
32,32,3,0.057,0,2018-07-24 15:26:04,15,0,0,3,[]
33,33,3,0.015,0,2018-07-24 15:26:04,15,0,0,3,[]
34,34,3,0.002,0,2018-07-24 15:26:04,2,0,0,3,[]
35,35,3,1.04,0,2018-07-24 15:26:04,2,0,0,3,[]
36,36,3,0.556,0,2018-07-24 15:26:04,819,0,0,3,[]
37,37,3,0.0,0,2018-07-24 15:26:04,1,0,0,3,[]
38,18,3,0.016,0,2018-07-24 15:24:34,24,0,0,3,[0]
39,38,3,0.235,0,2018-07-24 15:26:04,35,0,0,3,[]
40,39,3,0.002,0,2018-07-24 15:26:04,1,0,0,3,[]
41,40,3,0.055,0,2018-07-24 15:26:04,34,0,0,3,[]
42,41,3,0.081,0,2018-07-24 15:26:04,560,0,0,3,[]
43,42,3,240.83900000000003,0,2018-07-24 15:26:04,6,0,0,3,[]
44,43,3,0.0,0,2018-07-24 15:26:04,1,0,0,3,[]
45,44,3,0.009000000000000001,0,2018-07-24 15:26:04,1,0,0,3,[]
46,45,3,0.173,0,2018-07-24 15:26:04,16,0,0,3,[]
47,46,3,9.897,0,2018-07-24 15:26:04,2,1,1,3,[]
48,47,3,0.065,0,2018-07-24 15:26:04,464,0,0,3,[]
49,48,3,0.1,0,2018-07-24 15:26:04,1,0,0,3,[]
50,49,3,0.17600000000000002,0,2018-07-24 15:26:04,1,0,0,3,[]
51,50,3,0.001,0,2018-07-24 15:26:04,1,0,0,3,[]
52,51,3,0.0,0,2018-07-24 15:26:04,1,0,0,3,[]
53,1,3,0.32,0,2018-07-12 10:44:33,88,0,0,3,[0]
54,2,3,0.228,0,2018-07-12 10:44:33,58,0,0,3,[0]
55,52,3,0.434,0,2018-07-24 15:26:04,10,0,0,3,[]
56,53,3,0.001,0,2018-07-24 15:26:04,2,0,0,3,[]
57,54,3,0.025,0,2018-07-24 15:26:04,10,0,0,3,[]
58,55,3,0.0,0,2018-07-24 15:26:04,1,0,0,3,[]
59,56,3,1.187,0,2018-07-24 15:26:04,24,0,0,3,[]
60,57,3,0.0,0,2018-07-24 15:26:04,1,0,0,3,[]
61,24,3,0.016,0,2018-07-24 15:24:34,76,0,0,3,[0]
62,23,3,0.012,0,2018-07-24 15:24:34,20,0,0,3,[0]
63,26,3,0.009000000000000001,0,2018-07-24 15:24:34,10,0,0,3,[0]
64,19,3,0.233,0,2018-07-24 15:24:34,11,0,0,3,[0]
65,21,3,0.027000000000000003,0,2018-07-24 15:24:34,50,0,0,3,[0]
66,22,3,0.024,0,2018-07-24 15:24:34,32,0,0,3,[0]
67,20,3,0.069,0,2018-07-24 15:24:34,42,0,0,3,[0]
68,28,3,0.0,0,2018-07-24 15:24:34,12,0,0,3,[0]
69,25,3,0.122,0,2018-07-24 15:24:34,28,0,0,3,[0]
70,17,3,0.002,0,2018-07-24 15:24:34,46,0,0,3,[0]
71,16,3,0.159,0,2018-07-24 15:24:34,82,0,0,3,[0]
72,27,3,0.009000000000000001,0,2018-07-24 15:24:34,70,0,0,3,[0]
73,58,3,0.126,0,2018-07-24 15:26:04,13,0,0,3,[]
74,44,4,0.004,0,2018-07-24 15:26:04,1,0,0,4,[0]
75,59,4,0.004,0,2018-09-20 10:48:46,1,0,0,4,[]
76,60,4,0.001,0,2018-09-20 10:48:46,3,0,0,4,[]
77,51,4,0.0,0,2018-07-24 15:26:04,1,0,0,4,[0]
78,61,4,0.969,0,2018-09-20 10:48:46,20,0,0,4,[]
79,62,4,0.226,0,2018-09-20 10:48:46,2,0,0,4,[]
80,63,4,0.001,0,2018-09-20 10:48:46,9,0,0,4,[]
81,38,4,0.16699999999999998,0,2018-07-24 15:26:04,35,0,0,4,[0]
