Id,Name,Duration,LastRun,LastResults,Verdict,Cycle,E1,E2,E3,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,LastRunFeature,DurationFeature,CalcPrio,ranking
3,3,0.122,2018-08-17,"[0, 0, 0]",0,1,0,0,0,0,0,1.0,1.0,0.00047399072998457586,0.90936285,1
6,6,0.073,2018-08-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.5984008156561393,1.0,0.0002836174040071642,0.568782,2
5,5,0.055,2018-08-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.4508745846726803,1.0,0.00021368434548484975,0.44728684,3
2,2,0.006999999999999999,2018-08-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.05747130205012285,1.0,2.7196189425344515e-05,0.13617556,4
1,1,0.001,2018-08-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.00829589172230318,1.0,3.88516991790636e-06,0.09884764,6
4,4,0.001,2018-08-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.00829589172230318,1.0,3.88516991790636e-06,0.09884764,5
Id,Name,Duration,LastRun,LastResults,Verdict,Cycle,E1,E2,E3,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,LastRunFeature,DurationFeature,CalcPrio,ranking
10,10,0.21,2018-08-23,"[0, 0, 0]",0,2,0,0,0,0,0,1.0,0.0042583392476934,0.0008158856827603356,0.90936285,1
7,7,0.047,2018-08-23,"[0, 0, 0]",0,2,0,0,0,0,0,0.2238871350960142,0.0042583392476934,0.0001826029861415989,0.26734278,2
9,9,0.03,2018-08-23,"[0, 0, 0]",0,2,0,0,0,0,0,0.14294284857228562,0.0042583392476934,0.00011655509753719077,0.20424742,3
8,8,0.005,2018-08-23,"[0, 0, 0]",0,2,0,0,0,0,0,0.02390713309621419,0.0042583392476934,1.94258495895318e-05,0.11320889,4
11,11,0.002,2018-08-23,"[0, 0, 0]",0,2,0,0,0,0,0,0.009622847239085616,0.0042583392476934,7.77033983581272e-06,0.10243247,5
12,12,0.001,2018-08-23,"[0, 0, 0]",0,2,0,0,0,0,0,0.0048614186200427595,0.0042583392476934,3.88516991790636e-06,0.09884764,6
Id,Name,Duration,LastRun,LastResults,Verdict,Cycle,E1,E2,E3,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,LastRunFeature,DurationFeature,CalcPrio,ranking
18,10,0.191,2018-08-23,"[0, 0, 0]",0,3,0,0,0,0,0,1.0,0.0,0.0007420674543201146,0.90936285,1
13,7,0.048,2018-08-23,"[0, 0, 0]",0,3,0,0,0,0,0,0.25138376214734554,0.0,0.00018648815605950525,0.28870055,2
14,9,0.034,2018-08-23,"[0, 0, 0]",0,3,0,0,0,0,0,0.1780926619379947,0.0,0.00013209577720881623,0.23122835,3
17,11,0.009000000000000001,2018-08-23,"[0, 0, 0]",0,3,0,0,0,0,0,0.0472156972784397,0.0,3.4966529261157236e-05,0.13051891,4
15,8,0.001,2018-08-23,"[0, 0, 0]",0,3,0,0,0,0,0,0.0053350685873821005,0.0,3.88516991790636e-06,0.09884764,6
16,12,0.001,2018-08-23,"[0, 0, 0]",0,3,0,0,0,0,0,0.0053350685873821005,0.0,3.88516991790636e-06,0.09884764,5
Id,Name,Duration,LastRun,LastResults,Verdict,Cycle,E1,E2,E3,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,LastRunFeature,DurationFeature,CalcPrio,ranking
23,10,0.239,2018-08-23,"[0, 0, 0]",0,4,0,0,0,0,0,1.0,0.0,0.00092855561037962,0.90936285,1
19,7,0.054000000000000006,2018-08-23,"[0, 0, 0]",0,4,0,0,0,0,0,0.2260188207120711,0.0,0.00020979917556694343,0.27191234,2
21,9,0.03,2018-08-23,"[0, 0, 0]",0,4,0,0,0,0,0,0.12561045150715053,0.0,0.00011655509753719077,0.19407097,3
20,8,0.013000000000000001,2018-08-23,"[0, 0, 0]",0,4,0,0,0,0,0,0.05448785665366518,0.0,5.050720893278267e-05,0.13981429,4
22,11,0.005,2018-08-23,"[0, 0, 0]",0,4,0,0,0,0,0,0.021018400252025008,0.0,1.94258495895318e-05,0.114548825,5
24,12,0.0,2018-08-23,"[0, 0, 0]",0,4,0,0,0,0,0,9.999000099990003e-05,0.0,0.0,0.09884764,6
Id,Name,Duration,LastRun,LastResults,Verdict,Cycle,E1,E2,E3,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,LastRunFeature,DurationFeature,CalcPrio,ranking
29,10,0.19899999999999998,2018-08-23,"[0, 0, 0]",0,5,0,0,0,0,0,1.0,0.0,0.0007731488136633656,0.90936285,1
25,7,0.054000000000000006,2018-08-23,"[0, 0, 0]",0,5,0,0,0,0,0,0.2714296409555025,0.0,0.00020979917556694343,0.30466804,2
26,9,0.035,2018-08-23,"[0, 0, 0]",0,5,0,0,0,0,0,0.17596180080484414,0.0,0.00013598094712672257,0.22970426,3
27,8,0.001,2018-08-23,"[0, 0, 0]",0,5,0,0,0,0,0,0.005124613166824022,0.0,3.88516991790636e-06,0.09884764,6
