test_id,test_suite,avg_exec_time,verdict,last_exec_time,cycle_id,failure_history,age,complexity_metrics,other_metrics,failure_metric
org/jsoup/nodes/TextNodeTest.java,org/jsoup/nodes/TextNodeTest.java,0.001,0,0.0,77e6a1a900685c173afd5d88c9bc6123b568fc72,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 13, 1, 11, 0, 1, 0, 0, 4, 4, 4, 0, 4, 0, 0, 0, 4, 69, 13, 53, 28, 38, 4, 43, 48, 28, 20, 1, 1, 1, 1, 0, 0.08, 4, 4, 4, 4]","[0.0, 0.6706834673881531, 4]",0.5333333333333333
org/jsoup/parser/AttributeParseTest.java,org/jsoup/parser/AttributeParseTest.java,0.0,0,0.0,77e6a1a900685c173afd5d88c9bc6123b568fc72,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 7, 0, 7, 0, 1, 0, 0, 6, 6, 6, 0, 6, 0, 0, 0, 6, 69, 11, 54, 29, 33, 5, 40, 47, 29, 18, 1, 1, 1, 1, 0, 0.09, 6, 6, 6, 6]","[0.0, 0.6750727812449138, 6]",0.5333333333333333
org/jsoup/nodes/EntitiesTest.java,org/jsoup/nodes/EntitiesTest.java,0.0,0,0.0,77e6a1a900685c173afd5d88c9bc6123b568fc72,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 7, 0, 6, 0, 1, 0, 0, 7, 7, 7, 0, 7, 0, 0, 0, 7, 67, 15, 51, 28, 30, 3, 35, 43, 28, 15, 1, 1, 1, 1, 0, 0.06, 7, 7, 7, 7]","[0.0, 0.6733048280080159, 7]",0.5333333333333333
org/jsoup/parser/XmlTreeBuilderTest.java,org/jsoup/parser/XmlTreeBuilderTest.java,0.002,0,0.004,77e6a1a900685c173afd5d88c9bc6123b568fc72,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 8, 0, 7, 1, 1, 0, 0, 7, 7, 7, 0, 7, 0, 0, 0, 7, 95, 13, 74, 48, 37, 17, 44, 52, 40, 12, 1, 1, 1, 1, 0, 0.23, 7, 7, 7, 7]","[0.0, 0.6689055641492208, 7]",0.5333333333333333
org/jsoup/helper/StringUtilTest.java,org/jsoup/helper/StringUtilTest.java,0.0,0,0.0,77e6a1a900685c173afd5d88c9bc6123b568fc72,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 8, 0, 7, 0, 1, 0, 0, 8, 8, 8, 0, 8, 0, 0, 0, 8, 86, 17, 68, 22, 43, 1, 50, 59, 22, 37, 1, 1, 1, 1, 0, 0.01, 8, 8, 8, 8]","[0.0, 0.6728898008664449, 8]",0.5333333333333333
org/jsoup/nodes/DocumentTest.java,org/jsoup/nodes/DocumentTest.java,0.002,0,0.003,77e6a1a900685c173afd5d88c9bc6123b568fc72,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 9, 1, 8, 0, 1, 0, 0, 7, 7, 7, 0, 7, 0, 0, 0, 7, 85, 18, 63, 24, 42, 4, 46, 54, 24, 30, 1, 1, 1, 1, 0, 0.06, 7, 7, 7, 7]","[0.0, 0.67313046058019, 7]",0.5333333333333333
org/jsoup/helper/HttpConnectionTest.java,org/jsoup/helper/HttpConnectionTest.java,0.006999999999999999,0,0.001,77e6a1a900685c173afd5d88c9bc6123b568fc72,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 7, 0, 6, 1, 1, 0, 0, 15, 15, 15, 0, 15, 0, 0, 0, 15, 140, 23, 114, 47, 74, 19, 82, 98, 47, 51, 1, 1, 1, 1, 0, 0.17, 15, 15, 15, 15]","[0.0, 0.8096060872077941, 15]",0.5333333333333333
org/jsoup/integration/UrlConnectTest.java,org/jsoup/integration/UrlConnectTest.java,0.0,4,30.331999999999997,77e6a1a900685c173afd5d88c9bc6123b568fc72,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 8, 0, 8, 1, 1, 1, 1, 19, 19, 18, 0, 19, 0, 1, 0, 18, 224, 28, 188, 98, 113, 38, 107, 131, 77, 54, 3, 3, 3, 1, 1, 0.2, 26, 26, 26, 19]","[0.2222222222222222, 0.6719120065371196, 18]",0.5333333333333333
org/jsoup/parser/HtmlParserTest.java,org/jsoup/parser/HtmlParserTest.java,0.027000000000000003,0,0.021,77e6a1a900685c173afd5d88c9bc6123b568fc72,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 7, 0, 6, 1, 1, 0, 0, 83, 83, 83, 0, 83, 0, 0, 0, 83, 739, 106, 582, 276, 403, 93, 376, 460, 271, 189, 1, 1, 1, 1, 0, 0.16, 83, 83, 83, 83]","[0.0, 0.6705328106880188, 83]",0.5333333333333333
org/jsoup/nodes/ElementTest.java,org/jsoup/nodes/ElementTest.java,0.017,0,0.017,77e6a1a900685c173afd5d88c9bc6123b568fc72,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 9, 0, 8, 0, 1, 0, 0, 50, 50, 50, 1, 50, 0, 0, 0, 50, 542, 99, 431, 182, 316, 22, 326, 381, 186, 195, 2, 2, 2, 1, 1, 0.05, 54, 54, 54, 50]","[0.0, 0.6721532384554545, 50]",0.5333333333333333
