Id,Name,Duration,LastRun,LastResults,Verdict,Cycle,E1,E2,E3,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,LastRunFeature,DurationFeature,CalcPrio,ranking
4,4,27.19400000000001,2014-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,1.0,1.0,0.4825395698772093,1.2675198,1
5,5,1.035,2014-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.03807698892048232,1.0,0.0183653914401306,0.04519486,2
6,6,0.062,2014-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.002297674352632997,1.0,0.0011001490524522675,0.0053736297,3
3,3,0.03,2014-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.0011209651376574792,1.0,0.0005323301866704521,0.0040724324,4
1,1,0.004,2014-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.00016488890048987141,1.0,7.097735822272695e-05,0.003015598,5
8,8,0.002,2014-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,9.134457455390156e-05,1.0,3.5488679111363474e-05,0.0029343204,6
7,7,0.001,2014-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,5.457241158591663e-05,1.0,1.7744339555681734e-05,0.002893683,7
2,2,0.0,2014-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,1.780024861793172e-05,1.0,0.0,0.0028530331,8
Id,Name,Duration,LastRun,LastResults,Verdict,Cycle,E1,E2,E3,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,LastRunFeature,DurationFeature,CalcPrio,ranking
14,4,27.123,2014-03-27,"[0, 0, 0]",0,2,0,0,0,0,0,1.0,0.0033079722130334105,0.4812797217687558,1.2675198,1
13,5,0.9079999999999999,2014-03-27,"[0, 0, 0]",0,2,0,0,0,0,0,0.03349432708467053,0.0033079722130334105,0.016111860316559017,0.040066876,2
10,6,0.062,2014-03-27,"[0, 0, 0]",0,2,0,0,0,0,0,0.0023036423894056647,0.0033079722130334105,0.0011001490524522675,0.005380226,3
12,3,0.024,2014-03-27,"[0, 0, 0]",0,2,0,0,0,0,0,0.0009026423676325381,0.0033079722130334105,0.00042586414933636166,0.0038310627,4
16,1,0.004,2014-03-27,"[0, 0, 0]",0,2,0,0,0,0,0,0.00016527393512036614,0.0033079722130334105,7.097735822272695e-05,0.003016014,5
9,7,0.003,2014-03-27,"[0, 0, 0]",0,2,0,0,0,0,0,0.00012840551349475746,0.0033079722130334105,5.323301866704522e-05,0.002975279,7
15,8,0.003,2014-03-27,"[0, 0, 0]",0,2,0,0,0,0,0,0.00012840551349475746,0.0033079722130334105,5.323301866704522e-05,0.002975279,6
11,9,0.0,2014-03-27,"[0, 0, 0]",0,2,0,0,0,0,0,1.780024861793172e-05,0.0033079722130334105,0.0,0.0028530331,9
17,2,0.0,2014-03-27,"[0, 0, 0]",0,2,0,0,0,0,0,1.780024861793172e-05,0.0033079722130334105,0.0,0.0028530331,8
Id,Name,Duration,LastRun,LastResults,Verdict,Cycle,E1,E2,E3,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,LastRunFeature,DurationFeature,CalcPrio,ranking
23,4,29.049,2014-03-28,"[0, 0, 0]",0,3,0,0,0,0,0,1.0,0.00033079722130334113,0.5154553197529987,1.2675198,1
20,5,0.838,2014-03-28,"[0, 0, 0]",0,3,0,0,0,0,0,0.02886509562510793,0.00033079722130334113,0.014869756547661294,0.034894977,2
19,3,0.025,2014-03-28,"[0, 0, 0]",0,3,0,0,0,0,0,0.0008783997526898293,0.00033079722130334113,0.00044360848889204345,0.0038042616,3
18,1,0.006,2014-03-28,"[0, 0, 0]",0,3,0,0,0,0,0,0.0002243441295951871,0.00033079722130334113,0.00010646603733409044,0.0030813003,4
21,8,0.004,2014-03-28,"[0, 0, 0]",0,3,0,0,0,0,0,0.0001554961692694353,0.00033079722130334113,7.097735822272695e-05,0.0030052043,5
22,9,0.0,2014-03-28,"[0, 0, 0]",0,3,0,0,0,0,0,1.780024861793172e-05,0.00033079722130334113,0.0,0.0028530331,6
Id,Name,Duration,LastRun,LastResults,Verdict,Cycle,E1,E2,E3,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,LastRunFeature,DurationFeature,CalcPrio,ranking
28,4,27.914,2014-03-28,"[0, 0, 0]",0,4,0,0,0,0,0,1.0,0.0,0.4953154943573001,1.2675198,1
