test_id,test_suite,avg_exec_time,verdict,last_exec_time,cycle_id,failure_history,age,complexity_metrics,other_metrics,failure_metric
org/apache/commons/configuration2/io/TestClasspathLocationStrategy.java,org/apache/commons/configuration2/io/TestClasspathLocationStrategy.java,0.001,0,0.0,663521121083c36fbff550f23fa14bc74b73174b,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 9, 0, 7, 2, 1, 0, 1, 4, 4, 4, 2, 4, 0, 0, 0, 4, 93, 10, 50, 32, 16, 33, 26, 31, 25, 6, 1, 1, 1, 1, 0, 0.66, 4, 4, 4, 4]","[0.0, 0.6682202577590942, 3]",0.7857142857142857
org/apache/commons/configuration2/builder/combined/TestConfigurationDeclaration.java,org/apache/commons/configuration2/builder/combined/TestConfigurationDeclaration.java,0.001,0,0.001,663521121083c36fbff550f23fa14bc74b73174b,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 15, 0, 11, 4, 1, 1, 0, 7, 7, 6, 0, 7, 0, 2, 0, 5, 156, 9, 94, 35, 52, 53, 55, 63, 26, 37, 2, 2, 2, 1, 0, 0.56, 8, 8, 8, 7]","[0.0, 4.9836551984151205, 5]",0.7857142857142857
org/apache/commons/configuration2/TestPropertiesSequence.java,org/apache/commons/configuration2/TestPropertiesSequence.java,0.005,0,0.005,663521121083c36fbff550f23fa14bc74b73174b,"[0, 0, 0, 0]",0,"[3, 3, 5, 1, 37, 7, 29, 0, 1, 0, 0, 3, 3, 3, 0, 3, 0, 0, 0, 3, 156, 30, 104, 51, 63, 22, 73, 83, 52, 31, 7, 7, 11, 1, 3, 0.21, 11, 11, 15, 3]","[0.0, 0.6597821831703186, 3]",0.7857142857142857
org/apache/commons/configuration2/builder/combined/TestBaseConfigurationBuilderProvider.java,org/apache/commons/configuration2/builder/combined/TestBaseConfigurationBuilderProvider.java,0.005,0,0.004,663521121083c36fbff550f23fa14bc74b73174b,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 14, 0, 10, 4, 3, 0, 0, 17, 17, 17, 0, 17, 0, 5, 2, 10, 298, 18, 189, 79, 85, 91, 66, 87, 58, 29, 2, 2, 2, 1, 1, 0.48, 19, 19, 19, 17]","[0.0, 0.6586022933324178, 9]",0.7857142857142857
org/apache/commons/configuration2/builder/combined/TestFileExtensionConfigurationBuilderProvider.java,org/apache/commons/configuration2/builder/combined/TestFileExtensionConfigurationBuilderProvider.java,0.01,0,0.013,663521121083c36fbff550f23fa14bc74b73174b,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 14, 0, 10, 3, 1, 1, 3, 12, 12, 11, 0, 12, 0, 2, 0, 10, 246, 18, 159, 75, 83, 69, 52, 65, 50, 15, 1, 1, 1, 1, 0, 0.43, 12, 12, 12, 12]","[0.0, 4.963834448655446, 10]",0.7857142857142857
org/apache/commons/configuration2/TestSubsetConfiguration.java,org/apache/commons/configuration2/TestSubsetConfiguration.java,0.014,0,0.011,663521121083c36fbff550f23fa14bc74b73174b,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 12, 1, 10, 1, 2, 0, 2, 22, 22, 22, 0, 22, 0, 0, 0, 22, 376, 49, 276, 124, 157, 51, 158, 184, 98, 86, 3, 3, 3, 1, 1, 0.18, 25, 25, 25, 22]","[0.0, 0.6610377589861552, 21]",0.7857142857142857
org/apache/commons/configuration2/TestEqualBehaviour.java,org/apache/commons/configuration2/TestEqualBehaviour.java,0.016,0,0.008,663521121083c36fbff550f23fa14bc74b73174b,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 18, 3, 13, 2, 1, 0, 0, 11, 11, 11, 0, 11, 0, 4, 0, 7, 266, 52, 168, 73, 105, 46, 113, 128, 64, 64, 3, 3, 4, 1, 1, 0.27, 14, 14, 16, 11]","[0.0, 0.6614060282707215, 7]",0.7857142857142857
org/apache/commons/configuration2/builder/combined/TestReloadingCombinedConfigurationBuilder.java,org/apache/commons/configuration2/builder/combined/TestReloadingCombinedConfigurationBuilder.java,0.031,0,0.002,663521121083c36fbff550f23fa14bc74b73174b,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 16, 0, 13, 3, 1, 0, 0, 6, 6, 6, 1, 6, 0, 0, 0, 6, 158, 10, 108, 56, 52, 40, 50, 57, 39, 18, 1, 1, 1, 1, 0, 0.37, 6, 6, 6, 6]","[0.0, 0.6630838910738627, 5]",0.7857142857142857
org/apache/commons/configuration2/builder/fluent/TestConfigurations.java,org/apache/commons/configuration2/builder/fluent/TestConfigurations.java,0.075,0,0.125,663521121083c36fbff550f23fa14bc74b73174b,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 10, 0, 6, 3, 1, 6, 5, 38, 38, 32, 0, 38, 0, 6, 0, 32, 531, 46, 316, 187, 122, 169, 127, 166, 127, 39, 1, 1, 1, 1, 0, 0.53, 38, 38, 38, 38]","[0.0, 0.6634494821230571, 32]",0.7857142857142857
org/apache/commons/configuration2/TestPropertiesConfiguration.java,org/apache/commons/configuration2/TestPropertiesConfiguration.java,0.168,0,0.16899999999999998,663521121083c36fbff550f23fa14bc74b73174b,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 11, 0, 8, 2, 9, 1, 7, 100, 100, 99, 10, 100, 0, 7, 2, 91, 1431, 139, 988, 358, 489, 308, 463, 584, 263, 321, 4, 4, 4, 3, 4, 0.31, 114, 114, 114, 102]","[0.0, 0.6629679918289184, 72]",0.7857142857142857
org/apache/commons/configuration2/builder/combined/TestReloadingCombinedConfigurationBuilderFileBased.java,org/apache/commons/configuration2/builder/combined/TestReloadingCombinedConfigurationBuilderFileBased.java,1.934,1,2.03,663521121083c36fbff550f23fa14bc74b73174b,"[0, 0, 0, 0]",0,"[1, 1, 1, 1, 18, 0, 13, 4, 5, 3, 3, 18, 18, 15, 8, 18, 1, 7, 0, 10, 443, 37, 294, 107, 146, 112, 140, 170, 93, 77, 4, 4, 5, 1, 3, 0.38, 27, 27, 29, 18]","[0.25, 0.6750748197237649, 4]",0.7857142857142857
