rank_index,time,class,failures,ranking,nfpa,failure_metric,DDP
0.4867469307342906,0.0,1.0,0,15,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866989358780581,0.001,1.0,0,12,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866960493396895,0.0,1.0,0,18,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866931529992334,0.0,1.0,0,16,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866535410431544,0.0,1.0,0,17,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866487035321589,0.0,1.0,0,21,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866450306449859,0.0,1.0,0,19,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866422593199461,0.001,1.0,0,13,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866416612484276,0.077,0.0,0,1,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866412836760337,0.006999999999999999,0.0,0,8,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866405625825676,0.0,1.0,0,20,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866372294847182,0.003,1.0,0,10,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866365133182837,0.032,2.0,1,22,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866358453936003,0.003,1.0,0,11,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866350125181394,0.006,0.0,0,9,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866348652374426,0.040999999999999995,0.0,0,3,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866348545399072,0.069,0.0,0,2,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.486634816225475,0.008,0.0,0,7,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866348153387591,0.001,1.0,0,14,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866348141671178,0.03,0.0,0,4,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866348141664738,0.012,0.0,0,6,0.9011857707509884,0.5909090909090909,0.5454545454545454
0.4866348141664719,0.018000000000000002,0.0,0,5,0.9011857707509884,0.5909090909090909,0.5454545454545454
rank_index,time,class,failures,ranking,nfpa,failure_metric,DDP
0.4866611631926988,0.001,1.0,0,13,0.8344910903050438,0.5238095238095238,0.47619047619047616
0.48665683262639,0.001,1.0,0,14,0.8344910903050438,0.5238095238095238,0.47619047619047616
