rank_index,time,class,failures,ranking,nfpa,DDP
0.5513876235385163,0.0,1,0.0,14,0.9563025210084034,0.35294117647058826
0.5513876235269469,0.0,1,0.0,13,0.9563025210084034,0.35294117647058826
0.5513875813933018,0.0,1,0.0,16,0.9563025210084034,0.35294117647058826
0.5513875759020612,0.001,0,0.0,9,0.9563025210084034,0.35294117647058826
0.5513875720239692,0.0,1,0.0,12,0.9563025210084034,0.35294117647058826
0.551387572018255,0.0,1,0.0,15,0.9563025210084034,0.35294117647058826
0.5513875714733281,6.659,2,1.0,17,0.9563025210084034,0.35294117647058826
0.5513875714730295,2.189,0,0.0,3,0.9563025210084034,0.35294117647058826
0.5513875714730213,0.001,0,0.0,11,0.9563025210084034,0.35294117647058826
0.5513875714730159,0.002,0,0.0,8,0.9563025210084034,0.35294117647058826
0.5513875714730156,0.001,0,0.0,10,0.9563025210084034,0.35294117647058826
0.5513875714730142,0.011,0,0.0,7,0.9563025210084034,0.35294117647058826
0.5513875714730142,0.018000000000000002,0,0.0,6,0.9563025210084034,0.35294117647058826
0.5513875714730142,0.024,0,0.0,5,0.9563025210084034,0.35294117647058826
0.5513875714730142,0.21600000000000005,0,0.0,4,0.9563025210084034,0.35294117647058826
0.5513875714730142,4.004,0,0.0,2,0.9563025210084034,0.35294117647058826
0.5513875714730142,6.954,0,0.0,1,0.9563025210084034,0.35294117647058826
rank_index,time,class,failures,ranking,nfpa,DDP
0.5513875947385205,0.002,0,0.0,6,1.0,-1
0.5513875714730213,0.003,0,0.0,5,1.0,-1
0.5513875714730159,0.004,0,0.0,4,1.0,-1
0.5513875714730142,0.053,0,0.0,3,1.0,-1
0.5513875714730142,0.203,0,0.0,2,1.0,-1
0.5513875714730142,4.273,0,0.0,1,1.0,-1
rank_index,time,class,failures,ranking,nfpa,DDP
0.5513878209873713,0.0,1,0.0,19,0.8698642533936652,0.48
0.5513876181071982,0.001,0,0.0,10,0.8698642533936652,0.48
0.5513876180982387,0.0,1,0.0,20,0.8698642533936652,0.48
0.5513876057088268,0.001,0,0.0,8,0.8698642533936652,0.48
0.5513875895541743,0.0,1,0.0,18,0.8698642533936652,0.48
0.551387580857861,0.0,1,0.0,22,0.8698642533936652,0.48
0.5513875808141935,0.0,1,0.0,24,0.8698642533936652,0.48
0.5513875757049802,0.001,0,0.0,14,0.8698642533936652,0.48
0.5513875720569086,0.006,0,0.0,7,0.8698642533936652,0.48
0.5513875719979184,0.0,1,0.0,23,0.8698642533936652,0.48
0.5513875719964633,0.0,1,0.0,21,0.8698642533936652,0.48
0.5513875715547936,0.001,0,0.0,12,0.8698642533936652,0.48
0.5513875714733095,7.0,2,1.0,25,0.8698642533936652,0.48
0.5513875714730291,1.841,0,0.0,3,0.8698642533936652,0.48
0.5513875714730212,0.001,0,0.0,9,0.8698642533936652,0.48
0.5513875714730159,0.001,0,0.0,15,0.8698642533936652,0.48
0.5513875714730155,0.001,0,0.0,11,0.8698642533936652,0.48
0.5513875714730142,0.022,0,0.0,5,0.8698642533936652,0.48
0.5513875714730142,3.718,0,0.0,2,0.8698642533936652,0.48
0.5513875714730142,0.188,0,0.0,4,0.8698642533936652,0.48
0.5513875714730142,0.001,0,0.0,13,0.8698642533936652,0.48
0.5513875714730142,0.013,0,0.0,6,0.8698642533936652,0.48
0.5513875714730142,0.001,0,0.0,16,0.8698642533936652,0.48
0.5513875714730142,0.001,0,0.0,17,0.8698642533936652,0.48
0.5513875714730142,7.66,0,0.0,1,0.8698642533936652,0.48
rank_index,time,class,failures,ranking,nfpa,DDP
0.5513876255099553,0.001,0,0.0,9,0.9127548601232812,0.3333333333333333
0.5513876255069999,0.0,1,0.0,14,0.9127548601232812,0.3333333333333333
0.5513875815978431,0.0,1,0.0,15,0.9127548601232812,0.3333333333333333
0.5513875759708493,0.001,0,0.0,11,0.9127548601232812,0.3333333333333333
0.5513875720335447,0.001,0,0.0,10,0.9127548601232812,0.3333333333333333
0.5513875720249538,0.0,1,0.0,16,0.9127548601232812,0.3333333333333333
0.5513875714733313,6.922999999999999,2,1.0,18,0.9127548601232812,0.3333333333333333
0.5513875714730294,2.14,0,0.0,3,0.9127548601232812,0.3333333333333333
0.5513875714730213,0.001,0,0.0,13,0.9127548601232812,0.3333333333333333
0.5513875714730159,0.002,0,0.0,7,0.9127548601232812,0.3333333333333333
0.5513875714730156,0.001,0,0.0,12,0.9127548601232812,0.3333333333333333
0.5513875714730142,0.0,1,0.0,17,0.9127548601232812,0.3333333333333333
0.5513875714730142,0.002,0,0.0,8,0.9127548601232812,0.3333333333333333
0.5513875714730142,0.019,0,0.0,6,0.9127548601232812,0.3333333333333333
0.5513875714730142,0.034,0,0.0,5,0.9127548601232812,0.3333333333333333
0.5513875714730142,0.198,0,0.0,4,0.9127548601232812,0.3333333333333333
0.5513875714730142,4.2360000000000015,0,0.0,2,0.9127548601232812,0.3333333333333333
0.5513875714730142,7.732,0,0.0,1,0.9127548601232812,0.3333333333333333
rank_index,time,class,failures,ranking,nfpa,DDP
0.5513876248268731,0.001,0,0.0,10,0.903271692745377,0.3333333333333333
0.5513876248265007,0.001,0,0.0,9,0.903271692745377,0.3333333333333333
0.5513875815298043,0.001,0,0.0,14,0.903271692745377,0.3333333333333333
0.5513875759476724,0.001,0,0.0,12,0.903271692745377,0.3333333333333333
0.5513875720302782,0.001,0,0.0,11,0.903271692745377,0.3333333333333333
0.551387572022628,0.0,1,0.0,15,0.903271692745377,0.3333333333333333
0.5513875714733284,7.01,2,1.0,18,0.903271692745377,0.3333333333333333
0.5513875714730297,1.805,0,0.0,3,0.903271692745377,0.3333333333333333
0.5513875714730213,0.0,1,0.0,17,0.903271692745377,0.3333333333333333
0.5513875714730159,0.003,0,0.0,8,0.903271692745377,0.3333333333333333
0.5513875714730156,0.0,1,0.0,16,0.903271692745377,0.3333333333333333
0.5513875714730142,0.001,0,0.0,13,0.903271692745377,0.3333333333333333
0.5513875714730142,0.01,0,0.0,7,0.903271692745377,0.3333333333333333
0.5513875714730142,0.018000000000000002,0,0.0,6,0.903271692745377,0.3333333333333333
0.5513875714730142,0.022,0,0.0,5,0.903271692745377,0.3333333333333333
0.5513875714730142,0.22,0,0.0,4,0.903271692745377,0.3333333333333333
0.5513875714730142,3.826,0,0.0,2,0.903271692745377,0.3333333333333333
0.5513875714730142,7.877000000000002,0,0.0,1,0.903271692745377,0.3333333333333333
rank_index,time,class,failures,ranking,nfpa,DDP
0.5513875814055351,0.001,0,0.0,11,0.9723076923076921,-1
0.5513875759436219,0.001,0,0.0,12,0.9723076923076921,-1
0.5513875720959414,0.018000000000000002,0,0.0,6,0.9723076923076921,-1
0.5513875720221905,0.008,0,0.0,7,0.9723076923076921,-1
0.5513875715590743,0.001,0,0.0,10,0.9723076923076921,-1
0.5513875714730159,0.001,0,0.0,8,0.9723076923076921,-1
0.5513875714730156,0.001,0,0.0,9,0.9723076923076921,-1
0.5513875714730142,0.031,0,0.0,5,0.9723076923076921,-1
0.5513875714730142,0.251,0,0.0,4,0.9723076923076921,-1
0.5513875714730142,3.729,0,0.0,3,0.9723076923076921,-1
0.5513875714730142,4.626,0,0.0,2,0.9723076923076921,-1
0.5513875714730142,6.976,0,0.0,1,0.9723076923076921,-1
rank_index,time,class,failures,ranking,nfpa,DDP
0.5513876258925973,0.024,0,0.0,7,0.8676923076923075,0.44
0.5513876227761751,0.0,1,0.0,18,0.8676923076923075,0.44
0.5513876227720897,0.001,0,0.0,10,0.8676923076923075,0.44
0.5513876082529631,0.012,0,0.0,9,0.8676923076923075,0.44
0.5513875905366513,0.0,1,0.0,21,0.8676923076923075,0.44
0.5513875817832548,0.0,1,0.0,23,0.8676923076923075,0.44
0.551387581313823,0.0,1,0.0,19,0.8676923076923075,0.44
0.5513875759589701,0.001,0,0.0,16,0.8676923076923075,0.44
0.5513875720240972,0.0,1,0.0,22,0.8676923076923075,0.44
0.5513875720202182,0.001,0,0.0,11,0.8676923076923075,0.44
0.5513875715619818,0.001,0,0.0,15,0.8676923076923075,0.44
0.5513875714733263,6.612,2,1.0,25,0.8676923076923075,0.44
0.5513875714730297,2.029,0,0.0,4,0.8676923076923075,0.44
0.5513875714730212,0.0,1,0.0,24,0.8676923076923075,0.44
0.5513875714730159,0.001,0,0.0,13,0.8676923076923075,0.44
0.5513875714730156,0.001,0,0.0,17,0.8676923076923075,0.44
0.5513875714730142,0.001,0,0.0,12,0.8676923076923075,0.44
0.5513875714730142,0.001,0,0.0,14,0.8676923076923075,0.44
0.5513875714730142,0.024,0,0.0,8,0.8676923076923075,0.44
0.5513875714730142,0.027000000000000003,0,0.0,6,0.8676923076923075,0.44
0.5513875714730142,0.158,0,0.0,5,0.8676923076923075,0.44
0.5513875714730142,0.0,1,0.0,20,0.8676923076923075,0.44
0.5513875714730142,4.316,0,0.0,3,0.8676923076923075,0.44
0.5513875714730142,4.955,0,0.0,2,0.8676923076923075,0.44
0.5513875714730142,8.158,0,0.0,1,0.8676923076923075,0.44
rank_index,time,class,failures,ranking,nfpa,DDP
0.5513876255379094,0.003,0,0.0,8,0.8591093117408906,0.3157894736842105
0.551387625530386,0.0,1,0.0,18,0.8591093117408906,0.3157894736842105
0.5513875816018197,0.001,0,0.0,15,0.8591093117408906,0.3157894736842105
0.5513875759716607,0.001,0,0.0,13,0.8591093117408906,0.3157894736842105
0.5513875720336544,0.001,0,0.0,11,0.8591093117408906,0.3157894736842105
0.5513875720250173,0.014,0,0.0,7,0.8591093117408906,0.3157894736842105
0.5513875714733232,7.096,2,1.0,19,0.8591093117408906,0.3157894736842105
0.5513875714730296,2.162,0,0.0,3,0.8591093117408906,0.3157894736842105
0.5513875714730213,0.001,0,0.0,12,0.8591093117408906,0.3157894736842105
0.5513875714730159,0.001,0,0.0,14,0.8591093117408906,0.3157894736842105
0.5513875714730156,0.0,1,0.0,17,0.8591093117408906,0.3157894736842105
0.5513875714730142,0.027000000000000003,0,0.0,5,0.8591093117408906,0.3157894736842105
0.5513875714730142,3.743,0,0.0,2,0.8591093117408906,0.3157894736842105
0.5513875714730142,0.18600000000000005,0,0.0,4,0.8591093117408906,0.3157894736842105
0.5513875714730142,0.001,0,0.0,10,0.8591093117408906,0.3157894736842105
0.5513875714730142,0.023,0,0.0,6,0.8591093117408906,0.3157894736842105
0.5513875714730142,0.001,0,0.0,9,0.8591093117408906,0.3157894736842105
0.5513875714730142,0.001,0,0.0,16,0.8591093117408906,0.3157894736842105
0.5513875714730142,7.396,0,0.0,1,0.8591093117408906,0.3157894736842105
rank_index,time,class,failures,ranking,nfpa,DDP
0.5513875816339981,0.0,1,0.0,11,0.9446153846153845,-1
0.5513875759568809,0.002,0,0.0,8,0.9446153846153845,-1
0.5513875721007583,0.017,0,0.0,6,0.9446153846153845,-1
0.5513875720240581,0.006999999999999999,0,0.0,7,0.9446153846153845,-1
0.5513875715608484,0.001,0,0.0,9,0.9446153846153845,-1
0.5513875714730159,0.0,1,0.0,12,0.9446153846153845,-1
0.5513875714730156,0.0,1,0.0,10,0.9446153846153845,-1
0.5513875714730142,0.034,0,0.0,5,0.9446153846153845,-1
0.5513875714730142,0.223,0,0.0,4,0.9446153846153845,-1
0.5513875714730142,4.01,0,0.0,3,0.9446153846153845,-1
0.5513875714730142,5.088,0,0.0,2,0.9446153846153845,-1
