test_class_name,cycle_id,tests,failures_0,failures_1,failures_2,failures_3,current_failures,failures_%,time_0,time,time_since,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,A_priority,A_priority_with_time,B_priority,B_priority_with_time,C_priority,C_priority_with_time,D_priority
com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS70Test.java,cbcd17307f2936a58b556f067d663adcad89a905,25,0,0,0,0,0,0,0,0.011,0,1,1,1,1,12,0,12,0,1,0,0,25,25,25,0,25,0,0,0,25,380,30,350,74,267,0,273,299,49,250,1,1,1,1,0,0,25,25,25,25,0,0,0,0,0,0,0
com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoItemImpostoICMS20Test.java,cbcd17307f2936a58b556f067d663adcad89a905,15,0,0,0,0,0,0,0,0.004,0,1,1,1,1,11,0,11,0,1,0,0,15,15,15,0,15,0,0,0,15,212,20,192,50,137,0,145,161,35,126,1,1,1,1,0,0,15,15,15,15,0,0,0,0,0,0,0
com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoItemImpostoICMS40Test.java,cbcd17307f2936a58b556f067d663adcad89a905,7,0,0,0,0,0,0,0,0.001,0,1,1,1,1,7,0,7,0,1,0,0,7,7,7,0,7,0,0,0,7,77,12,65,29,35,0,42,50,22,28,1,1,1,1,0,0,7,7,7,7,0,1,0,1,0,1,1
com/fincatto/documentofiscal/nfe400/classes/NFNotaMotivoDesoneracaoICMSTest.java,cbcd17307f2936a58b556f067d663adcad89a905,2,0,0,0,0,0,0,0,0,0,1,1,1,1,13,0,13,0,1,0,0,2,2,2,0,2,0,0,0,2,38,4,34,8,23,0,26,29,6,23,1,1,1,1,0,0,2,2,2,2,0,1,0,1,0,1,1
com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS30Test.java,cbcd17307f2936a58b556f067d663adcad89a905,16,0,0,0,0,0,0,0,0,0,1,1,1,1,10,0,10,0,1,0,0,16,16,16,0,16,0,0,0,16,208,21,187,54,128,0,137,154,38,116,1,1,1,1,0,0,16,16,16,16,0,1,0,1,0,1,1
com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS90Test.java,cbcd17307f2936a58b556f067d663adcad89a905,25,0,0,0,0,0,0,0,0.011,0,1,1,1,1,12,0,12,0,1,0,0,25,25,25,0,25,0,0,0,25,380,30,350,74,267,0,273,299,49,250,1,1,1,1,0,0,25,25,25,25,0,0,0,0,0,0,0
com/fincatto/documentofiscal/cte/classes/distribuicao/CTDistribuicaoIntRetornoTest.java,cbcd17307f2936a58b556f067d663adcad89a905,2,0,0,0,0,0,0,0,0.006,0,1,1,1,1,15,0,14,1,1,0,0,2,2,2,0,2,0,0,0,2,48,7,41,18,25,2,33,36,16,20,1,1,1,1,0,0.05,2,2,2,2,0,0,0,0,0,0,0
com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoItemImpostoICMSTest.java,cbcd17307f2936a58b556f067d663adcad89a905,20,0,0,0,0,0,0,0,0.004,0,1,1,1,1,9,0,9,0,1,0,0,20,20,20,0,20,0,0,0,20,240,24,216,82,135,0,109,145,62,83,16,16,16,1,1,0,35,35,35,20,0,0,0,0,0,0,0
com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoFormaPagamentoTest.java,cbcd17307f2936a58b556f067d663adcad89a905,6,0,0,0,0,0,0,0,0.002,0,1,1,1,1,5,0,5,0,1,0,0,6,6,6,0,6,0,0,0,6,57,8,49,24,23,0,29,36,18,18,1,1,1,1,0,0,6,6,6,6,0,0,0,0,0,0,0
com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoTest.java,cbcd17307f2936a58b556f067d663adcad89a905,39,0,0,0,0,1,0,0.025641026,0.189,0,1,1,1,1,13,0,12,0,1,0,0,39,39,39,0,39,0,0,0,39,604,56,548,140,421,1,426,467,101,366,2,2,2,1,1,0,40,40,40,39,1,2,5,10,1,2,1
