Id,Name,Duration,LastRun,LastResults,Verdict,Cycle,E1,E2,E3,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,LastRunFeature,DurationFeature
1,1,2.737,2016-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.16909675027801804,1.0,0.08922866271109083
2,2,5.577999999999999,2016-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.3446188063758804,1.0,0.18184781899980437
3,3,3.0380000000000003,2016-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.18769306808352898,1.0,0.09904153354632589
4,4,0.23800000000000002,2016-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.014704065241566788,1.0,0.0077590141487905075
5,5,2.9610000000000003,2016-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.18293587050537505,1.0,0.09653126426289367
6,6,0.004,2016-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.0002471271469170888,1.0,0.00013040359913933625
7,7,0.004,2016-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.0002471271469170888,1.0,0.00013040359913933625
8,8,0.204,2016-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.01260348449277153,1.0,0.006650583556106148
9,9,5.382999999999999,2016-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.33257135796367226,1.0,0.17549064354176172
10,10,0.0,2016-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.0,1.0,0.0
11,11,5.6229999999999976,2016-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.3473989867786975,1.0,0.18331485949012186
12,12,0.023,2016-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.0014209810947732608,1.0,0.0007498206950511834
13,13,16.186,2016-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,1.0,1.0,0.5276781639173241
14,14,0.039,2016-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.002409489682441616,1.0,0.0012714350916085285
15,15,13.652000000000001,2016-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.8434449524280243,1.0,0.4450674838625546
16,14,0.033,2016-03-17,"[0, 0, 0]",0,2,0,0,0,0,0,0.002054666583649835,0.0,0.0010758296928995242
17,13,16.061,2016-03-17,"[0, 0, 0]",0,2,0,0,0,0,0,1.0,0.0,0.5236030514442198
18,12,0.02,2016-03-17,"[0, 0, 0]",0,2,0,0,0,0,0,0.001245252474939294,0.0,0.0006520179956966812
19,11,5.782,2016-03-17,"[0, 0, 0]",0,2,0,0,0,0,0,0.36000249050494987,0.0,0.18849840255591055
20,9,5.462999999999999,2016-03-17,"[0, 0, 0]",0,2,0,0,0,0,0,0.34014071352966807,0.0,0.17809871552454845
21,15,13.584000000000001,2016-03-17,"[0, 0, 0]",0,2,0,0,0,0,0,0.8457754809787685,0.0,0.44285062267718595
22,2,5.5,2016-03-17,"[0, 0, 0]",0,2,0,0,0,0,0,0.3424444306083058,0.0,0.17930494881658735
23,10,0.001,2016-03-17,"[0, 0, 0]",0,2,0,0,0,0,0,6.22626237469647e-05,0.0,3.260089978483406e-05
24,9,5.485,2016-03-17,"[0, 0, 0]",0,3,0,0,0,0,0,0.34185104393892174,0.0,0.17881593531981485
25,2,5.692,2016-03-17,"[0, 0, 0]",0,3,0,0,0,0,0,0.35475225927080084,0.0,0.1855643215752755
26,13,16.045,2016-03-17,"[0, 0, 0]",0,3,0,0,0,0,0,1.0,0.0,0.5230814370476626
27,14,0.042,2016-03-17,"[0, 0, 0]",0,3,0,0,0,0,0,0.002617637893424743,0.0,0.0013692377909630307
28,12,0.023,2016-03-17,"[0, 0, 0]",0,3,0,0,0,0,0,0.0014334683702087877,0.0,0.0007498206950511834
29,10,0.004,2016-03-17,"[0, 0, 0]",0,3,0,0,0,0,0,0.00024929884699283265,0.0,0.00013040359913933625
30,15,13.597999999999999,2016-03-17,"[0, 0, 0]",0,3,0,0,0,0,0,0.8474914303521345,0.0,0.44330703527417353
31,11,5.815,2016-03-17,"[0, 0, 0]",0,3,0,0,0,0,0,0.3624181988158305,0.0,0.1895742322488101
32,6,0.006,2016-04-20,"[0, 0, 0]",0,4,0,0,0,0,0,0.0004317478592501979,0.014834205933682374,0.00019560539870900438
33,15,13.897,2016-04-20,"[0, 0, 0]",0,4,0,0,0,0,0,1.0,0.014834205933682374,0.45305470430983896
34,16,0.0,2016-04-20,"[0, 0, 0]",0,4,0,0,0,0,0,0.0,0.014834205933682374,0.0
35,17,0.009000000000000001,2016-04-20,"[0, 0, 0]",0,4,0,0,0,0,0,0.0006476217888752969,0.014834205933682374,0.0002934080980635066
36,18,0.01,2016-04-20,"[0, 0, 0]",0,4,0,0,0,0,0,0.0007195797654169965,0.014834205933682374,0.0003260089978483406
37,19,6.9570000000000025,2016-04-20,"[0, 0, 0]",0,4,0,0,0,0,0,0.5006116428006047,0.014834205933682374,0.22680445980309066
38,20,0.0,2016-04-20,"[0, 0, 0]",0,4,0,0,0,0,0,0.0,0.014834205933682374,0.0
39,21,6.506,2016-04-20,"[0, 0, 0]",0,4,0,0,0,0,0,0.4681585953802979,0.014834205933682374,0.21210145400013042
40,22,4.553999999999999,2016-04-20,"[0, 0, 0]",0,4,0,0,0,0,0,0.32769662517090015,0.014834205933682374,0.1484644976201343
41,12,0.043,2016-06-07,"[0, 0, 0]",0,5,0,0,0,0,0,0.005328376703841387,0.020942408376963352,0.0014018386907478646
42,19,6.574,2016-06-07,"[0, 0, 0]",0,5,0,0,0,0,0,0.8146220570012391,0.020942408376963352,0.21431831518549913
