Id,Name,Duration,LastRun,LastResults,Verdict,Cycle,E1,E2,E3,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,LastRunFeature,DurationFeature
1,1,0.006,2018-08-29,"[0, 0, 0]",0,1,0,0,0,0,0,0.00014890262593391122,1.0,8.923472301541978e-06
2,2,0.743,2018-08-29,"[0, 0, 0]",0,1,0,0,0,0,0,0.001244849041141855,1.0,0.001105023320007615
3,3,0.062,2018-08-29,"[0, 0, 0]",0,1,0,0,0,0,0,0.00023217670904333436,1.0,9.220921378260043e-05
4,4,0.093,2018-08-29,"[0, 0, 0]",0,1,0,0,0,0,0,0.0002782748621931936,1.0,0.00013831382067390065
5,5,0.313,2018-08-29,"[0, 0, 0]",0,1,0,0,0,0,0,0.000605423045837356,1.0,0.0004655078050637732
6,6,7.148,2018-08-29,"[0, 0, 0]",0,1,0,0,0,0,0,0.010769322296782126,1.0,0.010630830001903676
7,7,512.757,2018-08-29,"[0, 0, 0]",0,1,0,0,0,0,0,0.7626287131337877,1.0,0.7625954811536265
8,8,0.314,2018-08-29,"[0, 0, 0]",0,1,0,0,0,0,0,0.0006069100830357386,1.0,0.00046699505044736346
9,9,0.003,2018-08-29,"[0, 0, 0]",0,1,0,0,0,0,0,0.0001444415143387636,1.0,4.461736150770989e-06
10,10,1.797,2018-08-29,"[0, 0, 0]",0,1,0,0,0,0,0,0.0028121862482370693,1.0,0.0026725799543118223
11,11,0.043,2018-08-29,"[0, 0, 0]",0,1,0,0,0,0,0,0.00020392300227406582,1.0,6.395155149438416e-05
12,12,30.233,2018-08-29,"[0, 0, 0]",0,1,0,0,0,0,0,0.045097576021443424,1.0,0.044963889682086436
13,13,0.215,2018-08-29,"[0, 0, 0]",0,1,0,0,0,0,0,0.0004596934003958654,1.0,0.00031975775747192085
14,14,1.296,2018-08-29,"[0, 0, 0]",0,1,0,0,0,0,0,0.0020671806118474087,1.0,0.0019274700171330672
15,15,0.157,2018-08-29,"[0, 0, 0]",0,1,0,0,0,0,0,0.0003734452428896772,1.0,0.00023349752522368173
16,16,672.3839999999999,2018-08-29,"[0, 0, 0]",0,1,0,0,0,0,0,1.0,1.0,1.0
17,17,0.073,2018-08-29,"[0, 0, 0]",0,1,0,0,0,0,0,0.0002485341182255425,1.0,0.00010856891300209405
18,18,0.8290000000000001,2018-08-29,"[0, 0, 0]",0,1,0,0,0,0,0,0.0013727342402027546,1.0,0.0012329264229963832
19,15,0.131,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.0018351409163746219,0.001430615164520744,0.00019482914525033318
20,12,38.508,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.4984395304707039,0.001430615164520744,0.05727084523129641
21,9,0.002,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.00016586071592882213,0.001430615164520744,2.974490767180659e-06
22,4,0.087,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.0012657740263000855,0.001430615164520744,0.00012939034837235866
23,16,5.447,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.07062501336265271,0.001430615164520744,0.008101025604416525
24,1,0.008,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.0002435016554844407,0.001430615164520744,1.1897963068722637e-05
25,3,0.025,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.0004634843175586934,0.001430615164520744,3.718113458975824e-05
26,19,50.665,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.6557530141669796,0.001430615164520744,0.07535128735960404
27,18,0.828,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.010854430061418983,0.001430615164520744,0.0012314391776127927
28,10,1.409,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.018372661041721385,0.001430615164520744,0.0020955287454787743
29,7,77.268,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,1.0,0.001430615164520744,0.11491647629925758
30,8,0.188,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.002572729842152999,0.001430615164520744,0.000279602132114982
31,11,0.041,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.0006705268230403431,0.001430615164520744,6.0977060727203515e-05
32,20,0.0,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.0001399804027436159,0.001430615164520744,0.0
33,5,0.378,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.005031359594747589,0.001430615164520744,0.0005621787549971445
34,17,0.08199999999999999,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.0012010732433370699,0.001430615164520744,0.000121954121454407
35,6,6.398,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.08293110228221824,0.001430615164520744,0.009515395964210928
36,13,0.479,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.006338315410600501,0.001430615164520744,0.0007123905387397678
37,14,1.159,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.015137621893570609,0.001430615164520744,0.001723717399581192
38,21,0.001,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.000152920559336219,0.001430615164520744,1.4872453835903296e-06
39,22,0.003,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.0001788008725214252,0.001430615164520744,4.461736150770989e-06
40,23,0.0,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.0001399804027436159,0.001430615164520744,0.0
41,24,0.014,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.0003211425950400593,0.001430615164520744,2.0821435370264613e-05
42,25,0.022,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.00042466384778088405,0.001430615164520744,3.271939843898725e-05
43,26,0.094,2018-08-30,"[0, 0, 0]",0,2,0,0,0,0,0,0.0013563551224483072,0.001430615164520744,0.000139801066057491
44,27,5.074,2018-08-30,"[0, 0, 0]",0,3,0,0,0,0,0,0.06432065442498962,0.000715307582260372,0.007546283076337332
45,28,0.7879999999999999,2018-08-30,"[0, 0, 0]",0,3,0,0,0,0,0,0.01010733774005734,0.000715307582260372,0.0011719493622691795
46,10,1.652,2018-08-30,"[0, 0, 0]",0,3,0,0,0,0,0,0.021036013805335336,0.000715307582260372,0.0024569293736912243
