Id,Name,Duration,LastRun,LastResults,Verdict,Cycle,E1,E2,E3,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,LastRunFeature,DurationFeature
1,1,0.004,2014-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.00016488890048987141,1.0,7.097735822272695e-05
2,2,0.0,2014-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,1.780024861793172e-05,1.0,0.0
3,3,0.03,2014-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.0011209651376574792,1.0,0.0005323301866704521
4,4,27.194000000000006,2014-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,1.0,1.0,0.48253956987720925
5,5,1.035,2014-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.038076988920482314,1.0,0.018365391440130597
6,6,0.062,2014-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,0.0022976743526329966,1.0,0.0011001490524522677
7,7,0.001,2014-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,5.457241158591663e-05,1.0,1.7744339555681737e-05
8,8,0.002,2014-03-17,"[0, 0, 0]",0,1,0,0,0,0,0,9.134457455390155e-05,1.0,3.5488679111363474e-05
9,7,0.003,2014-03-27,"[0, 0, 0]",0,2,0,0,0,0,0,0.00012840551349475749,0.0033079722130334105,5.3233018667045215e-05
10,6,0.062,2014-03-27,"[0, 0, 0]",0,2,0,0,0,0,0,0.002303642389405665,0.0033079722130334105,0.0011001490524522677
11,9,0.0,2014-03-27,"[0, 0, 0]",0,2,0,0,0,0,0,1.780024861793172e-05,0.0033079722130334105,0.0
12,3,0.024,2014-03-27,"[0, 0, 0]",0,2,0,0,0,0,0,0.0009026423676325381,0.0033079722130334105,0.0004258641493363617
13,5,0.908,2014-03-27,"[0, 0, 0]",0,2,0,0,0,0,0,0.03349432708467053,0.0033079722130334105,0.016111860316559017
14,4,27.123,2014-03-27,"[0, 0, 0]",0,2,0,0,0,0,0,1.0,0.0033079722130334105,0.4812797217687558
15,8,0.003,2014-03-27,"[0, 0, 0]",0,2,0,0,0,0,0,0.00012840551349475749,0.0033079722130334105,5.3233018667045215e-05
16,1,0.004,2014-03-27,"[0, 0, 0]",0,2,0,0,0,0,0,0.00016527393512036614,0.0033079722130334105,7.097735822272695e-05
17,2,0.0,2014-03-27,"[0, 0, 0]",0,2,0,0,0,0,0,1.780024861793172e-05,0.0033079722130334105,0.0
18,1,0.006,2014-03-28,"[0, 0, 0]",0,3,0,0,0,0,0,0.0002243441295951871,0.0003307972213033411,0.00010646603733409043
19,3,0.025,2014-03-28,"[0, 0, 0]",0,3,0,0,0,0,0,0.0008783997526898293,0.0003307972213033411,0.00044360848889204345
20,5,0.838,2014-03-28,"[0, 0, 0]",0,3,0,0,0,0,0,0.028865095625107935,0.0003307972213033411,0.014869756547661294
21,8,0.004,2014-03-28,"[0, 0, 0]",0,3,0,0,0,0,0,0.0001554961692694353,0.0003307972213033411,7.097735822272695e-05
22,9,0.0,2014-03-28,"[0, 0, 0]",0,3,0,0,0,0,0,1.780024861793172e-05,0.0003307972213033411,0.0
23,4,29.049,2014-03-28,"[0, 0, 0]",0,3,0,0,0,0,0,1.0,0.0003307972213033411,0.5154553197529987
24,2,0.0,2014-03-28,"[0, 0, 0]",0,4,0,0,0,0,0,1.780024861793172e-05,0.0,0.0
25,1,0.006999999999999999,2014-03-28,"[0, 0, 0]",0,4,0,0,0,0,0,0.0002685660076728745,0.0,0.00012421037688977214
26,5,1.121,2014-03-28,"[0, 0, 0]",0,4,0,0,0,0,0,0.040176145377273764,0.0,0.019891404641919228
27,3,0.031,2014-03-28,"[0, 0, 0]",0,4,0,0,0,0,0,0.0011283343244326784,0.0,0.0005500745262261339
28,4,27.914,2014-03-28,"[0, 0, 0]",0,4,0,0,0,0,0,1.0,0.0,0.49531549435730005
29,6,0.076,2014-03-28,"[0, 0, 0]",0,4,0,0,0,0,0,0.002740399918357311,0.0,0.001348569806231812
30,8,0.003,2014-03-28,"[0, 0, 0]",0,4,0,0,0,0,0,0.00012527128821290722,0.0,5.3233018667045215e-05
